"player","player_id","position","team_name","player_game_count","attempts","attempts_with_hangtime","average_hangtime","average_net_yards","average_yards_per_attempt","average_yards_per_return","blocks","declined_penalties","downeds","fair_catches","franchise_id","grades_punter","inside_twenties","long","out_of_bounds","penalties","percent_returned","return_yards","returns","snaps","total_hangtime","total_net_yards","touchbacks","yards","week","year"
"Colby Wadman",38062,"P","DEN",1,6,6,4.35,40.67,43.5,8.5,0,0,0,4,10,60.3,2,48,0,0,33.3,17,2,6,26.1,244,0,261,7,2018
"Trevor Daniel",38843,"P","HST",1,6,6,4.33,39.33,46.17,21,0,0,1,3,13,60.3,4,61,0,0,16.7,21,1,6,25.99,236,1,277,7,2018
"Andy Lee",1906,"P","ARZ",1,5,5,4,39.4,45.8,8,0,0,0,1,1,56.3,1,55,0,0,80,32,4,5,19.99,197,0,229,8,2018
"Dustin Colquitt",2316,"P","KC",1,5,5,4.3,32.6,39.2,6.5,0,0,2,0,16,60.2,3,55,0,0,40,13,2,5,21.49,163,1,196,8,2018
"Sam Koch",3148,"P","BLT",1,3,3,4.44,44,51,10.5,0,0,1,0,3,60,1,57,0,0,66.7,21,2,3,13.33,132,0,153,8,2018
"Kevin Huber",5066,"P","CIN",1,6,6,4.08,42.5,43.83,8,0,0,2,2,7,57.7,3,54,1,0,16.7,8,1,6,24.47,255,0,263,8,2018
"Thomas Morstead",5088,"P","NO",1,2,2,4.19,41,43,4,0,0,0,1,20,60.2,2,56,0,0,50,4,1,2,8.37,82,0,86,8,2018
"Britton Colquitt",5192,"P","CLV",1,5,5,4.53,37.8,47,15.3,0,0,0,2,8,59.5,0,54,0,0,60,46,3,5,22.63,189,0,235,8,2018
"Bryan Anger",7072,"P","TB",1,3,3,4.25,40,49.67,14.5,0,0,0,1,30,59.7,0,61,0,0,66.7,29,2,3,12.74,120,0,149,8,2018
"Johnny Hekker",7252,"P","LA",1,7,7,4.02,43.29,45.14,13,0,0,1,2,26,61.3,3,52,3,0,14.3,13,1,7,28.13,303,0,316,8,2018
"Sam Martin",7947,"P","DET",1,4,4,4.21,37.75,45.25,10,0,0,1,0,11,63.7,1,54,1,0,25,10,1,4,16.85,151,1,181,8,2018
"Ryan Allen",8242,"P","NE",1,4,4,3.99,28.75,37,16.5,0,0,1,0,19,53.6,1,55,1,0,50,33,2,4,15.94,115,0,148,8,2018
"Tress Way",8358,"P","WAS",1,5,5,4.42,45.6,49.2,4.5,0,0,1,0,32,62.8,3,58,0,0,80,18,4,5,22.12,228,0,246,8,2018
"Pat O'Donnell",8826,"P","CHI",1,5,5,4.46,35.4,45,8,0,0,0,2,6,62.8,2,55,0,0,20,8,1,5,22.31,177,2,225,8,2018
"Michael Palardy",9277,"P","CAR",1,3,3,4.54,38,45.67,23,0,0,1,0,5,69.3,2,51,1,0,33.3,23,1,3,13.63,114,0,137,8,2018
"Bradley Pinion",9598,"P","SF",1,7,7,4.36,40.71,40.71,,0,0,0,5,28,58,4,48,2,0,0,0,0,7,30.52,285,0,285,8,2018
"Matt Wile",9972,"P","MIN",1,2,2,3.94,33,40.5,15,0,0,0,1,18,59.4,1,41,0,0,50,15,1,2,7.88,66,0,81,8,2018
"Jordan Berry",10236,"P","PIT",1,4,4,4.4,37.5,44,13,0,0,1,1,25,60.4,2,48,0,0,50,26,2,4,17.6,150,0,176,8,2018
"Riley Dixon",10862,"P","NYG",1,5,5,4.01,44,44,,0,0,1,1,21,59.8,3,53,3,0,0,0,0,5,20.06,220,0,220,8,2018
"Lachlan Edwards",10869,"P","NYJ",1,8,8,3.73,37.63,42.13,9,0,0,2,0,22,52.3,1,55,2,0,50,36,4,8,29.8,301,0,337,8,2018
"Rigoberto Sanchez",12130,"P","IND",1,1,1,3.84,47,46,-1,0,0,0,0,14,60,0,46,0,0,100,-1,1,1,3.84,47,0,46,8,2018
"Matt Haack",12212,"P","MIA",1,4,4,4.75,43.75,47,13,0,0,0,3,17,66,3,60,0,0,25,13,1,4,18.99,175,0,188,8,2018
"Cameron Johnston",12255,"P","PHI",1,3,3,4.35,41.33,51.67,15.5,0,0,0,1,24,58.6,0,60,0,0,66.7,31,2,3,13.06,124,0,155,8,2018
"Johnny Townsend",22261,"P","OAK",1,2,2,4.09,35,40,10,0,0,1,0,23,60.1,0,55,0,0,50,10,1,2,8.18,70,0,80,8,2018
"Corey Bojorquez",27626,"P","BUF",1,5,5,4.11,31.6,39.6,,0,0,2,1,4,40.5,2,53,0,0,0,0,0,5,20.56,158,2,198,8,2018
"Logan Cooke",29214,"P","JAX",1,2,2,4.46,48,48,0,0,0,1,0,15,59.7,1,53,0,0,50,0,1,2,8.91,96,0,96,8,2018
"Michael Dickson",35381,"P","SEA",1,4,4,4.47,47.5,49.5,4,0,0,1,1,29,67.3,2,60,0,0,50,8,2,4,17.89,190,0,198,8,2018
"Colby Wadman",38062,"P","DEN",1,4,4,3.81,40,43.75,5,0,0,0,0,10,58.6,1,59,1,0,75,15,3,4,15.24,160,0,175,8,2018
"J.K. Scott",38809,"P","GB",1,5,5,4.61,38.4,42.8,1,0,0,2,0,12,52.1,1,55,0,0,40,2,2,5,23.05,192,1,214,8,2018
"Trevor Daniel",38843,"P","HST",1,5,5,4.32,32.4,42.2,14.5,0,0,0,2,13,59.2,1,53,0,0,40,29,2,5,21.59,162,1,211,8,2018
"Ben Roethlisberger",1732,"QB","PIT",1,1,1,2.48,9,27,18,0,0,0,0,25,60,0,27,0,0,0,18,0,1,2.48,9,0,27,9,2018
"Donnie Jones",1939,,"LAC",1,6,6,3.77,42.33,43,1.3,0,0,0,0,27,51.6,2,53,3,0,50,4,3,6,22.64,254,0,258,9,2018
"Dustin Colquitt",2316,"P","KC",1,2,2,4.29,31,31.5,1,0,0,0,1,16,60.1,2,42,0,0,50,1,1,2,8.58,62,0,63,9,2018
"Sam Koch",3148,"P","BLT",1,4,4,4.02,38,47.25,5.7,0,0,0,0,3,62.1,1,52,0,0,75,17,3,4,16.07,152,1,189,9,2018
"Brett Kern",4580,"P","TEN",1,1,1,3.83,38,45,7,0,0,0,0,31,60,1,45,0,0,100,7,1,1,3.83,38,0,45,9,2018
"Thomas Morstead",5088,"P","NO",1,2,2,4.82,33.5,33.5,,0,0,0,1,20,59.7,2,39,1,0,0,0,0,2,9.63,67,0,67,9,2018
"Britton Colquitt",5192,"P","CLV",1,1,1,4.25,39,39,,1,0,1,0,8,60.2,1,39,0,0,0,0,0,2,4.25,39,0,39,9,2018
"Matt Bosher",6344,"P","ATL",1,2,2,4.53,51.5,51.5,0,0,0,0,1,2,60.9,1,55,0,0,50,0,1,2,9.05,103,0,103,9,2018
"Chris Jones",6798,"P","DAL",1,3,3,4.32,41,44.67,5.5,0,0,0,1,9,58.7,0,47,0,0,66.7,11,2,3,12.95,123,0,134,9,2018
"Bryan Anger",7072,"P","TB",1,5,5,4.44,43.8,46.2,12,0,0,1,2,30,62.6,2,52,1,0,20,12,1,5,22.19,219,0,231,9,2018
"Johnny Hekker",7252,"P","LA",1,1,1,2.84,47,47,,0,0,0,0,26,60,0,47,1,0,0,0,0,1,2.84,47,0,47,9,2018
"Sam Martin",7947,"P","DET",1,5,5,4.43,39.6,44.4,24,0,0,0,4,11,58.1,1,52,0,0,20,24,1,5,22.17,198,0,222,9,2018
"Colton Schmidt",8104,"P","BUF",1,5,5,3.79,28,37.6,16,0,0,0,1,4,45.5,1,47,1,0,60,48,3,5,18.94,140,0,188,9,2018
"Ryan Allen",8242,"P","NE",1,3,3,4.28,49.67,49.67,,0,0,1,0,19,67.7,2,53,2,0,0,0,0,3,12.85,149,0,149,9,2018
"Tress Way",8358,"P","WAS",1,5,5,4.6,48.2,49,4,0,0,1,3,32,62.6,4,62,0,0,20,4,1,5,23.01,241,0,245,9,2018
"Pat O'Donnell",8826,"P","CHI",1,5,5,4.44,37.4,40,6.5,0,0,2,1,6,62.8,4,61,0,0,40,13,2,5,22.2,187,0,200,9,2018
"Michael Palardy",9277,"P","CAR",1,4,4,4.29,46.25,50,7.5,0,0,1,1,5,64.8,2,59,0,0,50,15,2,4,17.14,185,0,200,9,2018
"Bradley Pinion",9598,"P","SF",1,3,3,4.77,48,54.67,,0,0,1,1,28,65.1,1,64,0,0,0,0,0,3,14.3,144,1,164,9,2018
"Matt Wile",9972,"P","MIN",1,4,4,4.06,40.75,40.75,,0,0,2,2,18,59.4,3,45,0,0,0,0,0,4,16.22,163,0,163,9,2018
"Jordan Berry",10236,"P","PIT",1,3,3,4.68,38,41,9,0,0,0,2,25,63,1,45,0,0,33.3,9,1,3,14.03,114,0,123,9,2018
"Lachlan Edwards",10869,"P","NYJ",1,6,6,4.08,40,46.17,12.3,0,0,0,3,22,65.4,1,60,0,0,50,37,3,6,24.48,240,0,277,9,2018
"Matt Haack",12212,"P","MIA",1,9,9,4.6,42.78,44.67,8.5,0,0,1,6,17,64.8,8,58,0,0,22.2,17,2,9,41.41,385,0,402,9,2018
"Johnny Townsend",22261,"P","OAK",1,6,6,4.11,36.5,37.5,3,0,0,2,2,23,47.1,2,48,0,0,33.3,6,2,6,24.67,219,0,225,9,2018
"Michael Dickson",35381,"P","SEA",1,6,6,4.36,50,52.83,4.3,0,0,0,0,29,70.1,4,61,2,0,66.7,17,4,6,26.17,300,0,317,9,2018
"Colby Wadman",38062,"P","DEN",1,5,5,4.35,44,47.2,8,0,0,0,0,10,67.8,1,59,3,0,40,16,2,5,21.76,220,0,236,9,2018
"J.K. Scott",38809,"P","GB",1,5,5,4.57,42,42,0,0,0,0,4,12,59.8,1,53,0,0,20,0,1,5,22.85,210,0,210,9,2018
"Trevor Daniel",38843,"P","HST",1,6,6,4.32,48.5,51.17,2.7,0,0,0,0,13,60,4,61,0,0,100,16,6,6,25.93,291,0,307,9,2018
"Andy Lee",1906,"P","ARZ",1,5,5,3.91,45.4,49.4,0,0,0,0,0,1,59.2,2,55,2,0,40,0,2,5,19.54,227,1,247,10,2018
"Donnie Jones",1939,,"LAC",1,4,4,4.44,40.75,42.75,2.7,0,0,0,1,27,63,1,47,0,0,75,8,3,4,17.76,163,0,171,10,2018
"Dustin Colquitt",2316,"P","KC",1,5,5,4.52,41,46.6,2.7,0,0,0,1,16,65.8,3,52,0,0,60,8,3,5,22.61,205,1,233,10,2018
"Brett Kern",4580,"P","TEN",1,5,5,3.79,42.2,48.2,15,0,0,1,1,31,64.2,2,55,1,0,40,30,2,5,18.96,211,0,241,10,2018
"Kevin Huber",5066,"P","CIN",1,4,4,4.14,38.75,39.25,2,0,0,0,3,7,57.2,1,42,0,0,25,2,1,4,16.55,155,0,157,10,2018
"Britton Colquitt",5192,"P","CLV",1,4,4,4.28,45.5,46.75,5,0,0,1,2,8,58.1,3,57,0,0,25,5,1,4,17.13,182,0,187,10,2018
"Matt Bosher",6344,"P","ATL",1,3,3,4.47,37.33,39.33,6,0,0,0,2,2,63,3,44,0,0,33.3,6,1,3,13.42,112,0,118,10,2018
"Chris Jones",6798,"P","DAL",1,4,4,4.39,38,40.75,5.5,0,0,2,0,9,57.2,0,46,0,0,50,11,2,4,17.55,152,0,163,10,2018
"Bryan Anger",7072,"P","TB",1,1,1,4.35,24,44,,0,0,0,0,30,60,0,44,0,0,0,0,0,1,4.35,24,1,44,10,2018
"Johnny Hekker",7252,"P","LA",1,2,2,4.47,40,44.5,9,0,0,0,0,26,60.9,1,55,1,0,50,9,1,2,8.93,80,0,89,10,2018
"Sam Martin",7947,"P","DET",1,4,4,3.8,34.5,39,18,0,0,1,2,11,57.1,1,54,0,0,25,18,1,4,15.2,138,0,156,10,2018
"Colton Schmidt",8104,"P","BUF",1,4,4,4.04,34.75,43.5,15,0,0,0,2,4,55.4,1,53,0,0,25,15,1,4,16.17,139,1,174,10,2018
"Ryan Allen",8242,"P","NE",1,6,6,4.37,39.33,49.67,14,0,0,1,1,19,62.9,2,66,0,0,50,42,3,6,26.2,236,1,298,10,2018
"Tress Way",8358,"P","WAS",1,5,5,4.29,47.8,49.4,8,0,0,2,2,32,64.4,4,58,0,0,20,8,1,5,21.47,239,0,247,10,2018
"Pat O'Donnell",8826,"P","CHI",1,3,3,3.99,37.67,48,11,0,0,1,0,6,61.4,1,59,0,0,33.3,11,1,3,11.97,113,1,144,10,2018
"Michael Palardy",9277,"P","CAR",1,5,5,4.17,39,41,10,0,0,1,3,5,56,2,46,0,0,20,10,1,5,20.86,195,0,205,10,2018
"Bradley Pinion",9598,"P","SF",1,3,3,4.51,42,44.33,7,0,0,1,1,28,54.3,1,47,0,0,33.3,7,1,3,13.53,126,0,133,10,2018
"Jordan Berry",10236,"P","PIT",1,2,2,3.69,40,40,,0,0,2,0,25,59.4,1,52,0,0,0,0,0,2,7.37,80,0,80,10,2018
"Riley Dixon",10862,"P","NYG",1,5,5,4.47,42.8,47.6,12,0,0,2,1,21,58.9,3,59,0,0,40,24,2,5,22.35,214,0,238,10,2018
"Lachlan Edwards",10869,"P","NYJ",1,7,7,3.96,36.14,44.57,11.8,0,0,1,0,22,53.8,1,60,1,0,71.4,59,5,7,27.7,253,0,312,10,2018
"Rigoberto Sanchez",12130,"P","IND",1,3,3,4.29,45.67,46,1,0,0,1,1,14,62.8,1,52,0,0,33.3,1,1,3,12.87,137,0,138,10,2018
"Matt Haack",12212,"P","MIA",1,2,2,4.08,19,38.5,19,0,0,0,0,17,59.5,0,39,0,0,50,19,1,2,8.15,38,1,77,10,2018
"Cameron Johnston",12255,"P","PHI",1,2,2,3.01,44,44,0,0,0,1,0,24,57.3,2,49,0,0,50,0,1,2,6.01,88,0,88,10,2018
"Johnny Townsend",22261,"P","OAK",1,3,3,4.78,49,54,7.5,0,0,0,1,23,64.4,2,57,0,0,66.7,15,2,3,14.35,147,0,162,10,2018
"Logan Cooke",29214,"P","JAX",1,3,3,4.32,44,46,6,0,0,0,1,15,61.6,3,51,1,0,33.3,6,1,3,12.97,132,0,138,10,2018
"Michael Dickson",35381,"P","SEA",1,3,3,4.26,47.67,55,11,0,0,1,0,29,62.1,1,68,0,0,66.7,22,2,3,12.78,143,0,165,10,2018
"J.K. Scott",38809,"P","GB",1,1,1,4.15,37,37,,1,0,1,0,12,59.8,1,37,0,0,0,0,0,2,4.15,37,0,37,10,2018
"Andy Lee",1906,"P","ARZ",1,8,8,4.47,45.88,52.25,7.8,0,0,1,1,1,65.1,2,60,1,0,50,31,4,8,35.75,367,1,418,11,2018
"Donnie Jones",1939,,"LAC",1,2,2,4.27,39,39,,0,0,0,2,27,59.8,1,40,0,0,0,0,0,2,8.53,78,0,78,11,2018
"Dustin Colquitt",2316,"P","KC",1,3,3,4.1,48.33,47.33,-3,0,0,1,1,16,57.2,2,52,0,0,33.3,-3,1,3,12.29,145,0,142,11,2018
"Sam Koch",3148,"P","BLT",1,4,4,4.18,27.75,39.25,23,0,0,0,2,3,60.4,2,43,0,0,50,46,2,4,16.7,111,0,157,11,2018
"Brett Kern",4580,"P","TEN",1,6,6,4.29,38.5,49.33,21.7,0,0,0,2,31,70.3,3,58,1,0,50,65,3,6,25.72,231,0,296,11,2018
"Kevin Huber",5066,"P","CIN",1,6,6,4.23,39.5,41.83,7,0,0,1,3,7,63.9,1,53,0,0,33.3,14,2,6,25.4,237,0,251,11,2018
"Thomas Morstead",5088,"P","NO",1,2,2,4.6,50.5,49.5,-2,0,0,0,0,20,61.2,0,50,1,0,50,-2,1,2,9.19,101,0,99,11,2018
"Matt Bosher",6344,"P","ATL",1,2,2,4.19,31,31,,0,0,0,2,2,59.4,2,35,0,0,0,0,0,2,8.37,62,0,62,11,2018
"Chris Jones",6798,"P","DAL",1,3,3,3.93,39,44.33,5.3,0,0,0,0,9,61.7,1,49,0,0,100,16,3,3,11.78,117,0,133,11,2018
"Bryan Anger",7072,"P","TB",1,1,1,3.55,39,44,5,0,0,0,0,30,60,0,44,0,0,100,5,1,1,3.55,39,0,44,11,2018
"Johnny Hekker",7252,"P","LA",1,4,4,4.53,50,55.5,7.3,0,0,1,0,26,69.3,3,68,0,0,75,22,3,4,18.1,200,0,222,11,2018
"Sam Martin",7947,"P","DET",1,6,6,4.41,43.67,46.83,-1,0,0,2,1,11,68.9,3,55,1,0,16.7,-1,1,6,26.45,262,1,281,11,2018
"Tress Way",8358,"P","WAS",1,5,5,4.36,37.2,40.4,16,0,0,1,2,32,62.5,2,51,1,0,20,16,1,5,21.78,186,0,202,11,2018
"Pat O'Donnell",8826,"P","CHI",1,2,2,4.21,30.5,35.5,10,0,0,1,0,6,60.6,1,38,0,0,50,10,1,2,8.42,61,0,71,11,2018
"Michael Palardy",9277,"P","CAR",1,5,5,4.5,42.4,44.4,10,0,0,0,4,5,60.4,1,52,0,0,20,10,1,5,22.49,212,0,222,11,2018
"Matt Wile",9972,"P","MIN",1,4,4,4.42,41.75,44.5,11,0,0,1,2,18,56.5,2,53,0,0,25,11,1,4,17.68,167,0,178,11,2018
"Jordan Berry",10236,"P","PIT",1,6,6,4.51,41.67,51,18,0,0,1,2,25,65.8,2,63,0,0,33.3,36,2,6,27.08,250,1,306,11,2018
"Riley Dixon",10862,"P","NYG",1,4,4,4.43,34,41.5,10,0,0,1,1,21,57.9,1,54,0,0,25,10,1,4,17.7,136,1,166,11,2018
"Rigoberto Sanchez",12130,"P","IND",1,3,3,4.55,47.33,47.33,,0,0,2,1,14,63,3,53,0,0,0,0,0,3,13.64,142,0,142,11,2018
"Cameron Johnston",12255,"P","PHI",1,4,4,3.8,36.5,39.75,6.5,0,0,0,2,24,53.8,2,46,0,0,50,13,2,4,15.2,146,0,159,11,2018
"Johnny Townsend",22261,"P","OAK",1,8,8,4.28,35.38,45.13,9.5,0,0,0,2,23,54.5,1,60,0,0,50,38,4,8,34.26,283,2,361,11,2018
"Logan Cooke",29214,"P","JAX",1,9,9,4.58,38,46.11,4.3,0,0,1,2,15,55.7,1,57,0,0,33.3,13,3,9,41.21,342,3,415,11,2018
"Michael Dickson",35381,"P","SEA",1,4,4,4.56,44.25,52,10.3,0,0,0,0,29,69.3,0,59,1,0,75,31,3,4,18.23,177,0,208,11,2018
"Colby Wadman",38062,"P","DEN",1,5,5,4.38,40.4,44.8,2,0,0,1,2,10,60.9,3,52,0,0,20,2,1,5,21.9,202,1,224,11,2018
"J.K. Scott",38809,"P","GB",1,6,6,4.69,44,47.33,,0,0,1,4,12,70.2,3,67,0,0,0,0,0,6,28.16,264,1,284,11,2018
"Trevor Daniel",38843,"P","HST",1,1,1,4.05,30,30,,0,0,0,0,13,60,0,30,1,0,0,0,0,1,4.05,30,0,30,11,2018
"Andy Lee",1906,"P","ARZ",1,5,5,4.29,39.6,49.2,14,0,0,0,2,1,56.4,0,60,0,0,40,28,2,5,21.46,198,1,246,12,2018
"Donnie Jones",1939,,"LAC",1,2,2,4.63,39.5,52.5,26,0,0,1,0,27,59.8,1,53,0,0,50,26,1,2,9.26,79,0,105,12,2018
"Sam Koch",3148,"P","BLT",1,2,2,4.6,48.5,47,-3,0,0,1,0,3,61.6,2,56,0,0,50,-3,1,2,9.2,97,0,94,12,2018
"Brett Kern",4580,"P","TEN",1,6,6,4.17,43.5,49.67,12.3,0,0,1,1,31,60.7,2,59,1,0,50,37,3,6,25.01,261,0,298,12,2018
"Kevin Huber",5066,"P","CIN",1,2,2,4.22,46.5,49.5,3,0,0,0,0,7,59.5,1,51,0,0,100,6,2,2,8.43,93,0,99,12,2018
"Thomas Morstead",5088,"P","NO",1,3,3,4.46,41.33,48,,0,0,0,2,20,63,1,56,0,0,0,0,0,3,13.38,124,1,144,12,2018
"Britton Colquitt",5192,"P","CLV",1,4,4,4.24,32.75,47,19,0,0,1,0,8,61.3,1,56,0,0,75,57,3,4,16.95,131,0,188,12,2018
"Matt Bosher",6344,"P","ATL",1,2,2,4.85,44.5,48,7,0,0,0,1,2,60.2,0,52,0,0,50,7,1,2,9.7,89,0,96,12,2018
"Chris Jones",6798,"P","DAL",1,6,6,4.79,41.17,47.83,20,0,0,1,2,9,70.3,2,51,1,0,33.3,40,2,6,28.74,247,0,287,12,2018
"Bryan Anger",7072,"P","TB",1,5,5,4.52,44.8,46,3,0,0,0,2,30,63.3,2,56,1,0,40,6,2,5,22.61,224,0,230,12,2018
"Sam Martin",7947,"P","DET",1,5,5,4.22,36.2,45.4,11.5,0,0,1,0,11,59,1,59,0,0,80,46,4,5,21.11,181,0,227,12,2018
"Colton Schmidt",8104,"P","BUF",1,7,7,3.44,37.29,44.86,16.5,0,0,2,1,4,46.9,2,55,1,0,28.6,33,2,7,24.07,261,1,314,12,2018
"Ryan Allen",8242,"P","NE",1,4,4,4.34,40.75,46,1,0,0,0,0,19,66.7,1,51,2,0,25,1,1,4,17.37,163,1,184,12,2018
"Tress Way",8358,"P","WAS",1,5,5,4.41,45.6,45.6,,0,0,2,2,32,67.8,4,54,1,0,0,0,0,5,22.05,228,0,228,12,2018
"Pat O'Donnell",8826,"P","CHI",1,5,5,4.42,38,47,8.3,0,0,0,1,6,58.9,3,56,0,0,60,25,3,5,22.1,190,1,235,12,2018
"Michael Palardy",9277,"P","CAR",1,1,1,4.8,55,55,,0,0,0,1,5,60,1,55,0,0,0,0,0,1,4.8,55,0,55,12,2018
"Bradley Pinion",9598,"P","SF",1,6,6,4.52,42.33,43.33,6,0,0,1,3,28,73.9,3,56,1,0,16.7,6,1,6,27.12,254,0,260,12,2018
"Matt Wile",9972,"P","MIN",1,4,4,4.58,36.75,45.75,12,0,0,0,1,18,57.9,1,59,0,0,75,36,3,4,18.31,147,0,183,12,2018
"Jordan Berry",10236,"P","PIT",1,3,3,4.71,42.33,44.33,6,0,0,0,2,25,62.9,2,52,0,0,33.3,6,1,3,14.14,127,0,133,12,2018
"Riley Dixon",10862,"P","NYG",1,3,3,3.49,43,44.33,2,0,0,1,0,21,57.9,0,56,0,0,66.7,4,2,3,10.47,129,0,133,12,2018
"Lachlan Edwards",10869,"P","NYJ",1,5,5,4.36,40.4,44.4,0,0,0,1,0,22,64.2,2,53,1,0,40,0,2,5,21.82,202,1,222,12,2018
"Rigoberto Sanchez",12130,"P","IND",1,3,3,4.04,34.33,34.33,0,0,0,0,2,14,60.1,1,49,0,0,33.3,0,1,3,12.12,103,0,103,12,2018
"Matt Haack",12212,"P","MIA",1,6,6,4.51,45.17,47.5,4.7,0,0,0,3,17,67,3,62,0,0,50,14,3,6,27.07,271,0,285,12,2018
"Cameron Johnston",12255,"P","PHI",1,4,4,4.22,39,50.25,12.5,0,0,0,1,24,59.7,2,59,0,0,50,25,2,4,16.88,156,1,201,12,2018
"Johnny Townsend",22261,"P","OAK",1,6,6,4.13,31.5,44.67,19.8,0,0,1,1,23,52.5,1,52,0,0,66.7,79,4,6,24.78,189,0,268,12,2018
"Logan Cooke",29214,"P","JAX",1,6,6,4.44,45.67,47.83,4.3,0,0,1,1,15,65.4,3,55,1,0,50,13,3,6,26.64,274,0,287,12,2018
"Michael Dickson",35381,"P","SEA",1,3,3,4.14,46.33,52.67,9.5,0,0,1,0,29,60.7,0,62,0,0,66.7,19,2,3,12.42,139,0,158,12,2018
"Colby Wadman",38062,"P","DEN",1,6,6,4.43,46,47,2,0,0,1,2,10,65.9,1,51,0,0,50,6,3,6,26.6,276,0,282,12,2018
"J.K. Scott",38809,"P","GB",1,6,6,4.76,39.33,46,10,0,0,1,1,12,70.7,3,56,1,0,33.3,20,2,6,28.58,236,1,276,12,2018
"Trevor Daniel",38843,"P","HST",1,5,5,4.23,37,44.8,9.5,0,0,0,2,13,61.1,2,55,0,0,40,19,2,5,21.16,185,1,224,12,2018
"Andy Lee",1906,"P","ARZ",1,6,6,4.44,40.67,44.83,12.5,0,0,3,1,1,55,3,64,0,0,33.3,25,2,6,26.62,244,0,269,13,2018
"Donnie Jones",1939,,"LAC",1,4,4,4.12,34,36.25,4.5,0,0,0,2,27,58.1,1,52,0,0,50,9,2,4,16.46,136,0,145,13,2018
"Dustin Colquitt",2316,"P","KC",1,3,3,4.5,41,41,,0,0,1,2,16,59.3,0,45,0,0,0,0,0,3,13.51,123,0,123,13,2018
"Sam Koch",3148,"P","BLT",1,3,3,4.17,34.67,47.33,18,0,0,0,1,3,62.8,1,65,0,0,33.3,18,1,3,12.5,104,1,142,13,2018
"Brett Kern",4580,"P","TEN",1,6,6,4.06,40.33,44.33,4,1,0,0,2,31,64.9,1,53,2,0,16.7,4,1,7,24.34,242,1,266,13,2018
"Kevin Huber",5066,"P","CIN",1,7,7,3.88,39.57,43.29,2,0,0,2,0,7,41,2,69,1,0,42.9,6,3,7,27.19,277,1,303,13,2018
"Thomas Morstead",5088,"P","NO",1,4,4,4.5,44.5,51.5,8,0,0,0,1,20,74.1,1,57,1,0,25,8,1,4,17.99,178,1,206,13,2018
"Britton Colquitt",5192,"P","CLV",1,2,2,4.2,35.5,45.5,0,0,0,0,0,8,59,0,51,0,0,50,0,1,2,8.39,71,1,91,13,2018
"Matt Bosher",6344,"P","ATL",1,5,5,4.54,45.6,50.4,4,0,0,0,3,2,63.7,3,55,0,0,20,4,1,5,22.69,228,1,252,13,2018
"Chris Jones",6798,"P","DAL",1,3,3,4.3,45.33,51,5.7,0,0,0,0,9,63,1,52,0,0,100,17,3,3,12.89,136,0,153,13,2018
"Bryan Anger",7072,"P","TB",1,6,6,4.66,40.17,44.5,2,0,0,1,1,30,64.8,2,55,0,0,50,6,3,6,27.96,241,1,267,13,2018
"Johnny Hekker",7252,"P","LA",1,3,3,4.35,43.67,50.33,,0,0,1,1,26,64,1,55,0,0,0,0,0,3,13.06,131,1,151,13,2018
"Sam Martin",7947,"P","DET",1,6,6,4.31,44.67,47.67,6,0,0,2,1,11,60.6,2,58,0,0,50,18,3,6,25.84,268,0,286,13,2018
"Ryan Allen",8242,"P","NE",1,4,4,4.16,35.5,41.5,4,0,0,0,1,19,61.1,2,52,1,0,25,4,1,4,16.62,142,1,166,13,2018
"Tress Way",8358,"P","WAS",1,6,6,4.56,45.17,48.33,6.3,0,0,0,3,32,68.7,2,59,0,0,50,19,3,6,27.38,271,0,290,13,2018
"Pat O'Donnell",8826,"P","CHI",1,6,6,4.52,44.5,50.5,12,0,0,2,1,6,56.9,2,65,0,0,50,36,3,6,27.12,267,0,303,13,2018
"Michael Palardy",9277,"P","CAR",1,2,2,4.96,46.5,56.5,0,0,0,0,0,5,61.7,0,59,0,0,50,0,1,2,9.91,93,1,113,13,2018
"Bradley Pinion",9598,"P","SF",1,5,5,4.41,41.2,40.4,-4,0,0,0,4,28,63.4,2,48,0,0,20,-4,1,5,22.07,206,0,202,13,2018
"Matt Darr",9812,,"BUF",1,4,4,4.27,44.25,45.75,3,0,0,1,0,4,57.2,2,53,1,0,50,6,2,4,17.07,177,0,183,13,2018
"Matt Wile",9972,"P","MIN",1,5,5,4.55,39.8,45.6,9.7,0,0,0,1,18,69.1,2,53,1,0,60,29,3,5,22.76,199,0,228,13,2018
"Jordan Berry",10236,"P","PIT",1,4,4,4.72,32.75,51,73,0,0,1,1,25,76,2,63,1,0,25,73,1,4,18.88,131,0,204,13,2018
"Riley Dixon",10862,"P","NYG",1,7,7,4.02,42.14,44.43,8,0,0,2,2,21,49.4,2,54,1,0,28.6,16,2,7,28.17,295,0,311,13,2018
"Lachlan Edwards",10869,"P","NYJ",1,6,6,3.84,37.83,44.5,,0,0,1,2,22,53.6,1,67,1,0,0,0,0,6,23.05,227,2,267,13,2018
"Rigoberto Sanchez",12130,"P","IND",1,6,6,4.4,41.67,49.67,8,0,0,0,3,14,49,3,57,0,0,16.7,8,1,6,26.4,250,2,298,13,2018
"Matt Haack",12212,"P","MIA",1,7,7,4.42,45.71,45.71,0,0,0,3,3,17,74.2,2,56,0,0,14.3,0,1,7,30.93,320,0,320,13,2018
