"player","player_id","position","team_name","player_game_count","coverage_snaps","coverage_snaps_per_reception","coverage_snaps_per_target","franchise_id","interceptions","qb_rating_against","receptions","targets","touchdowns","yards","yards_after_catch","yards_per_coverage_snap","week","year"
"Foyesade Oluokun",24904,"LB","ATL",1,3,1.5,1.5,2,0,118.8,2,2,0,32,6,10.67,15,2020
"Kevin King",11788,"CB","GB",1,1,1,1,12,0,118.8,1,1,0,15,9,15,15,2020
"Shaquil Barrett",9000,"ED","TB",1,1,1,1,30,0,83.3,1,1,0,4,2,4,15,2020
"Terez Hall",51107,"LB","NE",1,1,1,1,19,0,87.5,1,1,0,5,1,5,15,2020
"Nick Vigil",10721,"LB","LAC",1,1,1,1,27,0,104.2,1,1,0,9,1,9,15,2020
"Preston Smith",9471,"ED","GB",1,1,1,1,12,0,104.2,1,1,0,9,7,9,15,2020
"Arthur Maulet",12224,"S","NYJ",1,1,1,1,22,0,118.8,1,1,0,16,8,16,15,2020
"Patrick Queen",57941,"LB","BLT",1,1,1,1,3,0,108.3,1,1,0,10,16,10,15,2020
"Keion Crossen",49454,"CB","HST",1,1,,1,13,0,39.6,0,1,0,0,0,0,16,2020
"Marcus Maye",11794,"S","NYJ",1,8,,8,22,0,39.6,0,1,0,0,0,0,16,2020
"A.J. Terrell",55586,"CB","ATL",1,1,,1,2,0,39.6,0,1,0,0,0,0,16,2020
"Jason Pierre-Paul",5540,"ED","TB",1,1,,1,30,0,39.6,0,1,0,0,0,0,16,2020
"Harrison Hand",55576,"CB","MIN",1,2,,2,18,1,0,0,1,0,0,0,0,16,2020
"Johnathan Abram",34646,"S","LV",1,8,,8,23,0,39.6,0,1,0,0,0,0,16,2020
"Marlon Humphrey",11771,"CB","BLT",1,2,,2,3,0,39.6,0,1,0,0,0,0,16,2020
"Marshon Lattimore",11766,"CB","NO",1,2,,2,20,0,39.6,0,1,0,0,0,0,16,2020
"Mackensie Alexander",10688,"CB","CIN",1,18,,18,7,0,39.6,0,1,0,0,0,0,16,2020
"Quandre Diggs",9633,"S","SEA",1,1,,1,29,0,39.6,0,1,0,0,0,0,16,2020
"Terrence Brooks",8714,"S","NE",1,2,,2,19,0,39.6,0,1,0,0,0,0,16,2020
"Denzel Perryman",9481,"LB","LAC",1,3,,3,27,0,39.6,0,1,0,0,0,0,16,2020
"Jacob Martin",50152,"ED","HST",1,1,,1,13,0,39.6,0,1,0,0,0,0,16,2020
"Jamal Adams",11761,"S","SEA",1,12,,12,29,0,39.6,0,1,0,0,0,0,16,2020
"Marcell Harris",51408,"S","SF",1,6,,6,28,0,39.6,0,1,0,0,0,0,16,2020
"Mike Hilton",10898,"CB","PIT",1,16,,5.3,25,1,0,0,3,0,0,0,0,16,2020
"Tahir Whitehead",7135,"LB","CAR",1,1,,1,5,1,0,0,1,0,0,0,0,16,2020
"Blake Lynch",47621,"LB","MIN",1,5,,2.5,18,0,39.6,0,2,0,0,0,0,16,2020
"DeAndre Houston-Carson",10819,"S","CHI",1,2,,2,6,0,39.6,0,1,0,0,0,0,16,2020
"Joe Schobert",10733,"LB","JAX",1,8,,8,15,0,39.6,0,1,0,0,0,0,16,2020
"Kendall Fuller",10718,"CB","WAS",1,1,,1,32,0,39.6,0,1,0,0,0,0,16,2020
"Dallin Leavitt",49120,"S","LV",1,2,,2,23,0,39.6,0,1,0,0,0,0,16,2020
"Chris Harris Jr.",6457,"CB","LAC",1,38,38,19,27,0,56.3,1,2,0,3,2,0.08,16,2020
"Isaiah Oliver",50393,"CB","ATL",1,34,34,11.3,2,0,42.4,1,3,0,5,1,0.15,16,2020
"Lamarcus Joyner",8676,"CB","LV",1,23,23,23,23,0,95.8,1,1,0,7,2,0.3,16,2020
"Chauncey Gardner-Johnson",49371,"CB","NO",1,18,18,18,20,0,118.8,1,1,0,14,0,0.78,16,2020
"Duke Shelley",49569,"CB","CHI",1,32,16,10.7,6,0,70.1,2,3,0,8,1,0.25,16,2020
"Chuck Clark",11941,"S","BLT",1,15,15,3.8,3,0,39.6,1,4,0,9,4,0.6,16,2020
"Taron Johnson",49511,"CB","BUF",1,14,14,14,4,0,91.7,1,1,0,6,2,0.43,16,2020
"Jalen Mills",10867,"S","PHI",1,14,14,14,24,0,118.8,1,1,0,55,58,3.93,16,2020
"Jourdan Lewis",11846,"CB","DAL",1,26,13,8.7,9,0,97.9,2,3,0,29,13,1.12,16,2020
"Nickell Robey-Coleman",8483,"CB","PHI",1,25,12.5,12.5,24,0,158.3,2,2,1,60,38,2.4,16,2020
"Byron Murphy Jr.",44027,"CB","ARZ",1,12,12,12,1,0,95.8,1,1,0,7,14,0.58,16,2020
"Anthony Brown",10823,"CB","DAL",1,12,12,12,9,1,64.6,1,1,0,9,8,0.75,16,2020
"Kenny Moore II",51596,"CB","IND",1,46,11.5,9.2,14,0,91.7,4,5,0,30,20,0.65,16,2020
"Xavien Howard",10672,"CB","MIA",1,11,11,5.5,17,0,56.3,1,2,0,-1,4,-0.09,16,2020
"Ross Cockrell",8744,"CB","TB",1,22,11,7.3,30,0,86.8,2,3,0,21,7,0.95,16,2020
"Arthur Maulet",12224,"S","NYJ",1,44,11,5.5,22,0,62.5,4,8,0,36,4,0.82,16,2020
"Tarvarius Moore",49178,"S","SF",1,10,10,10,28,0,91.7,1,1,0,6,6,0.6,16,2020
"Logan Ryan",7864,"S","NYG",1,10,10,5,21,0,100,1,2,1,8,0,0.8,16,2020
"Myles Hartsfield",49159,"CB","CAR",1,29,9.7,9.7,5,0,104.2,3,3,0,27,10,0.93,16,2020
"Tre Herndon",50380,"CB","JAX",1,19,9.5,4.8,15,0,56.3,2,4,0,11,15,0.58,16,2020
"Dre Greenlaw",51503,"LB","SF",1,9,9,9,28,0,104.2,1,1,0,9,4,1,16,2020
"Ugo Amadi",49352,"CB","SEA",1,27,9,6.8,29,0,88.5,3,4,0,23,7,0.85,16,2020
"Cole Holcomb",49753,"LB","WAS",1,9,9,9,32,0,100,1,1,0,8,2,0.89,16,2020
"Darius Phillips",49507,"CB","CIN",1,8,8,8,7,0,95.8,1,1,0,7,11,0.88,16,2020
"Malcolm Jenkins",4937,"S","NO",1,8,8,8,20,0,122.9,1,1,1,4,0,0.5,16,2020
"Nik Needham",50356,"CB","MIA",1,16,8,8,17,0,95.8,2,2,0,14,14,0.88,16,2020
"Harrison Smith",7641,"S","MIN",1,8,8,8,18,0,118.8,1,1,0,19,7,2.38,16,2020
"Jabrill Peppers",11780,"S","NYG",1,15,7.5,7.5,21,0,118.8,2,2,0,32,13,2.13,16,2020
"Tramon Williams",3558,"CB","BLT",1,37,7.4,5.3,3,0,100.3,5,7,0,65,26,1.76,16,2020
"Cameron Sutton",11850,"CB","PIT",1,14,7,4.7,25,0,102.1,2,3,0,32,31,2.29,16,2020
"Deion Jones",10686,"LB","ATL",1,7,7,7,2,0,79.2,1,1,0,0,5,0,16,2020
