p_id,player,player_team_id,unique_team_id,team_id_impute,numeric_id,position,team_name,year,week,pass_summary_player_game_count,pass_summary_accuracy_percent,pass_summary_aimed_passes,pass_summary_attempts,pass_summary_avg_depth_of_target,pass_summary_avg_time_to_throw,pass_summary_bats,pass_summary_big_time_throws,pass_summary_btt_rate,pass_summary_completion_percent,pass_summary_completions,pass_summary_declined_penalties,pass_summary_def_gen_pressures,pass_summary_drop_rate,pass_summary_dropbacks,pass_summary_drops,pass_summary_first_downs,pass_summary_franchise_id,pass_summary_grades_hands_fumble,pass_summary_grades_offense,pass_summary_grades_pass,pass_summary_grades_run,pass_summary_hit_as_threw,pass_summary_interceptions,pass_summary_passing_snaps,pass_summary_penalties,pass_summary_pressure_to_sack_rate,pass_summary_qb_rating,pass_summary_sack_percent,pass_summary_sacks,pass_summary_scrambles,pass_summary_spikes,pass_summary_thrown_aways,pass_summary_touchdowns,pass_summary_turnover_worthy_plays,pass_summary_twp_rate,pass_summary_yards,pass_summary_ypa
tuatagovailoa_mia_2021_2,tuatagovailoa,tuatagovailoa_mia_2021,mia_2021_2,mia_2021,60326,qb,mia,2021,2,1,50.0,2,4,-6.0,2.47,0,0,0.0,25.0,1,0,4,0.0,6,0,0,17,69.6,52.0,52.2,61.09127155172414,1,0,7,0,50.0,40.6,33.3,2,0,0,1,0,0,0.0,13,3.3
joshrosen_atl_2021_2,joshrosen,joshrosen_atl_2021,atl_2021_2,atl_2021,35460,qb,atl,2021,2,1,0.0,2,2,7.5,2.25,0,0,0.0,0.0,0,0,2,7.426829268292683,2,0,0,2,63.6,50.0,50.5,61.09127155172414,0,0,2,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
benroethlisberger_pit_2021_3,benroethlisberger,benroethlisberger_pit_2021,pit_2021_3,pit_2021,1732,qb,pit,2021,3,1,82.8,58,58,5.6,2.29,0,2,3.2,65.5,38,0,15,20.8,63,10,17,25,82.2,57.2,56.2,62.6,0,2,67,0,26.7,70.9,6.3,4,1,0,0,1,1,1.5,318,5.5
tombrady_tb_2021_3,tombrady,tombrady_tb_2021,tb_2021_3,tb_2021,698,qb,tb,2021,3,1,82.4,51,55,6.8,2.39,1,4,7.0,74.5,41,0,19,2.4,60,1,23,30,81.8,79.2,78.4,60.0,0,0,62,0,15.8,103.0,5.0,3,2,0,3,1,0,0.0,432,7.9
macjones_ne_2021_3,macjones,macjones_ne_2021,ne_2021_3,ne_2021,60323,qb,ne,2021,3,1,64.0,50,51,12.0,2.92,0,1,1.9,58.8,30,0,20,6.3,56,2,11,19,81.7,69.2,66.8,67.7,0,3,57,0,10.0,55.2,3.6,2,3,0,1,1,1,1.8,270,5.3
jacobybrissett_mia_2021_3,jacobybrissett,jacobybrissett_mia_2021,mia_2021_3,mia_2021,10725,qb,mia,2021,3,1,74.4,43,49,8.4,2.79,0,2,3.7,65.3,32,0,18,0.0,57,0,16,17,81.8,76.5,77.1,57.7,4,0,62,0,11.1,74.8,3.5,2,6,1,1,0,1,1.6,215,4.4
patrickmahomes_kc_2021_3,patrickmahomes,patrickmahomes_kc_2021,kc_2021_3,kc_2021,11765,qb,kc,2021,3,1,83.3,36,44,9.6,2.95,0,2,4.3,61.4,27,0,21,10.0,50,3,20,16,32.8,81.4,76.9,75.0,2,2,53,0,9.5,81.6,4.0,2,4,0,6,3,1,1.9,260,5.9
derekcarr_lv_2021_3,derekcarr,derekcarr_lv_2021,lv_2021_3,lv_2021,8671,qb,lv,2021,3,1,71.1,38,43,9.8,2.72,1,4,9.1,60.5,26,0,14,3.7,46,1,18,23,80.3,84.3,82.6,60.0,1,1,47,1,21.4,95.7,6.5,3,0,0,3,2,0,0.0,386,9.0
joshallen_buf_2021_3,joshallen,joshallen_buf_2021,buf_2021_3,buf_2021,46601,qb,buf,2021,3,1,81.0,42,43,9.7,2.82,0,3,6.7,74.4,32,0,22,5.9,46,2,21,4,80.5,83.8,83.1,59.8,0,0,48,0,0.0,129.8,0.0,0,2,0,1,4,1,2.1,358,8.3
jimmygaroppolo_sf_2021_3,jimmygaroppolo,jimmygaroppolo_sf_2021,sf_2021_3,sf_2021,8697,qb,sf,2021,3,1,75.7,37,40,7.1,2.53,0,0,0.0,62.5,25,0,17,10.7,44,3,15,28,28.0,54.6,52.7,62.2,2,1,48,0,23.5,87.2,9.1,4,0,0,1,2,3,6.3,257,6.4
jalenhurts_phi_2021_3,jalenhurts,jalenhurts_phi_2021,phi_2021_3,phi_2021,40291,qb,phi,2021,3,1,75.0,36,39,6.9,2.93,1,3,6.8,64.1,25,0,11,7.4,48,2,11,24,81.1,66.1,65.7,61.4,1,2,53,0,18.2,86.1,4.2,2,7,0,1,2,2,3.8,326,8.4
kirkcousins_min_2021_3,kirkcousins,kirkcousins_min_2021,min_2021_3,min_2021,7102,qb,min,2021,3,1,86.1,36,38,5.7,2.42,1,1,2.6,78.9,30,0,11,3.2,39,1,19,18,28.5,82.5,82.3,56.6,1,0,40,0,9.1,128.4,2.6,1,0,0,0,3,1,2.5,323,8.5
matthewstafford_lar_2021_3,matthewstafford,matthewstafford_lar_2021,lar_2021_3,lar_2021,4924,qb,lar,2021,3,1,78.4,37,38,8.3,2.34,0,1,2.5,71.1,27,0,12,6.9,39,2,16,26,79.6,73.8,72.4,60.0,1,0,41,0,8.3,134.0,2.6,1,0,0,0,4,0,0.0,343,9.0
justinherbert_lac_2021_3,justinherbert,justinherbert_lac_2021,lac_2021_3,lac_2021,28237,qb,lac,2021,3,1,82.9,35,38,7.1,2.76,0,0,0.0,68.4,26,0,11,10.3,41,3,16,27,80.3,85.6,84.9,59.9,0,0,46,0,9.1,125.0,2.4,1,2,0,3,4,0,0.0,281,7.4
carsonwentz_ind_2021_3,carsonwentz,carsonwentz_ind_2021,ind_2021_3,ind_2021,10636,qb,ind,2021,3,1,67.7,31,37,6.9,2.53,1,1,2.5,51.4,19,0,21,9.5,39,2,8,14,79.5,66.1,65.3,61.09127155172414,1,0,43,1,9.5,66.7,5.1,2,0,0,4,0,0,0.0,194,5.2
mattryan_atl_2021_3,mattryan,mattryan_atl_2021,atl_2021_3,atl_2021,4317,qb,atl,2021,3,1,77.1,35,36,4.7,2.83,0,0,0.0,75.0,27,0,12,0.0,39,0,12,2,28.7,52.1,51.8,60.0,1,0,41,0,25.0,111.2,7.7,3,0,0,0,2,3,7.3,243,6.8
danieljones_nyg_2021_3,danieljones,danieljones_nyg_2021,nyg_2021_3,nyg_2021,39395,qb,nyg,2021,3,1,75.8,33,35,7.3,2.85,2,1,2.6,68.6,24,0,14,4.0,42,1,14,21,23.1,71.9,71.9,60.4,0,0,46,0,14.3,90.9,4.8,2,5,0,0,0,1,2.2,266,7.6
zachwilson_nyj_2021_3,zachwilson,zachwilson_nyj_2021,nyj_2021_3,nyj_2021,82096,qb,nyj,2021,3,1,69.7,33,35,7.8,2.89,0,0,0.0,54.3,19,0,16,17.4,40,4,10,22,79.4,55.4,53.9,62.6,0,2,41,0,31.3,42.6,12.5,5,0,0,2,0,1,2.4,160,4.6
trevorlawrence_jax_2021_3,trevorlawrence,trevorlawrence_jax_2021,jax_2021_3,jax_2021,77632,qb,jax,2021,3,1,76.7,30,34,8.4,2.81,0,1,2.8,64.7,22,0,17,4.3,40,1,10,15,29.3,50.2,51.0,54.5,1,2,42,0,17.6,68.1,7.5,3,3,1,2,1,3,7.1,219,6.4
samdarnold_car_2021_3,samdarnold,samdarnold_car_2021,car_2021_3,car_2021,29048,qb,car,2021,3,1,78.8,33,34,8.1,2.96,0,3,8.3,67.6,23,0,17,11.5,37,3,15,5,30.6,83.2,76.3,80.3,0,0,40,0,11.8,95.7,5.4,2,1,0,1,0,1,2.5,304,8.9
kylermurray_ari_2021_3,kylermurray,kylermurray_ari_2021,ari_2021_3,ari_2021,38334,qb,ari,2021,3,1,87.9,33,34,7.6,2.69,1,1,2.9,82.4,28,0,8,3.4,37,1,14,1,79.7,73.6,73.8,61.1,0,1,39,0,0.0,93.1,0.0,0,3,0,0,0,1,2.6,316,9.3
aaronrodgers_gb_2021_3,aaronrodgers,aaronrodgers_gb_2021,gb_2021_3,gb_2021,2241,qb,gb,2021,3,1,77.4,31,33,11.7,2.04,0,5,13.9,69.7,23,0,5,4.2,34,1,13,12,78.7,81.8,82.8,58.3,0,0,38,1,20.0,113.3,2.9,1,0,2,0,2,0,0.0,261,7.9
russellwilson_sea_2021_3,russellwilson,russellwilson_sea_2021,sea_2021_3,sea_2021,7077,qb,sea,2021,3,1,82.1,28,32,8.4,2.85,0,0,0.0,71.9,23,0,16,0.0,37,0,14,29,78.7,69.2,71.0,52.3,0,0,38,0,12.5,111.2,5.4,2,3,0,4,1,0,0.0,298,9.3
lamarjackson_bal_2021_3,lamarjackson,lamarjackson_bal_2021,bal_2021_3,bal_2021,46416,qb,bal,2021,3,1,69.2,26,31,19.9,3.71,1,6,19.4,51.6,16,0,18,11.1,40,2,11,3,29.0,88.3,86.0,70.0,0,1,41,0,22.2,81.0,10.0,4,5,1,3,1,2,4.9,287,9.3
bakermayfield_cle_2021_3,bakermayfield,bakermayfield_cle_2021,cle_2021_3,cle_2021,46518,qb,cle,2021,3,1,67.9,28,31,10.6,2.98,1,3,9.4,61.3,19,0,14,0.0,40,0,14,8,79.2,76.4,73.7,67.7,0,0,41,0,35.7,97.0,12.5,5,4,1,1,1,0,0.0,246,7.9
jaredgoff_det_2021_3,jaredgoff,jaredgoff_det_2021,det_2021_3,det_2021,10635,qb,det,2021,3,1,85.7,28,30,4.6,2.57,0,0,0.0,73.3,22,0,11,8.3,33,2,13,11,78.3,63.9,65.2,55.7,0,0,35,1,18.2,93.3,6.1,2,1,0,2,0,0,0.0,217,7.2
davismills_hou_2021_3,davismills,davismills_hou_2021,hou_2021_3,hou_2021,52269,qb,hou,2021,3,1,83.3,24,28,8.3,2.5,1,1,3.1,67.9,19,0,12,5.0,32,1,10,13,78.7,56.4,55.9,60.0,1,0,36,0,33.3,95.5,12.5,4,0,1,1,1,1,2.8,168,6.0
ryantannehill_ten_2021_3,ryantannehill,ryantannehill_ten_2021,ten_2021_3,ten_2021,7014,qb,ten,2021,3,1,83.3,24,27,6.4,2.58,0,0,0.0,66.7,18,0,9,10.0,31,2,14,31,78.4,86.6,76.6,88.7,1,2,33,0,11.1,94.2,3.2,1,3,0,2,3,0,0.0,197,7.3
dakprescott_dal_2021_3,dakprescott,dakprescott_dal_2021,dal_2021_3,dal_2021,10769,qb,dal,2021,3,1,84.0,25,26,9.8,2.9,0,1,3.4,80.8,21,0,8,0.0,32,0,14,9,22.1,68.2,76.3,37.4,1,0,35,0,50.0,143.3,12.5,4,2,0,0,3,1,2.9,238,9.2
teddybridgewater_den_2021_3,teddybridgewater,teddybridgewater_den_2021,den_2021_3,den_2021,8667,qb,den,2021,3,1,87.0,23,25,8.6,2.82,0,1,3.7,76.0,19,0,9,5.0,29,1,11,10,78.1,79.8,76.0,70.4,1,0,31,0,22.2,104.6,6.9,2,2,0,1,0,0,0.0,235,9.4
taylorheinicke_was_2021_3,taylorheinicke,taylorheinicke_was_2021,was_2021_3,was_2021,9896,qb,was,2021,3,1,70.8,24,24,7.3,3.84,0,0,0.0,58.3,14,0,11,17.6,31,3,9,32,78.6,39.8,41.1,56.4,0,2,34,1,9.1,80.6,3.2,1,6,0,0,2,3,8.8,212,8.8
jameiswinston_no_2021_3,jameiswinston,jameiswinston_no_2021,no_2021_3,no_2021,9434,qb,no,2021,3,1,68.4,19,21,11.3,3.68,0,0,0.0,61.9,13,0,11,0.0,26,0,9,20,77.4,51.1,50.6,57.3,1,0,26,0,27.3,110.8,11.5,3,2,0,1,2,1,3.8,128,6.1
justinfields_chi_2021_3,justinfields,justinfields_chi_2021,chi_2021_3,chi_2021,82118,qb,chi,2021,3,1,33.3,18,20,6.2,2.84,0,0,0.0,30.0,6,0,16,0.0,30,0,2,6,78.4,46.8,49.3,51.2,1,0,33,0,56.3,41.3,30.0,9,1,0,1,0,0,0.0,68,3.4
joeburrow_cin_2021_3,joeburrow,joeburrow_cin_2021,cin_2021_3,cin_2021,28022,qb,cin,2021,3,1,83.3,18,18,8.8,2.42,0,2,10.0,77.8,14,0,3,6.7,19,1,7,7,76.9,90.3,89.6,66.3,0,1,22,0,0.0,122.9,0.0,0,1,0,0,3,1,4.5,172,9.6
mitchelltrubisky_buf_2021_3,mitchelltrubisky,mitchelltrubisky_buf_2021,buf_2021_3,buf_2021,11757,qb,buf,2021,3,1,100.0,1,1,0.0,3.1,0,0,0.0,100.0,1,0,1,0.0,2,0,1,4,69.1,73.7,60.0,69.5,0,0,2,0,0.0,79.2,0.0,0,1,0,0,0,0,0.0,1,1.0
ryantannehill_ten_2021_4,ryantannehill,ryantannehill_ten_2021,ten_2021_4,ten_2021,7014,qb,ten,2021,4,1,68.1,47,49,9.1,2.45,0,3,5.5,61.2,30,0,22,6.3,57,2,17,31,42.0,76.8,77.7,49.1,2,0,63,1,31.8,85.2,12.3,7,1,0,0,1,1,1.6,298,6.1
jalenhurts_phi_2021_4,jalenhurts,jalenhurts_phi_2021,phi_2021_4,phi_2021,40291,qb,phi,2021,4,1,76.2,42,48,8.7,2.92,1,3,5.9,66.7,32,0,27,0.0,57,0,20,24,41.4,66.2,66.6,63.1,1,0,61,1,11.1,105.1,5.3,3,4,0,4,2,2,3.3,387,8.1
tombrady_tb_2021_4,tombrady,tombrady_tb_2021,tb_2021_4,tb_2021,698,qb,tb,2021,4,1,67.5,40,43,11.4,2.61,1,5,10.9,51.2,22,0,10,18.5,45,5,13,30,80.7,83.5,80.8,66.5,0,0,48,0,10.0,70.8,2.2,1,1,0,2,0,0,0.0,269,6.3
mattryan_atl_2021_4,mattryan,mattryan_atl_2021,atl_2021_4,atl_2021,4317,qb,atl,2021,4,1,69.2,39,42,11.5,2.33,1,3,6.5,59.5,25,0,10,7.4,44,2,16,2,80.3,92.0,89.8,71.4,0,0,49,0,10.0,111.5,2.3,1,1,1,1,4,0,0.0,283,6.7
matthewstafford_lar_2021_4,matthewstafford,matthewstafford_lar_2021,lar_2021_4,lar_2021,4924,qb,lar,2021,4,1,70.7,41,41,8.7,2.56,0,1,2.2,63.4,26,0,11,10.3,43,3,14,26,80.7,68.9,64.7,79.1,0,1,47,1,0.0,89.5,0.0,0,2,0,0,2,1,2.1,280,6.8
macjones_ne_2021_4,macjones,macjones_ne_2021,ne_2021_4,ne_2021,60323,qb,ne,2021,4,1,84.2,38,40,5.5,2.3,1,0,0.0,77.5,31,0,17,3.1,45,1,15,19,80.3,65.4,64.6,60.0,0,1,48,0,23.5,101.6,8.9,4,0,0,1,2,1,2.1,275,6.9
danieljones_nyg_2021_4,danieljones,danieljones_nyg_2021,nyg_2021_4,nyg_2021,39395,qb,nyg,2021,4,1,85.7,35,40,9.5,2.75,1,2,4.7,70.0,28,0,10,6.7,43,2,18,21,80.2,84.6,84.1,61.6,1,1,47,0,0.0,108.5,0.0,0,3,0,3,2,1,2.1,402,10.1
benroethlisberger_pit_2021_4,benroethlisberger,benroethlisberger_pit_2021,pit_2021_4,pit_2021,1732,qb,pit,2021,4,1,68.4,38,40,7.0,2.05,1,2,4.9,65.0,26,0,6,0.0,42,0,11,25,29.1,52.3,52.2,61.09127155172414,0,1,43,0,33.3,78.3,4.8,2,0,0,1,1,2,4.7,232,5.8
samdarnold_car_2021_4,samdarnold,samdarnold_car_2021,car_2021_4,car_2021,29048,qb,car,2021,4,1,68.4,38,39,8.5,2.91,0,1,2.4,66.7,26,0,16,0.0,46,0,14,5,80.8,54.0,53.4,64.9,1,2,48,1,31.3,85.5,10.9,5,2,0,0,2,2,4.2,301,7.7
justinherbert_lac_2021_4,justinherbert,justinherbert_lac_2021,lac_2021_4,lac_2021,28237,qb,lac,2021,4,1,84.4,32,38,8.3,2.34,2,2,5.3,65.8,25,0,14,7.4,41,2,13,27,79.6,83.0,82.6,57.9,2,0,41,0,14.3,107.6,4.9,2,1,0,2,3,0,0.0,222,5.8
kirkcousins_min_2021_4,kirkcousins,kirkcousins_min_2021,min_2021_4,min_2021,7102,qb,min,2021,4,1,76.7,30,38,9.1,2.51,2,2,4.8,52.6,20,0,22,13.0,41,3,10,18,79.9,64.0,65.7,57.8,4,1,45,1,9.1,66.0,4.9,2,1,0,2,1,2,4.4,203,5.3
jaredgoff_det_2021_4,jaredgoff,jaredgoff_det_2021,det_2021_4,det_2021,10635,qb,det,2021,4,1,66.7,36,38,9.4,2.89,1,0,0.0,63.2,24,1,17,0.0,44,0,15,11,29.6,62.7,66.7,39.4,0,0,48,1,23.5,105.0,9.1,4,2,0,1,2,1,2.1,299,7.9
lamarjackson_bal_2021_4,lamarjackson,lamarjackson_bal_2021,bal_2021_4,bal_2021,46416,qb,bal,2021,4,1,75.0,32,37,12.1,2.88,2,1,2.6,59.5,22,0,15,8.3,42,2,15,3,80.4,81.6,81.5,61.9,1,0,43,1,20.0,96.2,7.1,3,2,0,2,1,0,0.0,316,8.5
aaronrodgers_gb_2021_4,aaronrodgers,aaronrodgers_gb_2021,gb_2021_4,gb_2021,2241,qb,gb,2021,4,1,60.6,33,36,9.9,2.52,1,1,2.8,55.6,20,0,10,0.0,40,0,14,12,79.5,64.8,62.0,67.2,0,0,40,0,30.0,95.6,7.5,3,1,0,2,2,1,2.5,248,6.9
zachwilson_nyj_2021_4,zachwilson,zachwilson_nyj_2021,nyj_2021_4,nyj_2021,82096,qb,nyj,2021,4,1,72.7,33,34,10.2,3.25,0,4,11.4,61.8,21,0,11,12.5,37,3,11,22,78.8,71.3,71.9,54.6,0,1,38,0,18.2,97.3,5.4,2,1,0,1,2,3,7.9,297,8.7
derekcarr_lv_2021_4,derekcarr,derekcarr_lv_2021,lv_2021_4,lv_2021,8671,qb,lv,2021,4,1,80.0,30,34,9.9,3.04,1,3,8.6,61.8,21,0,18,12.5,40,3,8,23,79.3,64.5,63.9,60.0,0,1,41,0,22.2,84.9,10.0,4,2,0,3,2,1,2.4,196,5.8
bakermayfield_cle_2021_4,bakermayfield,bakermayfield_cle_2021,cle_2021_4,cle_2021,46518,qb,cle,2021,4,1,58.6,29,33,11.5,2.89,2,0,0.0,45.5,15,0,15,11.8,37,2,9,8,79.4,48.1,47.5,65.1,0,0,41,1,20.0,59.5,8.1,3,1,0,2,0,0,0.0,155,4.7
taylorheinicke_was_2021_4,taylorheinicke,taylorheinicke_was_2021,was_2021_4,was_2021,9896,qb,was,2021,4,1,72.7,33,33,9.4,3.01,0,2,5.6,69.7,23,0,10,4.2,38,1,18,32,79.5,66.9,63.2,70.0,0,0,42,0,10.0,127.1,2.6,1,4,0,0,3,3,7.1,290,8.8
kylermurray_ari_2021_4,kylermurray,kylermurray_ari_2021,ari_2021_4,ari_2021,38334,qb,ari,2021,4,1,82.8,29,32,6.7,2.98,0,3,9.1,75.0,24,0,11,0.0,39,0,13,1,79.6,82.6,83.6,60.1,0,0,41,0,27.3,120.3,7.7,3,4,0,3,2,0,0.0,268,8.4
carsonwentz_ind_2021_4,carsonwentz,carsonwentz_ind_2021,ind_2021_4,ind_2021,10636,qb,ind,2021,4,1,78.1,32,32,9.2,2.9,0,2,6.1,75.0,24,0,16,4.0,34,1,9,14,79.5,76.2,72.8,69.7,0,0,36,0,12.5,115.1,5.9,2,0,0,0,2,0,0.0,228,7.1
joeburrow_cin_2021_4,joeburrow,joeburrow_cin_2021,cin_2021_4,cin_2021,28022,qb,cin,2021,4,1,80.6,31,32,7.9,2.61,1,3,9.1,78.1,25,0,7,0.0,33,0,16,7,78.9,87.7,89.1,52.3,0,0,35,1,14.3,132.8,3.0,1,0,0,0,2,0,0.0,348,10.9
patrickmahomes_kc_2021_4,patrickmahomes,patrickmahomes_kc_2021,kc_2021_4,kc_2021,11765,qb,kc,2021,4,1,86.2,29,30,7.4,2.49,0,2,6.3,80.0,24,0,9,4.0,36,1,18,16,79.1,82.7,81.2,70.7,0,1,39,1,11.1,131.0,2.8,1,4,0,1,5,1,2.6,278,9.3
jacobybrissett_mia_2021_4,jacobybrissett,jacobybrissett_mia_2021,mia_2021_4,mia_2021,10725,qb,mia,2021,4,1,76.7,30,30,8.0,3.2,0,1,3.0,66.7,20,0,14,13.0,35,3,12,17,21.1,55.0,52.5,67.2,0,0,38,0,21.4,107.5,8.6,3,2,0,0,2,5,13.2,199,6.6
joshallen_buf_2021_4,joshallen,joshallen_buf_2021,buf_2021_4,buf_2021,46601,qb,buf,2021,4,1,69.0,29,30,9.6,2.72,0,3,10.0,66.7,20,0,8,0.0,33,0,12,4,78.6,72.6,64.7,82.6,0,1,33,0,12.5,100.4,3.0,1,2,0,1,2,3,9.1,248,8.3
trevorlawrence_jax_2021_4,trevorlawrence,trevorlawrence_jax_2021,jax_2021_4,jax_2021,77632,qb,jax,2021,4,1,81.0,21,24,7.9,3.32,0,2,8.3,70.8,17,0,12,0.0,28,0,9,15,78.7,80.2,72.7,77.9,0,0,29,0,8.3,96.5,3.6,1,2,0,3,0,0,0.0,204,8.5
jimmygaroppolo_sf_2021_4,jimmygaroppolo,jimmygaroppolo_sf_2021,sf_2021_4,sf_2021,8697,qb,sf,2021,4,1,63.6,22,23,10.5,2.58,0,0,0.0,60.9,14,0,5,0.0,24,0,9,28,76.1,56.2,56.0,61.09127155172414,0,1,24,0,20.0,79.1,4.2,1,0,0,1,1,2,8.3,165,7.2
jameiswinston_no_2021_4,jameiswinston,jameiswinston_no_2021,no_2021_4,no_2021,9434,qb,no,2021,4,1,85.0,20,23,7.5,2.63,1,4,16.7,73.9,17,0,5,0.0,24,0,11,20,76.3,91.6,91.0,61.09127155172414,1,0,25,1,0.0,119.1,0.0,0,0,0,1,1,0,0.0,226,9.8
russellwilson_sea_2021_4,russellwilson,russellwilson_sea_2021,sea_2021_4,sea_2021,7077,qb,sea,2021,4,1,77.3,22,23,5.8,2.71,0,3,12.0,69.6,16,0,8,5.9,28,1,8,29,77.7,82.5,78.4,78.3,0,0,30,1,37.5,116.0,10.7,3,2,0,1,2,0,0.0,149,6.5
dakprescott_dal_2021_4,dakprescott,dakprescott_dal_2021,dal_2021_4,dal_2021,10769,qb,dal,2021,4,1,73.7,19,22,8.2,2.35,2,1,3.8,63.6,14,0,7,0.0,25,0,11,9,77.7,71.0,65.7,73.9,0,0,29,0,0.0,130.3,0.0,0,2,0,1,4,0,0.0,188,8.5
davismills_hou_2021_4,davismills,davismills_hou_2021,hou_2021_4,hou_2021,52269,qb,hou,2021,4,1,63.2,19,21,8.9,2.64,1,0,0.0,52.4,11,0,6,8.3,25,1,4,13,24.1,32.2,33.6,52.2,0,4,30,0,50.0,23.4,12.0,3,1,0,1,0,3,10.0,87,4.1
drewlock_den_2021_4,drewlock,drewlock_den_2021,den_2021_4,den_2021,39517,qb,den,2021,4,1,57.1,21,21,9.6,2.6,0,1,4.5,57.1,12,0,12,0.0,24,0,4,10,76.3,50.8,51.1,61.09127155172414,0,1,25,0,25.0,52.3,12.5,3,0,0,0,0,1,4.0,113,5.4
treylance_sf_2021_4,treylance,treylance_sf_2021,sf_2021_4,sf_2021,91399,qb,sf,2021,4,1,56.3,16,18,8.9,3.57,1,0,0.0,50.0,9,0,10,0.0,24,0,8,28,77.7,52.1,49.4,60.6,0,0,26,0,10.0,117.1,4.2,1,5,0,1,2,1,3.8,157,8.7
justinfields_chi_2021_4,justinfields,justinfields_chi_2021,chi_2021_4,chi_2021,82118,qb,chi,2021,4,1,68.8,16,17,13.4,3.12,0,4,22.2,64.7,11,0,6,0.0,19,0,6,6,24.0,75.5,72.8,65.3,1,1,20,0,16.7,82.7,5.3,1,1,0,0,0,1,5.0,209,12.3
teddybridgewater_den_2021_4,teddybridgewater,teddybridgewater_den_2021,den_2021_4,den_2021,8667,qb,den,2021,4,1,60.0,15,16,9.7,2.4,1,0,0.0,43.8,7,0,9,22.2,19,2,5,10,74.8,45.4,46.3,58.3,0,0,19,0,22.2,76.3,10.5,2,1,0,0,1,0,0.0,65,4.1
taysomhill_no_2021_4,taysomhill,taysomhill_no_2021,no_2021_4,no_2021,12112,qb,no,2021,4,1,66.7,3,3,15.3,2.93,0,0,0.0,66.7,2,0,2,0.0,3,0,1,20,73.5,82.4,38.8,90.2,0,1,3,0,0.0,30.6,0.0,0,0,0,0,0,1,33.3,9,3.0
mitchelltrubisky_buf_2021_4,mitchelltrubisky,mitchelltrubisky_buf_2021,buf_2021_4,buf_2021,11757,qb,buf,2021,4,1,100.0,1,1,1.0,3.5,0,0,0.0,100.0,1,0,0,0.0,2,0,1,4,69.1,77.4,60.1,72.3,0,0,2,0,17.889788997739263,100.0,0.0,0,1,0,0,0,0,0.0,8,8.0
patrickmahomes_kc_2021_5,patrickmahomes,patrickmahomes_kc_2021,kc_2021_5,kc_2021,11765,qb,kc,2021,5,1,73.5,49,54,6.6,3.0,0,1,1.6,61.1,33,0,16,8.3,63,3,21,16,43.8,65.1,62.9,66.4,1,2,70,0,12.5,70.9,3.2,2,7,0,4,2,0,0.0,272,5.0
mattryan_atl_2021_5,mattryan,mattryan_atl_2021,atl_2021_5,atl_2021,4317,qb,atl,2021,5,1,81.4,43,45,8.0,2.46,2,3,6.3,73.3,33,0,16,5.7,45,2,19,2,80.3,90.2,88.7,60.0,0,0,48,0,0.0,109.7,0.0,0,0,0,0,2,0,0.0,342,7.6
lamarjackson_bal_2021_5,lamarjackson,lamarjackson_bal_2021,bal_2021_5,bal_2021,46416,qb,bal,2021,5,1,90.5,42,43,7.2,3.13,0,4,8.9,86.0,37,0,13,2.6,52,1,26,3,32.0,82.0,90.7,45.7,1,0,54,0,15.4,140.5,3.8,2,7,0,0,4,0,0.0,442,10.3
justinherbert_lac_2021_5,justinherbert,justinherbert_lac_2021,lac_2021_5,lac_2021,28237,qb,lac,2021,5,1,68.3,41,43,9.3,2.53,1,2,4.2,60.5,26,0,12,7.1,48,2,17,27,80.9,83.0,76.3,85.5,0,0,53,0,16.7,122.0,4.2,2,3,0,1,4,0,0.0,398,9.3
tombrady_tb_2021_5,tombrady,tombrady_tb_2021,tb_2021_5,tb_2021,698,qb,tb,2021,5,1,83.8,37,41,10.6,2.31,0,1,2.4,73.2,30,0,9,3.2,44,1,25,30,79.8,86.5,82.6,65.9,0,0,45,0,22.2,144.4,4.5,2,1,1,3,5,0,0.0,411,10.0
taylorheinicke_was_2021_5,taylorheinicke,taylorheinicke_was_2021,was_2021_5,was_2021,9896,qb,was,2021,5,1,54.1,37,41,10.8,3.14,2,2,4.3,48.8,20,0,16,0.0,48,0,13,32,32.8,49.3,45.0,73.3,1,2,53,0,12.5,47.6,4.2,2,5,0,1,0,4,7.5,248,6.0
jacobybrissett_mia_2021_5,jacobybrissett,jacobybrissett_mia_2021,mia_2021_5,mia_2021,10725,qb,mia,2021,5,1,78.4,37,39,5.7,2.63,0,2,4.8,69.2,27,0,14,6.9,44,2,13,17,79.9,75.0,73.6,61.09127155172414,0,1,47,1,21.4,95.6,6.8,3,0,0,2,2,0,0.0,275,7.1
aaronrodgers_gb_2021_5,aaronrodgers,aaronrodgers_gb_2021,gb_2021_5,gb_2021,2241,qb,gb,2021,5,1,77.1,35,39,9.4,2.9,0,1,2.6,69.2,27,0,13,0.0,41,0,16,12,79.2,76.1,74.6,61.09127155172414,0,1,41,0,15.4,102.9,4.9,2,0,1,3,2,1,2.4,344,8.8
teddybridgewater_den_2021_5,teddybridgewater,teddybridgewater_den_2021,den_2021_5,den_2021,8667,qb,den,2021,5,1,72.7,33,38,10.3,2.72,2,1,2.6,63.2,24,0,13,0.0,41,0,14,10,79.5,73.6,72.1,65.9,0,1,43,1,15.4,92.9,4.9,2,1,0,3,2,2,4.7,288,7.6
