player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception,week,year
Verone McKinley III,83068,S,MIA,1,0,5.0,100.0,100.0,14.0,14.0,0,0,0,0.0,17,63.4,64.8,71.7,,60.0,77.3,0,7.0,0.0,0,0,0,95.8,1,15,15,0,1,1,0,7,2,0.5,7.0,7,2022
Rachad Wildgoose,83111,CB,WAS,1,2,2.1,53.8,100.0,3.7,2.0,0,0,1,7.7,32,43.9,45.6,75.1,,61.3,24.1,0,21.0,50.0,2,1,1,65.2,7,31,31,0,0,13,0,57,49,2.2,8.1,7,2022
Patrick Surtain II,83119,CB,DEN,1,0,11.0,50.0,97.1,31.0,15.5,0,0,0,0.0,10,65.7,70.5,77.4,58.7,81.0,37.4,0,12.0,50.0,1,0,0,68.8,1,33,34,0,1,2,0,12,15,0.4,12.0,7,2022
Roger McCreary,83176,CB,TEN,1,0,10.0,75.0,100.0,16.0,12.0,0,0,1,25.0,31,72.4,72.3,78.1,,62.9,80.7,0,11.0,0.0,0,1,0,93.8,3,48,48,0,5,4,0,28,1,0.6,9.3,7,2022
Tyson Campbell,83217,CB,JAX,1,0,4.0,66.7,100.0,18.5,12.3,0,0,0,0.0,15,49.4,55.5,78.8,,76.0,54.1,0,17.0,33.3,1,0,1,100.7,2,43,43,0,2,3,0,31,25,0.8,15.5,7,2022
Kerby Joseph,83239,S,DET,1,0,23.8,0.0,96.8,,6.8,0,0,1,25.0,11,75.2,67.0,79.9,60.0,38.3,29.6,0,,0.0,0,1,0,39.6,0,30,31,0,4,4,0,0,0,0.0,,7,2022
Cam Taylor-Britt,83326,CB,CIN,1,0,,,100.0,,,1,0,0,,7,41.2,37.6,74.8,,41.2,76.6,0,,0.0,0,0,1,0.0,0,12,12,0,2,0,0,0,0,0.0,,7,2022
Greg Newsome II,83341,CB,CLV,1,0,1.0,100.0,100.0,21.0,21.0,0,0,0,0.0,8,67.6,68.7,76.4,,67.0,71.4,0,1.0,0.0,0,0,0,79.2,1,22,22,1,1,1,0,1,0,0.0,1.0,7,2022
Israel Mukuamu,83377,S,DAL,1,0,,,100.0,,,0,0,0,,9,61.1,62.7,67.8,,60.1,,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,,7,2022
Bryce Thompson,83392,S,NO,1,0,,,100.0,,,0,0,0,,20,65.3,65.8,70.4,,60.0,,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,,7,2022
Kyler Gordon,83451,CB,CHI,1,0,4.5,75.0,94.4,10.0,7.5,0,0,0,0.0,6,54.6,53.0,75.8,52.7,54.9,23.1,1,13.0,100.0,1,0,0,43.8,3,34,36,0,0,4,0,18,6,0.6,6.0,7,2022
Alontae Taylor,83469,CB,NO,1,0,21.4,20.0,100.0,32.0,6.4,0,0,1,20.0,20,46.6,49.8,78.7,,63.7,36.7,0,17.0,33.3,1,0,0,41.3,1,36,36,0,2,5,0,17,2,0.5,17.0,7,2022
Jevon Holland,83873,S,MIA,1,0,10.5,50.0,100.0,49.0,24.5,0,0,0,0.0,17,85.0,90.6,79.1,,71.9,81.0,1,8.0,0.0,0,0,0,20.8,1,53,53,0,1,2,0,8,1,0.2,8.0,7,2022
Talanoa Hufanga,83903,S,SF,1,1,0.0,0.0,97.3,,33.0,0,0,0,0.0,28,70.6,71.4,73.7,60.0,60.0,29.3,1,,33.3,1,0,0,0.0,0,36,37,0,1,1,0,0,0,0.0,,7,2022
Kyle Dugger,90621,S,NE,1,0,17.0,100.0,100.0,12.0,12.0,0,0,0,0.0,19,54.4,41.4,71.6,,37.5,22.3,0,19.0,,0,0,0,118.8,1,13,13,0,0,1,0,19,2,1.6,19.0,7,2022
E.J. Speed,94351,LB,IND,1,0,,,100.0,,,0,0,0,,14,63.3,65.2,71.3,,62.5,77.5,0,,,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0.0,,7,2022
Daxton Hill,97519,S,CIN,1,0,,,100.0,,,0,0,0,,7,60.6,60.9,65.6,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,,7,2022
Martin Emerson,97872,CB,CLV,1,0,13.3,66.7,90.9,9.5,6.3,0,0,0,0.0,8,57.1,60.2,76.5,72.4,57.9,44.5,0,31.0,0.0,0,0,0,106.3,2,20,22,2,2,3,0,35,1,1.8,17.5,7,2022
Derek Stingley Jr.,98253,CB,HST,1,0,10.7,100.0,100.0,9.3,9.3,0,0,0,0.0,13,52.9,56.8,77.8,,69.5,79.1,0,16.0,0.0,0,0,0,118.8,3,29,29,1,3,3,0,38,6,1.4,12.7,7,2022
George Karlaftis,98319,ED,KC,1,0,0.0,100.0,7.9,3.0,3.0,0,0,0,0.0,16,37.0,31.2,80.0,56.1,32.4,23.6,0,11.0,100.0,1,0,0,112.5,1,3,38,0,0,1,0,11,11,3.7,11.0,7,2022
Kayvon Thibodeaux,98444,ED,NYG,1,0,,,14.6,,,0,0,0,,21,65.1,54.8,79.2,62.3,42.1,73.6,0,,,0,0,0,0.0,0,6,41,0,0,0,0,0,0,0.0,,7,2022
Brandin Echols,98900,CB,NYJ,1,0,13.3,66.7,100.0,3.5,2.3,0,0,0,0.0,22,53.1,53.4,72.8,,,74.8,0,16.0,0.0,0,0,0,89.6,2,7,7,0,2,3,0,23,2,3.3,11.5,7,2022
Travon Walker,98940,ED,JAX,1,0,,,15.4,,,0,0,0,,15,63.0,61.0,11.7,54.0,74.4,75.2,0,,,0,0,1,0.0,0,6,39,1,0,0,0,0,0,0.0,,7,2022
Christian Harris,98996,LB,HST,1,0,7.3,100.0,95.8,7.3,7.3,0,0,0,0.0,13,28.8,27.2,74.0,58.5,39.3,21.5,0,17.0,100.0,2,0,0,118.8,3,23,24,0,0,3,0,42,20,1.9,14.0,7,2022
Sauce Gardner,100903,CB,NYJ,1,0,17.2,40.0,100.0,12.0,4.8,0,0,3,30.0,22,90.2,90.2,76.4,,77.9,71.0,0,8.0,16.7,1,3,0,47.9,4,50,50,2,5,10,0,16,8,0.3,4.0,7,2022
Damarion Williams,100904,CB,BLT,1,0,9.0,50.0,100.0,25.0,12.5,0,0,0,0.0,3,58.4,60.5,75.8,,66.3,30.1,0,7.0,50.0,1,0,0,58.3,1,27,27,1,1,2,0,7,7,0.3,7.0,7,2022
Dane Belton,101398,S,NYG,1,0,8.0,100.0,91.3,19.0,19.0,0,0,0,0.0,21,57.8,48.8,0.0,55.7,,71.6,0,12.0,0.0,0,0,1,116.7,1,21,23,0,1,1,0,12,4,0.6,12.0,7,2022
Leo Chenal,101463,LB,KC,1,0,,,83.3,,,0,0,0,,16,63.8,51.0,68.3,59.2,49.0,42.8,0,,,0,0,0,0.0,0,5,6,0,0,0,0,0,0,0.0,,7,2022
Jaquan Brisker,101665,S,CHI,1,1,12.2,20.0,100.0,32.0,6.4,1,0,1,20.0,6,82.9,90.2,76.3,,72.0,79.9,1,-1.0,0.0,0,0,1,0.0,1,36,36,0,2,5,0,-1,3,0.0,-1.0,7,2022
Kyle Hamilton,102684,S,BLT,1,1,-4.0,100.0,83.3,14.0,14.0,0,0,0,0.0,3,63.7,75.6,71.1,90.6,61.6,32.4,0,4.0,33.3,1,0,0,83.3,1,15,18,2,1,1,0,4,8,0.3,4.0,7,2022
Rodney Thomas II,108389,S,IND,1,0,,,100.0,,,0,0,0,,14,63.1,57.3,76.9,,50.1,23.7,0,,,0,0,0,0.0,0,17,17,0,0,0,0,0,0,0.0,,7,2022
Jaylen Watson,131960,CB,KC,1,3,14.0,75.0,97.9,14.0,10.5,0,0,0,0.0,16,57.8,59.1,78.6,60.0,64.5,81.1,0,22.0,0.0,0,0,0,156.3,3,46,47,0,3,4,1,54,8,1.3,18.0,7,2022
Joshua Williams,156083,CB,KC,1,1,10.6,60.0,100.0,15.0,9.0,0,0,2,40.0,16,74.0,62.9,78.2,,26.7,26.1,1,22.0,0.0,0,2,0,89.6,3,49,49,0,1,5,1,45,4,1.0,15.0,7,2022
Christian Matthew,156140,CB,ARZ,1,0,,,100.0,,,0,0,0,,1,61.0,61.3,65.5,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,,7,2022
Jason Pierre-Paul,5540,ED,BLT,1,0,,,4.9,,,1,0,0,,3,61.6,34.8,0.0,45.3,51.2,,0,,,0,0,1,0.0,0,2,41,0,0,0,0,0,0,0.0,,8,2022
Kareem Jackson,5545,S,DEN,1,0,26.0,100.0,100.0,35.0,35.0,0,0,0,0.0,10,56.7,56.8,82.4,,59.3,67.1,0,22.0,0.0,0,0,0,158.3,1,39,39,1,4,1,1,22,0,0.6,22.0,8,2022
Devin McCourty,5552,S,NE,1,2,29.3,33.3,100.0,43.0,14.3,0,0,0,0.0,19,61.9,64.2,76.0,,64.5,60.5,2,54.0,16.7,1,0,0,42.4,1,43,43,0,3,3,0,54,15,1.3,54.0,8,2022
Patrick Peterson,6157,CB,MIN,1,0,13.6,40.0,100.0,26.5,10.6,0,0,3,60.0,18,85.2,81.0,0.0,,64.1,49.8,0,38.0,20.0,1,3,2,110.0,2,61,61,3,4,5,1,42,37,0.8,21.0,8,2022
Justin Houston,6222,ED,BLT,1,0,,,4.3,,,0,0,0,,3,60.0,78.8,77.0,72.0,60.0,72.8,0,,,0,0,0,0.0,0,1,23,2,0,0,0,0,0,0.0,,8,2022
Chris Harris Jr.,6457,CB,NO,1,0,1.3,75.0,85.4,11.3,8.5,0,0,0,0.0,20,75.5,77.9,76.7,65.5,72.9,80.8,0,10.0,0.0,0,0,0,84.4,3,35,41,1,1,4,0,19,15,0.6,6.3,8,2022
Stephon Gilmore,7016,CB,IND,1,0,13.9,57.1,100.0,9.8,5.6,0,0,1,14.3,14,64.8,66.5,77.9,,69.5,78.9,0,33.0,0.0,0,0,0,88.4,4,39,39,2,4,7,0,65,6,1.7,16.3,8,2022
Bruce Irvin,7021,ED,SEA,1,0,,,14.3,,,0,0,0,,29,61.7,57.6,0.0,49.6,78.7,29.1,0,,100.0,2,0,1,0.0,0,4,28,0,0,0,0,0,0,0.0,,8,2022
Chandler Jones,7027,ED,LV,1,0,,,4.2,,,0,0,0,,23,60.0,53.0,77.4,60.1,48.0,69.9,0,,,0,0,0,0.0,0,1,24,0,0,0,0,0,0,0.0,,8,2022
Bobby Wagner,7050,LB,LA,1,0,6.4,100.0,72.4,4.2,4.2,0,0,1,20.0,26,39.2,43.3,74.6,62.7,55.2,79.9,0,23.0,0.0,0,1,0,118.8,5,21,29,0,3,5,0,65,33,3.1,13.0,8,2022
Lavonte David,7060,LB,TB,1,0,5.4,85.7,95.6,6.8,5.9,0,0,1,14.3,30,63.5,65.7,76.3,56.9,66.2,81.8,0,11.0,0.0,0,1,0,87.5,6,43,45,2,4,7,0,35,6,0.9,5.8,8,2022
Demario Davis,7079,LB,NO,1,0,,,88.6,,,0,0,0,,20,74.8,78.4,78.3,52.5,76.0,76.8,0,,0.0,0,0,0,0.0,0,39,44,1,2,0,0,0,0,0.0,,8,2022
Rodney McLeod,7271,S,IND,1,0,10.0,0.0,94.9,,18.5,0,0,0,0.0,14,70.7,78.8,73.9,68.7,75.7,79.4,0,,0.0,0,0,0,39.6,0,37,39,0,1,2,0,0,0,0.0,,8,2022
Tashaun Gipson Sr.,7288,S,SF,1,0,5.5,50.0,97.4,35.0,17.5,0,0,0,0.0,28,42.2,41.1,78.4,59.7,62.1,,0,13.0,,0,0,0,70.8,1,37,38,0,0,2,0,13,3,0.4,13.0,8,2022
Harrison Smith,7641,S,MIN,1,0,13.7,100.0,100.0,17.7,17.7,0,0,0,0.0,18,53.2,54.2,77.7,,66.2,60.2,1,33.0,16.7,1,0,0,118.8,3,61,61,0,5,3,1,44,8,0.8,14.7,8,2022
Justin Bethel,7654,CB,MIA,1,0,,,100.0,,,0,0,0,,17,46.2,48.1,72.6,,61.8,73.3,0,,,0,0,1,0.0,0,10,10,0,0,0,0,0,0,0.0,,8,2022
Darius Slay,7817,CB,PHI,1,0,5.5,75.0,100.0,17.0,12.8,0,1,0,0.0,24,73.1,68.9,77.6,,40.8,27.0,0,7.0,0.0,0,0,0,80.2,3,57,57,1,1,4,0,15,7,0.3,5.0,8,2022
Jon Bostic,7831,LB,WAS,1,0,,,100.0,,,0,0,0,,32,65.9,77.5,68.4,,68.6,76.0,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,,8,2022
Tyrann Mathieu,7850,S,NO,1,0,3.0,50.0,97.7,42.0,21.0,0,1,1,50.0,20,75.8,78.1,77.1,66.0,60.8,43.7,1,8.0,0.0,0,1,0,20.8,1,43,44,0,2,2,0,8,6,0.2,8.0,8,2022
Duron Harmon,7872,S,LV,1,1,,,96.6,,,0,0,0,,23,59.1,54.6,76.0,74.6,42.2,27.7,0,,50.0,1,0,0,0.0,0,28,29,0,0,0,0,0,0,0.0,,8,2022
A.J. Klein,7930,LB,BLT,1,0,-0.8,100.0,90.0,2.3,2.3,0,0,0,0.0,3,49.5,51.8,69.7,59.1,63.1,29.7,0,20.0,33.3,1,0,0,103.1,4,9,10,1,2,4,0,35,38,3.9,8.8,8,2022
Jordan Poyer,8000,S,BUF,1,2,-2.0,100.0,100.0,18.0,18.0,0,0,0,0.0,4,55.7,45.9,76.2,,41.0,29.4,0,3.0,33.3,1,0,0,79.2,1,21,21,0,0,1,0,3,5,0.2,3.0,8,2022
Chris Banjo,8419,S,ARZ,1,0,,,100.0,,,0,0,0,,1,60.0,60.0,63.1,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,,8,2022
Anthony Barr,8644,LB,DAL,1,0,-2.0,100.0,100.0,10.0,10.0,0,0,0,0.0,9,65.6,48.9,73.1,,39.8,78.4,0,9.0,0.0,0,0,0,104.2,1,11,11,0,1,1,0,9,11,0.9,9.0,8,2022
C.J. Mosley,8652,LB,NYJ,1,1,4.1,87.5,91.1,5.7,5.0,0,0,1,12.5,22,61.9,53.9,0.0,52.7,56.6,68.0,0,22.0,12.5,1,1,1,103.1,7,41,45,2,6,8,0,70,46,1.8,10.0,8,2022
Jimmie Ward,8665,S,SF,1,1,5.8,100.0,97.3,8.5,8.5,0,0,0,0.0,28,67.2,70.1,75.4,60.0,73.8,82.6,0,23.0,0.0,0,0,0,108.3,4,36,37,0,3,4,0,40,17,1.2,10.0,8,2022
Lamarcus Joyner,8676,S,NYJ,1,1,3.0,100.0,100.0,22.0,22.0,0,0,0,0.0,22,58.8,56.1,79.4,,52.1,27.9,0,7.0,0.0,0,0,0,131.3,2,45,45,0,0,2,1,12,6,0.3,6.0,8,2022
Christian Kirksey,8706,LB,HST,1,0,,,91.7,,,0,0,0,,13,69.6,51.1,75.7,60.0,45.9,38.7,0,,0.0,0,0,0,0.0,0,11,12,0,2,0,0,0,0,0.0,,8,2022
Devon Kennard,8809,ED,BLT,1,0,6.0,100.0,14.3,2.0,2.0,0,0,0,0.0,3,45.2,55.4,75.2,58.1,66.1,74.2,0,9.0,0.0,0,0,0,104.2,1,2,14,0,2,1,0,9,3,4.5,9.0,8,2022
Terrance Mitchell,8888,CB,TEN,1,0,16.6,40.0,100.0,12.5,5.0,0,0,0,0.0,31,42.8,44.3,75.4,,60.0,27.0,0,26.0,50.0,1,0,1,61.3,2,26,26,1,1,5,0,31,1,1.2,15.5,8,2022
Shaquil Barrett,9000,ED,TB,1,1,-8.0,100.0,18.5,5.0,5.0,0,0,0,0.0,30,64.8,45.4,76.9,46.2,49.4,26.7,0,-4.0,66.7,2,0,0,79.2,1,5,27,1,0,1,0,-4,4,-0.8,-4.0,8,2022
Adrian Phillips,9177,S,NE,1,0,9.5,50.0,97.0,32.0,16.0,0,0,1,50.0,19,64.4,72.2,73.9,58.4,78.5,27.4,0,16.0,100.0,2,1,0,77.1,1,32,33,0,0,2,0,16,7,0.5,16.0,8,2022
Daniel Sorensen,9253,S,NO,1,0,,,100.0,,,0,0,0,,20,60.0,60.0,62.6,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,,8,2022
Joe Thomas,9272,LB,CHI,1,0,,,100.0,,,0,0,0,,6,60.6,74.7,66.0,,69.7,71.7,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,,8,2022
K'Waun Williams,9332,CB,DEN,1,0,11.7,0.0,94.1,,9.7,0,0,1,33.3,10,90.8,78.5,0.0,54.5,45.2,29.2,1,,,0,1,1,0.0,0,32,34,0,0,3,0,0,0,0.0,,8,2022
Marcus Peters,9451,CB,BLT,1,0,5.2,80.0,100.0,11.8,9.4,0,1,0,0.0,3,60.7,61.6,77.3,,63.4,37.2,0,8.0,25.0,1,0,1,125.4,4,52,52,1,3,5,1,23,12,0.5,5.8,8,2022
Bud Dupree,9455,ED,TEN,1,0,,,3.3,,,0,0,0,,31,60.0,55.6,76.8,51.8,62.4,72.4,0,,,0,0,0,0.0,0,1,30,1,0,0,0,0,0,0.0,,8,2022
Shaq Thompson,9458,LB,CAR,1,0,2.5,100.0,96.8,5.0,5.0,0,0,0,0.0,5,29.6,57.0,77.7,59.3,87.2,84.3,0,33.0,0.0,0,0,0,158.3,6,30,31,0,3,6,1,94,79,3.1,15.7,8,2022
Landon Collins,9466,S,NYG,1,0,,,66.7,,,0,0,0,,21,62.2,61.0,67.7,57.9,60.0,,0,,,0,0,0,0.0,0,4,6,0,0,0,0,0,0,0.0,,8,2022
Preston Smith,9471,ED,GB,1,0,17.0,100.0,4.2,1.0,1.0,0,0,0,0.0,12,42.4,43.0,0.0,47.0,77.7,37.4,0,41.0,100.0,2,0,1,118.8,1,1,24,0,0,1,0,41,24,41.0,41.0,8,2022
Eric Kendricks,9478,LB,MIN,1,1,4.8,40.0,96.7,25.5,10.2,1,0,1,20.0,18,60.9,62.3,0.0,56.1,76.1,40.7,0,15.0,28.6,2,1,1,58.8,2,59,61,2,4,5,0,28,13,0.5,14.0,8,2022
Denzel Perryman,9481,LB,LV,1,0,1.8,75.0,95.7,7.3,5.5,0,0,0,0.0,23,39.7,55.1,73.5,59.1,74.1,33.1,0,36.0,33.3,1,0,0,153.1,3,22,23,1,2,4,1,47,44,2.1,15.7,8,2022
Markus Golden,9491,ED,ARZ,1,0,,,5.0,,,0,0,0,,1,61.5,66.6,79.1,62.4,64.0,74.7,0,,,0,0,0,0.0,0,2,40,0,0,0,0,0,0,0.0,,8,2022
Jordan Hicks,9517,LB,MIN,1,0,-1.0,100.0,98.2,11.8,11.8,0,0,0,0.0,18,74.4,76.4,75.6,59.1,71.8,80.0,0,6.0,0.0,0,0,0,83.3,4,54,55,2,4,4,0,16,20,0.3,4.0,8,2022
Danielle Hunter,9521,ED,MIN,1,0,,,1.9,,,0,0,0,,18,60.3,66.1,18.3,63.8,72.2,31.9,0,,0.0,0,0,1,0.0,0,1,54,0,1,0,0,0,0,0.0,,8,2022
Steven Nelson,9531,CB,HST,1,0,16.0,0.0,100.0,,7.0,0,0,0,0.0,13,89.5,83.5,79.6,,68.4,71.6,1,,,0,0,0,0.0,0,14,14,0,0,2,0,0,0,0.0,,8,2022
Za'Darius Smith,9555,ED,MIN,1,0,,,2.3,,,0,0,0,,18,61.6,81.6,80.4,75.9,63.9,77.3,0,,0.0,0,0,0,0.0,0,1,44,3,1,0,0,0,0,0.0,,8,2022
Kwon Alexander,9557,LB,NYJ,1,1,4.7,66.7,84.6,5.5,3.7,0,0,0,0.0,22,56.5,65.5,70.1,75.1,63.8,78.6,0,22.0,0.0,0,0,0,93.8,2,11,13,1,1,3,0,26,16,2.4,13.0,8,2022
Damien Wilson,9560,LB,CAR,1,0,,,100.0,,,0,0,0,,5,63.0,66.6,69.9,,63.6,77.0,0,,,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0.0,,8,2022
Adrian Amos,9575,S,GB,1,1,11.0,66.7,100.0,15.0,10.0,0,0,0,0.0,12,49.6,40.4,76.4,,39.4,29.6,0,9.0,0.0,0,0,0,111.1,2,34,34,0,2,3,1,10,1,0.3,5.0,8,2022
Bobby McCain,9578,S,WAS,1,0,1.8,80.0,100.0,7.0,5.6,0,0,1,20.0,32,65.8,59.3,75.6,,45.4,44.6,0,10.0,0.0,0,1,0,85.0,4,31,31,1,3,5,0,22,15,0.8,5.5,8,2022
David Mayo,9602,LB,WAS,1,0,,,100.0,,,0,0,1,,32,85.9,62.1,71.9,,36.9,74.9,0,,0.0,0,1,0,0.0,0,8,8,0,1,0,0,0,0,0.0,,8,2022
Quandre Diggs,9633,S,SEA,1,0,,,100.0,,,0,0,0,,29,64.0,64.5,79.6,,58.7,42.8,0,,0.0,0,0,0,0.0,0,40,40,0,1,0,0,0,0,0.0,,8,2022
Neville Hewitt,9836,LB,HST,1,0,,,100.0,,,0,0,0,,13,60.1,77.7,71.2,,73.7,71.4,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,,8,2022
Troy Hill,9881,CB,LA,1,1,28.0,50.0,100.0,18.0,9.0,0,0,0,0.0,26,41.7,42.9,73.7,,60.0,75.8,0,7.0,0.0,0,0,0,97.9,1,18,18,0,0,2,1,7,0,0.4,7.0,8,2022
Dean Marlowe,9966,S,ATL,1,1,25.2,20.0,100.0,38.0,7.6,0,0,0,0.0,2,31.9,30.1,0.0,,63.8,59.8,0,62.0,20.0,1,0,1,118.3,1,42,42,0,3,5,1,62,0,1.6,62.0,8,2022
Alex Singleton,9994,LB,DEN,1,0,,,80.0,,,0,0,0,,10,65.9,71.4,72.0,57.4,67.6,46.7,0,,,0,0,0,0.0,0,4,5,0,0,0,0,0,0,0.0,,8,2022
Erik Harris,10346,S,ATL,1,0,,,100.0,,,0,0,0,,2,60.0,60.4,69.0,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,,8,2022
Jalen Ramsey,10639,CB,LA,1,2,5.0,66.7,100.0,14.5,9.7,0,1,1,33.3,26,60.5,70.6,76.5,60.3,80.5,50.2,0,11.0,33.3,1,1,0,82.6,2,29,29,0,0,3,0,18,13,0.6,9.0,8,2022
Leonard Floyd,10643,ED,LA,1,1,2.0,100.0,36.0,9.0,9.0,0,0,0,0.0,26,64.3,85.2,78.0,72.2,83.0,78.8,0,9.0,0.0,0,0,0,104.2,1,9,25,2,1,1,0,9,7,1.0,9.0,8,2022
Keanu Neal,10651,S,TB,1,0,6.4,85.7,97.8,7.0,6.0,0,0,0,0.0,30,61.2,50.2,76.6,56.8,33.1,28.1,0,22.0,0.0,0,0,0,106.0,6,44,45,2,5,7,0,66,34,1.6,11.0,8,2022
Jaylon Smith,10668,LB,NYG,1,1,-2.0,100.0,87.5,28.0,28.0,0,0,0,0.0,21,54.3,62.9,75.9,51.4,73.9,78.4,0,3.0,0.0,0,0,0,79.2,1,28,32,0,0,1,0,3,5,0.1,3.0,8,2022
Myles Jack,10670,LB,PIT,1,0,8.6,80.0,68.6,5.8,4.6,0,0,0,0.0,25,28.8,26.9,73.4,48.5,30.3,56.7,0,43.0,33.3,1,0,0,118.8,4,24,35,0,2,5,0,78,46,3.4,19.5,8,2022
Xavien Howard,10672,CB,MIA,1,0,12.8,60.0,100.0,13.0,7.8,0,0,0,0.0,17,56.1,52.9,0.0,,63.4,75.1,0,27.0,0.0,0,0,1,87.1,3,42,42,1,2,5,0,42,14,1.1,14.0,8,2022
Jihad Ward,10678,ED,NYG,1,0,0.0,100.0,16.7,6.0,6.0,0,0,0,0.0,21,39.0,29.6,0.0,56.0,41.3,69.9,0,16.0,,0,0,1,118.8,1,6,36,0,0,1,0,16,16,2.7,16.0,8,2022
Deion Jones,10686,LB,CLV,1,0,11.3,100.0,94.1,10.0,10.0,0,0,0,0.0,8,58.0,60.4,74.5,73.4,56.3,79.8,0,26.0,0.0,0,0,0,118.8,3,32,34,2,3,3,0,50,16,1.7,16.7,8,2022
Vonn Bell,10695,S,CIN,1,0,23.0,75.0,88.0,7.3,5.5,0,0,0,0.0,7,51.8,54.2,74.4,86.0,51.3,44.6,1,53.0,0.0,0,0,0,77.1,3,22,25,1,3,4,0,76,11,3.5,25.3,8,2022
James Bradberry,10696,CB,PHI,1,0,15.8,33.3,100.0,17.0,5.7,0,0,5,55.6,24,65.9,62.7,79.5,,41.2,29.6,0,8.0,0.0,0,1,2,79.4,3,57,57,0,1,9,1,14,0,0.3,4.7,8,2022
Kevin Byard,10698,S,TEN,1,1,41.0,100.0,97.3,34.0,34.0,0,1,0,0.0,31,52.7,51.0,74.3,60.0,59.1,48.0,0,44.0,0.0,0,0,0,118.8,1,36,37,0,2,1,0,44,3,1.3,44.0,8,2022
Carl Nassib,10699,ED,TB,1,0,,,27.3,,,0,0,0,,30,62.3,39.7,76.1,53.1,38.5,28.1,0,,,0,0,0,0.0,0,3,11,0,0,0,0,0,0,0.0,,8,2022
Kendall Fuller,10718,CB,WAS,1,0,11.5,75.0,100.0,9.3,7.0,0,0,0,0.0,32,67.2,62.7,77.9,,45.8,53.2,0,9.0,25.0,1,0,0,87.5,3,31,31,0,3,4,0,22,2,0.8,7.3,8,2022
Justin Simmons,10732,S,DEN,1,1,7.5,100.0,100.0,17.5,17.5,0,0,0,0.0,10,78.3,78.3,0.0,,68.8,63.0,1,25.0,0.0,0,0,2,79.2,2,39,39,2,3,2,0,31,16,0.9,15.5,8,2022
Eric Murray,10740,S,HST,1,0,,,100.0,,,0,0,0,,13,62.1,70.7,73.5,,71.2,81.8,0,,,0,0,0,0.0,0,9,9,0,0,0,0,0,0,0.0,,8,2022
De'Vondre Campbell,10749,LB,GB,1,0,1.7,100.0,100.0,3.7,3.7,0,0,0,0.0,12,43.1,29.8,73.5,,37.1,33.0,0,16.0,0.0,0,0,0,111.1,3,11,11,0,2,3,0,32,27,2.9,10.7,8,2022
Juston Burris,10752,S,CAR,1,0,11.0,100.0,100.0,12.0,12.0,0,0,0,0.0,5,59.3,60.6,73.2,,61.4,79.4,0,12.0,0.0,0,0,0,116.7,1,12,12,0,3,1,0,12,1,1.0,12.0,8,2022
Andrew Billings,10756,DI,LV,1,0,,,5.6,,,0,0,0,,23,60.0,67.9,77.2,65.2,64.2,69.0,0,,,0,0,0,0.0,0,1,18,0,0,0,0,0,0,0.0,,8,2022
Blake Martinez,10765,LB,LV,1,1,3.0,100.0,100.0,5.0,5.0,0,0,0,0.0,23,48.6,64.3,71.2,,72.5,80.5,0,8.0,0.0,0,0,0,100.0,1,5,5,0,0,1,0,8,5,1.6,8.0,8,2022
Matthew Judon,10780,ED,NE,1,0,5.0,100.0,13.9,5.0,5.0,0,0,0,0.0,19,45.7,60.5,78.5,65.2,60.1,28.8,0,10.0,100.0,1,0,0,108.3,1,5,36,0,0,1,0,10,5,2.0,10.0,8,2022
DeAndre Houston-Carson,10819,S,CHI,1,0,,,100.0,,,0,0,0,,6,60.0,62.6,65.0,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,,8,2022
Anthony Brown,10823,CB,DAL,1,0,27.0,50.0,100.0,13.5,6.8,0,0,0,0.0,9,47.3,53.9,77.4,,70.7,73.3,0,10.0,,0,0,1,95.8,2,33,33,0,0,4,1,12,0,0.4,6.0,8,2022
Elandon Roberts,10848,LB,MIA,1,1,3.0,100.0,95.0,6.3,6.3,0,0,0,0.0,17,63.7,39.6,0.0,59.1,38.5,82.2,0,14.0,0.0,0,0,1,102.8,3,19,20,1,4,3,0,26,17,1.4,8.7,8,2022
