player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr,week,year
Logan Thomas,8755,TE,WAS,1,5,0,32,0,,0,,,0,0,,0,0,0,,50.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,12.7,0,66.7,,0,0,0.0,0,2,0,74.6,67.2,0,27,9.1,2,22,2,72.7,16,109.7,3,60.0,0,41,18,9.0,20.5,2.56,1,2022
Chase Claypool,42312,WR,PIT,1,5,0,25,0,,0,,,0,0,,0,0,0,,49.8,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,6.8,0,80.0,100.0,2,2,0.0,0,1,0,73.4,56.8,0,6,0.0,0,39,4,94.9,37,81.7,5,100.0,0,18,4,1.0,4.5,0.49,1,2022
Treylon Burks,99218,WR,TEN,1,5,0,31,0,,0,,,0,0,,0,0,0,,54.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,9.0,0,100.0,,0,0,0.0,0,1,0,68.3,67.5,0,20,0.0,0,2,1,100.0,2,118.8,1,20.0,0,20,11,11.0,20.0,10.0,1,2022
Julio Jones,6158,WR,TB,1,5,0,30,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,93.4,0,8,0.0,0,2,1,100.0,2,100.0,1,20.0,0,8,11,11.0,8.0,4.0,23.5,0,50.0,,0,0,0.0,0,1,0,73.4,79.2,0,13,0.0,0,8,1,100.0,8,70.8,2,40.0,0,13,4,4.0,13.0,1.63,1,2022
Juwan Johnson,28305,TE,NO,1,5,0,20,0,,0,,,0,0,,0,0,0,,49.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,11.5,0,50.0,,0,0,0.0,0,1,0,70.5,58.5,0,26,0.0,0,23,2,95.7,22,88.5,4,80.0,0,43,10,5.0,21.5,1.95,1,2022
Aaron Jones,11937,HB,GB,1,5,0,12,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,54.9,0,0,0.0,0,6,1,100.0,6,79.2,1,20.0,0,0,3,3.0,0.0,0.0,,0,,,0,0,,0,0,0,72.1,51.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,1,2022
Mike Thomas,10840,WR,CIN,1,5,0,7,0,,0,,,0,0,,0,0,0,,48.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,15.0,0,0.0,,0,0,,0,0,0,45.8,50.6,0,0,0.0,0,8,0,87.5,7,39.6,1,20.0,0,0,0,,,0.0,1,2022
Jahan Dotson,84375,WR,WAS,1,5,0,32,0,,0,,,0,0,,0,0,0,,48.2,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,72.1,62.2,0,0,0.0,0,13,0,92.3,12,0.0,0,0.0,0,0,0,,,0.0,1,2022
Gabriel Davis,55410,WR,BUF,1,5,0,4,0,,0,,,0,0,,0,0,0,,49.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,73.4,66.0,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,1,2022
Rashod Bateman,84296,WR,BLT,1,5,0,3,0,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,-4.0,0,100.0,,0,0,0.0,0,0,0,27.3,45.5,0,4,0.0,0,3,1,100.0,3,83.3,1,20.0,0,4,8,8.0,4.0,1.33,1,2022
Albert Okwuegbunam,41933,TE,DEN,1,5,0,10,0,,0,,,0,0,,0,0,0,,48.1,0,0,25.0,1,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,3.5,1,100.0,,0,0,0.0,0,1,0,74.6,60.3,0,6,0.0,0,17,2,94.1,16,89.6,2,40.0,0,11,4,2.0,5.5,0.69,1,2022
Jaylen Waddle,84088,WR,MIA,1,5,0,17,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,8.7,0,100.0,,0,0,0.0,0,2,0,75.6,80.2,0,42,0.0,0,6,3,100.0,6,158.3,3,60.0,1,57,31,10.3,19.0,9.5,1,2022
James Conner,11860,HB,ARZ,1,5,0,1,0,-5.0,0,100.0,,0,0,0.0,0,0,0,84.5,66.2,0,4,0.0,0,4,2,100.0,4,81.3,2,40.0,0,7,17,8.5,3.5,1.75,-4.0,0,100.0,,0,0,0.0,0,0,0,77.3,58.3,0,3,0.0,0,4,1,100.0,4,79.2,1,20.0,0,3,7,7.0,3.0,0.75,1,2022
Cordarrelle Patterson,7810,HB,ATL,1,5,0,2,0,0.5,0,100.0,,0,0,0.0,0,0,0,84.5,62.4,0,5,0.0,0,2,2,100.0,2,79.2,2,40.0,0,6,5,2.5,3.0,3.0,-1.0,0,50.0,,0,0,0.0,0,1,0,74.6,67.5,0,10,0.0,0,5,1,100.0,5,64.6,2,40.0,0,10,6,6.0,10.0,2.0,1,2022
Dennis Houston,61295,WR,DAL,1,5,0,9,0,,0,,,0,0,,0,0,0,,49.6,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.5,59.4,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,1,2022
Noah Fant,42388,TE,SEA,1,4,0,29,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,55.2,0,2,0.0,0,3,1,100.0,3,79.2,1,25.0,0,2,6,6.0,2.0,0.67,,0,,,0,0,,0,0,0,72.1,59.2,0,0,0.0,0,6,0,66.7,4,0.0,0,0.0,0,0,0,,,0.0,1,2022
Harrison Bryant,26394,TE,CLV,1,4,0,8,0,,0,,,0,0,,0,0,0,,41.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,16.3,0,33.3,0.0,0,2,50.0,1,1,0,26.5,44.8,0,10,0.0,0,8,1,87.5,7,43.8,3,75.0,0,10,0,0.0,10.0,1.43,1,2022
Olamide Zaccheaus,44920,WR,ATL,1,4,0,2,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,60.1,0,5,0.0,0,2,1,100.0,2,87.5,1,25.0,0,5,7,7.0,5.0,2.5,8.5,0,100.0,,0,0,0.0,0,0,1,72.1,52.3,0,22,0.0,0,17,2,94.1,16,118.8,2,50.0,0,27,10,5.0,13.5,1.69,1,2022
Demarcus Robinson,10760,WR,BLT,1,4,0,3,0,,0,,,0,0,,0,0,0,,51.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,-1.0,0,0.0,,0,0,,0,0,0,70.5,67.1,0,0,0.0,0,6,0,100.0,6,39.6,1,25.0,0,0,0,,,0.0,1,2022
Devin Duvernay,40006,WR,BLT,1,4,0,3,0,2.0,0,100.0,,0,0,0.0,0,0,0,78.7,63.7,0,8,0.0,0,1,1,100.0,1,100.0,1,25.0,0,8,6,6.0,8.0,8.0,3.0,0,100.0,,0,0,0.0,0,0,0,77.3,77.9,0,8,0.0,0,6,2,100.0,6,91.7,2,50.0,0,12,6,3.0,6.0,2.0,1,2022
Marquez Valdes-Scantling,47809,WR,KC,1,4,0,16,0,,0,,,0,0,,0,0,0,,51.8,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,2.0,0,100.0,,0,0,0.0,0,0,0,78.0,74.7,0,7,0.0,0,12,1,91.7,11,95.8,1,25.0,0,7,5,5.0,7.0,0.64,1,2022
Keenan Allen,7857,WR,LAC,1,4,0,27,0,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,12.8,0,100.0,100.0,1,1,0.0,0,2,0,72.1,78.6,0,42,0.0,0,7,4,100.0,7,118.8,4,100.0,0,66,15,3.8,16.5,9.43,1,2022
Christian Watson,66581,WR,GB,1,4,0,12,0,1.0,0,0.0,,0,0,,0,0,0,,44.5,0,0,0.0,0,4,0,100.0,4,39.6,1,25.0,0,0,0,,,0.0,1.0,0,0.0,,0,0,,0,0,0,72.1,51.3,0,0,0.0,0,7,0,100.0,7,39.6,1,25.0,0,0,0,,,0.0,1,2022
Kenneth Gainwell,77737,HB,PHI,1,4,0,24,0,-2.0,0,0.0,,0,0,,0,0,0,,54.0,0,0,50.0,1,2,0,50.0,1,39.6,1,25.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.5,69.3,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,1,2022
DeAndre Carter,9859,WR,LAC,1,4,0,27,0,,0,,,0,0,,0,0,0,,53.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,20.0,0,100.0,100.0,1,1,0.0,0,3,0,73.4,91.3,0,30,0.0,0,10,3,100.0,10,158.3,3,75.0,1,64,5,1.7,21.3,6.4,1,2022
Mike Williams,11762,WR,LAC,1,4,0,27,0,,0,,,0,0,,0,0,0,,51.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,6.0,0,0.0,0.0,0,1,,0,0,0,28.0,43.6,0,0,0.0,0,5,0,100.0,5,39.6,1,25.0,0,0,0,,,0.0,1,2022
Christian McCaffrey,11763,HB,CAR,1,4,0,5,0,-5.5,0,100.0,,0,0,0.0,0,1,0,88.7,93.1,0,21,0.0,0,8,2,87.5,7,100.0,2,50.0,0,16,27,13.5,8.0,2.29,,0,,,0,0,,0,0,0,74.6,72.8,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,1,2022
Evan Engram,11778,TE,JAX,1,4,0,15,0,,0,,,0,0,,0,0,0,,49.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,5.0,0,100.0,100.0,1,1,0.0,0,0,0,72.1,51.0,0,7,0.0,0,16,1,87.5,14,95.8,1,25.0,0,7,2,2.0,7.0,0.5,1,2022
Geoff Swaim,9679,TE,TEN,1,4,0,31,0,-6.0,0,100.0,,0,0,0.0,0,0,0,78.7,99.9,0,8,0.0,0,1,1,100.0,1,100.0,1,25.0,0,8,14,14.0,8.0,8.0,4.0,0,50.0,0.0,0,1,50.0,1,1,0,27.0,60.7,0,9,0.0,0,3,1,100.0,3,62.5,2,50.0,0,9,5,5.0,9.0,3.0,1,2022
Jamison Crowder,9538,WR,BUF,1,4,0,4,0,-1.0,0,100.0,,0,0,0.0,0,1,0,78.7,94.5,0,11,0.0,0,2,1,100.0,2,112.5,1,25.0,0,11,12,12.0,11.0,5.5,6.3,0,75.0,0.0,0,1,0.0,0,3,0,73.4,81.8,1,11,0.0,0,11,3,100.0,11,54.2,4,100.0,0,28,16,5.3,9.3,2.55,1,2022
Ty Montgomery,9527,HB,NE,1,4,0,19,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,72.1,74.9,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,1,2022
Gerald Everett,11799,TE,LAC,1,4,0,27,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,72.1,79.1,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,1,2022
Alvin Kamara,11822,HB,NO,1,4,0,20,0,-5.0,0,100.0,,0,0,0.0,0,0,0,78.7,80.1,0,-10,0.0,0,1,1,100.0,1,79.2,1,25.0,0,-10,-5,-5.0,-10.0,-10.0,4.0,0,0.0,0.0,0,1,,0,0,0,74.6,68.2,0,0,0.0,0,2,0,100.0,2,39.6,1,25.0,0,0,0,,,0.0,1,2022
Kareem Hunt,11841,HB,CLV,1,4,0,8,0,-3.0,0,100.0,,0,0,0.0,0,1,0,78.7,91.4,0,24,0.0,0,3,1,100.0,3,118.8,1,25.0,0,24,27,27.0,24.0,8.0,,0,,,0,0,,0,0,0,74.6,60.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,1,2022
Tre' McKitty,60896,TE,LAC,1,4,0,27,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,6.0,0,100.0,,0,0,0.0,0,0,0,41.6,38.8,0,12,0.0,0,2,1,100.0,2,116.7,1,25.0,0,12,6,6.0,12.0,6.0,1,2022
Jonnu Smith,11855,TE,NE,1,4,0,19,0,-4.0,2,100.0,,0,0,0.0,0,0,0,78.7,96.7,0,7,0.0,0,2,1,100.0,2,95.8,1,25.0,0,7,11,11.0,7.0,3.5,7.0,0,100.0,,0,0,0.0,0,1,0,72.1,87.0,0,11,0.0,0,4,1,100.0,4,112.5,1,25.0,0,11,4,4.0,11.0,2.75,1,2022
Samaje Perine,11869,HB,CIN,1,4,0,7,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,72.1,56.1,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,1,2022
Chase Edmonds,45851,HB,MIA,1,4,0,17,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,76.5,75.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,1,2022
Travis Etienne,57185,HB,JAX,1,4,0,15,0,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,28.0,24.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,1,2022
Jerick McKinnon,8731,HB,KC,1,4,0,16,0,-5.0,1,100.0,,0,0,0.0,0,1,0,84.5,95.1,0,18,0.0,0,2,2,100.0,2,110.4,2,50.0,0,21,31,15.5,10.5,10.5,,0,,,0,0,,0,0,0,73.4,62.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,1,2022
Austin Ekeler,12164,HB,LAC,1,4,0,27,0,-3.0,1,100.0,,0,0,0.0,0,1,0,78.7,96.5,0,13,50.0,1,2,1,50.0,1,118.8,1,25.0,0,13,16,16.0,13.0,13.0,,0,,,0,0,,0,0,0,74.6,90.1,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,1,2022
Robert Tonyan,12193,TE,GB,1,4,0,12,0,,0,,,0,0,,0,0,0,,44.6,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,18.0,0,0.0,0.0,0,1,,0,0,0,72.1,54.3,0,0,0.0,0,10,0,100.0,10,39.6,1,25.0,0,0,0,,,0.0,1,2022
Dontrell Hilliard,45691,HB,TEN,1,4,0,31,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,29.7,75.0,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,1,2022
D.J. Moore,48267,WR,CAR,1,4,0,5,0,,0,,,0,0,,0,0,0,,45.7,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0,12.0,0,100.0,,0,0,0.0,0,1,0,70.5,63.9,0,16,0.0,0,6,1,100.0,6,118.8,1,25.0,0,16,4,4.0,16.0,2.67,1,2022
David Montgomery,45719,HB,CHI,1,4,0,6,0,-4.0,3,100.0,,0,0,0.0,0,1,0,84.5,97.4,0,16,0.0,0,3,2,100.0,3,110.4,2,50.0,0,21,29,14.5,10.5,7.0,0.0,0,0.0,0.0,0,1,,0,0,0,72.1,81.6,0,0,0.0,0,1,0,100.0,1,39.6,1,25.0,0,0,0,,,0.0,1,2022
Parris Campbell,47940,WR,IND,1,4,0,14,0,-3.0,3,100.0,,0,0,0.0,0,1,0,78.7,53.6,0,20,0.0,0,5,1,80.0,4,118.8,1,25.0,0,20,23,23.0,20.0,5.0,3.0,3,100.0,,0,0,0.0,0,3,0,74.6,59.3,0,20,0.0,0,39,3,94.9,37,118.1,3,75.0,0,37,28,9.3,12.3,1.0,1,2022
Tyler Lockett,9502,WR,SEA,1,3,0,29,0,,0,,,0,0,,0,0,0,,50.0,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,7.5,0,100.0,,0,0,0.0,0,1,0,73.4,67.0,0,17,0.0,0,13,2,76.9,10,106.3,2,66.7,0,19,4,2.0,9.5,1.9,1,2022
Randall Cobb,6216,WR,GB,1,3,0,12,0,,0,,,0,0,,0,0,0,,45.7,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,17.0,0,66.7,0.0,0,1,0.0,0,2,0,73.4,66.1,1,8,0.0,0,26,2,100.0,26,37.5,3,100.0,0,14,5,2.5,7.0,0.54,1,2022
Zach Ertz,7816,TE,ARZ,1,3,0,1,0,,0,,,0,0,,0,0,0,,51.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,6.0,0,100.0,100.0,1,1,0.0,0,1,0,74.6,65.5,0,6,0.0,0,16,1,93.8,15,131.3,1,33.3,1,6,0,0.0,6.0,0.4,1,2022
Adam Thielen,8288,WR,MIN,1,3,0,18,0,,0,,,0,0,,0,0,0,,48.8,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,1.0,0,100.0,,0,0,0.0,0,0,0,73.4,55.0,0,7,0.0,0,11,1,90.9,10,95.8,1,33.3,0,7,6,6.0,7.0,0.7,1,2022
Sammy Watkins,8639,WR,GB,1,3,0,12,0,-2.0,0,100.0,,0,0,0.0,0,1,0,78.7,49.8,0,4,0.0,0,6,1,100.0,6,83.3,1,33.3,0,4,6,6.0,4.0,0.67,5.0,0,100.0,,0,0,0.0,0,0,0,73.4,61.9,0,9,0.0,0,5,1,100.0,5,104.2,1,33.3,0,9,4,4.0,9.0,1.8,1,2022
Cameron Brate,9207,TE,TB,1,3,0,30,0,,0,,,0,0,,0,0,0,,38.8,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,5.0,0,33.3,,0,0,50.0,1,1,0,27.3,47.9,0,7,0.0,0,11,1,100.0,11,42.4,3,100.0,0,7,2,2.0,7.0,0.64,1,2022
Breshad Perriman,9459,WR,TB,1,3,0,30,0,,0,,,0,0,,0,0,0,,53.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,17.0,0,0.0,,0,0,,0,0,0,,52.4,0,0,0.0,0,5,0,100.0,5,39.6,1,33.3,0,0,0,,,0.0,1,2022
A.J. Green,6156,WR,ARZ,1,3,0,1,0,,0,,,0,0,,0,0,0,,48.5,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.5,55.6,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,1,2022
Tyler Kroft,9518,TE,SF,1,3,0,28,0,-2.0,0,0.0,,0,0,,0,0,0,,40.3,0,0,0.0,0,5,0,100.0,5,39.6,1,33.3,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,48.1,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,1,2022
Hunter Henry,10669,TE,NE,1,3,0,19,0,,0,,,0,0,,0,0,0,,50.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,14.5,0,50.0,0.0,0,1,0.0,0,0,0,68.3,49.2,0,9,0.0,0,15,1,100.0,15,62.5,2,66.7,0,9,3,3.0,9.0,0.6,1,2022
Chris Moore,10741,WR,HST,1,3,0,13,0,-2.0,0,100.0,,0,0,0.0,0,1,0,78.7,94.6,0,11,0.0,0,2,1,100.0,2,112.5,1,33.3,0,11,13,13.0,11.0,5.5,4.7,0,100.0,100.0,1,1,0.0,0,2,0,73.4,70.9,0,11,0.0,0,22,3,95.5,21,109.7,3,100.0,0,31,17,5.7,10.3,1.48,1,2022
J.D. McKissic,11047,HB,WAS,1,3,0,32,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,83.7,0,6,0.0,0,1,1,100.0,1,91.7,1,33.3,0,6,9,9.0,6.0,6.0,4.0,0,100.0,,0,0,0.0,0,0,0,76.5,60.4,0,4,0.0,0,2,1,100.0,2,83.3,1,33.3,0,4,0,0.0,4.0,2.0,1,2022
Dalvin Cook,11796,HB,MIN,1,3,0,18,0,-5.0,0,100.0,,0,0,0.0,0,1,0,88.7,94.7,0,10,0.0,0,3,3,100.0,3,91.7,3,100.0,0,18,33,11.0,6.0,6.0,,0,,,0,0,,0,0,0,75.6,70.7,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,1,2022
Chris Godwin,11839,WR,TB,1,3,0,30,0,-2.0,0,100.0,,0,0,0.0,0,1,0,78.7,96.3,0,24,0.0,0,1,1,100.0,1,118.8,1,33.3,0,24,26,26.0,24.0,24.0,2.0,0,100.0,,0,0,0.0,0,0,0,73.4,61.8,0,5,0.0,0,5,1,100.0,5,87.5,1,33.3,0,5,3,3.0,5.0,1.0,1,2022
Josh Reynolds,11872,WR,DET,1,3,0,11,0,,0,,,0,0,,0,0,0,,49.6,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,19.0,0,100.0,,0,0,0.0,0,1,0,68.3,55.3,0,28,0.0,0,14,1,100.0,14,118.8,1,33.3,0,28,9,9.0,28.0,2.0,1,2022
Isaiah McKenzie,11927,WR,BUF,1,3,0,4,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,8.5,0,100.0,,0,0,0.0,0,2,0,29.9,54.0,0,12,0.0,0,16,2,100.0,16,145.8,2,66.7,1,19,2,1.0,9.5,1.19,1,2022
Johnny Mundt,12206,TE,MIN,1,3,0,18,0,,0,,,0,0,,0,0,0,,49.9,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,70.5,58.6,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,1,2022
K.J. Osborn,23503,WR,MIN,1,3,0,18,0,,0,,,0,0,,0,0,0,,48.5,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,72.1,51.0,0,0,0.0,0,15,0,93.3,14,0.0,0,0.0,0,0,0,,,0.0,1,2022
KhaDarel Hodge,26104,WR,ATL,1,3,0,2,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7.0,0,100.0,,0,0,0.0,0,0,0,72.1,57.4,0,11,0.0,0,3,2,100.0,3,108.3,2,66.7,0,20,6,3.0,10.0,6.67,1,2022
Rashaad Penny,27414,HB,SEA,1,3,0,29,0,,0,,,0,0,,0,0,0,,50.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,-5.0,1,100.0,,0,0,0.0,0,0,0,73.4,61.9,0,4,0.0,0,3,1,100.0,3,83.3,1,33.3,0,4,9,9.0,4.0,1.33,1,2022
Will Dissly,30762,TE,SEA,1,3,0,29,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,60.4,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,1,2022
Andrew Beck,47121,FB,DEN,1,3,0,10,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,3.0,0,0.0,,0,0,100.0,1,0,0,28.0,41.1,0,0,0.0,0,1,0,100.0,1,39.6,1,33.3,0,0,0,,,0.0,1,2022
Dallas Goedert,47272,TE,PHI,1,3,0,24,0,-4.0,0,100.0,,0,0,0.0,0,1,0,78.7,89.7,0,22,14.3,1,7,1,85.7,6,118.8,1,33.3,0,22,26,26.0,22.0,3.67,,0,,,0,0,,0,0,0,70.5,56.2,0,0,0.0,0,17,0,94.1,16,0.0,0,0.0,0,0,0,,,0.0,1,2022
Andy Isabella,47448,WR,ARZ,1,3,0,1,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,10.0,0,33.3,0.0,0,1,0.0,0,1,0,68.3,61.4,0,10,0.0,0,11,1,100.0,11,43.8,3,100.0,0,10,4,4.0,10.0,0.91,1,2022
Equanimeous St. Brown,47967,WR,CHI,1,3,0,6,0,,0,,,0,0,,0,0,0,,50.0,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,10.0,0,0.0,0.0,0,1,,0,0,0,64.7,59.9,0,0,0.0,0,2,0,100.0,2,39.6,1,33.3,0,0,0,,,0.0,1,2022
Terry McLaurin,48229,WR,WAS,1,3,0,32,0,,0,,,0,0,,0,0,0,,47.2,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,-1.0,2,100.0,,0,0,0.0,0,1,0,72.1,65.7,0,9,0.0,0,10,1,90.0,9,104.2,1,33.3,0,9,10,10.0,9.0,1.0,1,2022
Darnell Mooney,48236,WR,CHI,1,3,0,6,0,-1.0,0,100.0,,0,0,0.0,0,0,0,78.7,53.2,0,8,0.0,0,5,1,100.0,5,100.0,1,33.3,0,8,9,9.0,8.0,1.6,8.5,0,50.0,,0,0,0.0,0,0,0,64.7,51.8,1,8,0.0,0,12,1,91.7,11,20.8,2,66.7,0,8,9,9.0,8.0,0.73,1,2022
Eno Benjamin,57136,HB,ARZ,1,3,0,1,0,,0,,,0,0,,0,0,0,,51.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,74.6,73.7,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,1,2022
D'Andre Swift,57212,HB,DET,1,3,0,11,0,-7.0,2,100.0,,0,0,0.0,0,1,0,78.7,98.9,0,25,0.0,0,2,1,100.0,2,118.8,1,33.3,0,25,32,32.0,25.0,12.5,,0,,,0,0,,0,0,0,72.1,59.0,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,1,2022
