player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,week,year
Mason Cole,45547,C,PIT,1,100.0,0,25,57.8,43.6,62.4,0,3,48,100.0,100.0,96.9,0,3,0,75,75,0,0,75,53,53,0,0,22,0,7,2022
Dan Moore Jr.,60120,T,PIT,1,100.0,0,25,43.1,43.6,48.1,1,1,48,100.0,100.0,97.9,1,2,0,75,0,0,75,75,53,53,0,0,22,0,7,2022
James Daniels,45576,G,PIT,1,100.0,0,25,66.2,79.3,57.8,0,1,48,100.0,100.0,99.0,1,1,0,75,0,0,0,75,53,53,75,0,22,0,7,2022
Kevin Dotson,46735,G,PIT,1,100.0,0,25,83.9,86.5,78.6,1,0,48,100.0,100.0,99.0,0,1,0,75,0,75,0,75,53,53,0,0,22,0,7,2022
Cornelius Lucas,9025,T,WAS,1,100.0,0,32,52.0,55.5,48.4,2,1,35,100.0,100.0,92.9,0,4,1,74,0,0,0,74,36,36,0,74,38,0,7,2022
Tyler Larsen,9304,C,WAS,1,100.0,0,32,51.7,31.4,56.1,1,3,35,100.0,100.0,94.3,0,4,0,74,74,0,0,74,36,36,0,0,38,0,7,2022
Andrew Norwell,9126,G,WAS,1,100.0,0,32,57.3,56.7,56.7,0,3,35,100.0,100.0,95.7,0,3,0,74,0,74,0,74,36,36,0,0,38,0,7,2022
Charles Leno Jr.,8880,T,WAS,1,100.0,0,32,69.5,79.5,60.7,2,1,35,100.0,100.0,95.7,0,3,0,74,0,0,74,74,36,36,0,0,38,0,7,2022
Saahdiq Charles,59820,G,WAS,1,100.0,0,32,52.0,37.9,55.4,0,6,35,100.0,100.0,91.4,0,6,0,74,0,0,0,74,36,36,74,0,38,0,7,2022
Ryan Ramczyk,11787,T,NO,1,100.0,0,20,66.4,66.2,73.9,0,3,52,100.0,100.0,97.1,1,3,0,72,0,0,0,72,53,53,0,72,19,0,7,2022
Erik McCoy,37347,C,NO,1,100.0,0,20,63.7,76.1,56.6,0,0,52,100.0,100.0,100.0,0,0,0,72,72,0,0,72,53,53,0,0,19,0,7,2022
Cesar Ruiz,59857,G,NO,1,100.0,0,20,58.4,62.1,53.9,0,1,52,100.0,100.0,99.0,0,1,0,72,0,0,0,72,53,53,72,0,19,0,7,2022
James Hurst,9001,T,NO,1,100.0,0,20,60.8,66.2,49.4,0,1,52,100.0,100.0,99.0,0,1,0,72,0,0,72,72,53,53,0,0,19,0,7,2022
Trey Pipkins,91462,T,LAC,1,100.0,0,27,65.4,79.2,43.2,0,2,57,100.0,100.0,96.5,0,3,1,71,0,0,0,71,59,59,0,71,12,0,7,2022
Damien Lewis,81532,G,SEA,1,100.0,0,29,66.3,73.6,62.0,0,1,30,100.0,100.0,98.3,0,1,0,71,0,71,0,71,37,37,0,0,34,0,7,2022
Larry Borom,59879,T,CHI,1,100.0,0,6,60.9,52.8,61.6,0,3,27,100.0,100.0,90.7,0,4,1,71,0,0,0,71,28,28,0,71,43,0,7,2022
Braxton Jones,60092,T,CHI,1,100.0,0,6,76.5,78.9,78.1,1,1,27,100.0,100.0,96.3,1,2,0,71,0,0,70,71,28,28,0,0,43,1,7,2022
Abraham Lucas,60218,T,SEA,1,100.0,0,29,70.0,73.3,65.5,0,0,30,100.0,100.0,96.7,0,1,1,71,0,0,0,71,37,37,0,71,34,0,7,2022
Charles Cross,98401,T,SEA,1,100.0,0,29,61.4,71.9,52.8,0,2,30,100.0,100.0,96.7,0,2,0,71,0,0,71,71,37,37,0,0,34,0,7,2022
Luke Fortner,42028,C,JAX,1,100.0,0,15,62.7,49.8,66.4,0,2,44,100.0,100.0,97.7,1,2,0,71,71,0,0,71,47,47,0,0,24,0,7,2022
Jawaan Taylor,41665,T,JAX,1,100.0,0,15,60.0,68.5,58.1,0,0,44,100.0,100.0,100.0,1,0,0,71,0,0,2,71,47,47,0,69,24,0,7,2022
Austin Blythe,10882,C,SEA,1,100.0,0,29,67.5,83.8,67.8,0,0,30,100.0,100.0,100.0,1,0,0,71,71,0,0,71,37,37,0,0,34,0,7,2022
Jamaree Salyer,81656,T,LAC,1,100.0,0,27,72.4,72.4,67.9,1,3,57,100.0,100.0,96.5,0,4,0,71,0,0,71,71,59,59,0,0,12,0,7,2022
Teven Jenkins,41534,G,CHI,1,100.0,0,6,88.3,68.1,85.1,0,1,27,100.0,100.0,98.1,0,1,0,71,0,0,0,71,28,28,71,0,43,0,7,2022
Michael Schofield III,8730,G,CHI,1,100.0,0,6,76.0,68.2,73.1,0,1,27,100.0,100.0,98.1,0,1,0,71,0,71,0,71,28,28,0,0,43,0,7,2022
Corey Linsley,8796,C,LAC,1,100.0,2,27,71.5,78.2,68.3,0,1,57,100.0,100.0,99.1,2,1,0,71,71,0,0,71,59,59,0,0,12,0,7,2022
Tyler Shatley,9257,G,JAX,1,100.0,0,15,53.4,66.8,54.5,0,0,44,100.0,100.0,100.0,1,0,0,71,0,71,0,71,47,47,0,0,24,0,7,2022
Matt Feiler,9289,G,LAC,1,100.0,0,27,67.0,71.4,61.7,0,1,57,100.0,100.0,99.1,0,1,0,71,0,71,0,71,59,59,0,0,12,0,7,2022
Zion Johnson,99681,G,LAC,1,100.0,0,27,69.6,74.4,63.3,0,4,57,100.0,100.0,96.5,0,4,0,71,0,0,0,71,59,59,71,0,12,0,7,2022
Calvin Throckmorton,28238,G,NO,1,100.0,0,20,31.5,26.4,44.1,1,2,52,100.0,100.0,97.1,2,3,0,70,0,70,0,70,53,53,0,0,17,0,7,2022
Alex Cappa,66578,G,CIN,1,100.0,0,7,73.9,65.2,74.5,0,2,45,100.0,100.0,95.6,0,3,1,68,0,0,0,68,47,47,68,0,21,0,7,2022
Cordell Volson,30614,G,CIN,1,100.0,0,7,66.5,62.2,75.3,1,0,45,100.0,100.0,98.9,1,1,0,68,0,68,0,68,47,47,0,0,21,0,7,2022
Ted Karras,10855,C,CIN,1,100.0,0,7,74.7,70.3,76.0,0,0,45,100.0,100.0,100.0,0,0,0,68,68,0,0,68,47,47,0,0,21,0,7,2022
Jonah Williams,41651,T,CIN,1,100.0,0,7,83.0,86.9,76.6,1,0,45,100.0,100.0,98.9,0,1,0,68,0,0,68,68,47,47,0,0,21,0,7,2022
Donovan Smith,9467,T,TB,1,100.0,0,30,57.7,77.9,49.3,0,1,51,100.0,100.0,97.1,2,2,1,67,0,0,67,67,52,52,0,0,15,0,7,2022
Robert Hainsey,59980,C,TB,1,100.0,1,30,49.0,47.1,56.3,1,2,51,100.0,100.0,97.1,1,3,0,67,67,0,0,67,52,52,0,0,15,0,7,2022
Tristan Wirfs,64818,T,TB,1,100.0,0,30,65.8,84.1,39.1,0,0,51,100.0,100.0,100.0,0,0,0,67,0,0,0,67,52,52,0,66,15,1,7,2022
Shaq Mason,9564,G,TB,1,100.0,0,30,75.6,68.0,75.9,0,1,51,100.0,100.0,99.0,0,1,0,66,0,0,0,66,52,52,66,0,14,0,7,2022
Cam Robinson,11789,T,JAX,1,100.0,0,15,70.1,66.3,77.3,1,1,41,100.0,100.0,97.6,2,2,0,66,0,0,62,66,44,44,0,0,22,4,7,2022
Billy Price,46795,C,ARZ,1,100.0,0,1,53.2,83.4,50.6,0,0,32,100.0,100.0,100.0,1,0,0,65,65,0,0,65,36,36,0,0,29,0,7,2022
Will Hernandez,46180,G,ARZ,1,100.0,1,1,59.7,83.2,50.9,0,0,32,100.0,100.0,100.0,1,0,0,65,0,0,0,65,36,36,65,0,29,0,7,2022
Brandon Scherff,9438,G,JAX,1,100.0,0,15,46.4,29.8,53.1,1,3,42,100.0,100.0,95.2,0,4,0,65,0,0,0,65,45,45,65,0,20,0,7,2022
A.J. Cann,9500,G,HST,1,100.0,0,13,61.3,43.1,65.9,1,2,42,100.0,100.0,94.0,0,4,1,65,0,0,0,65,42,42,65,0,23,0,7,2022
Laremy Tunsil,10647,T,HST,1,100.0,0,13,73.9,84.6,62.4,1,1,42,100.0,100.0,97.6,0,2,0,65,0,0,63,65,42,42,0,0,23,0,7,2022
Kelvin Beachum,7229,T,ARZ,1,100.0,0,1,68.1,80.4,56.2,0,1,32,100.0,100.0,98.4,0,1,0,65,0,0,0,65,36,36,0,65,29,0,7,2022
Scott Quessenberry,23918,C,HST,1,100.0,0,13,65.7,79.7,60.2,0,0,42,100.0,100.0,100.0,0,0,0,65,65,0,0,65,42,42,0,0,23,0,7,2022
Ryan Kelly,10652,C,IND,1,100.0,0,14,61.3,59.1,61.2,0,2,48,100.0,100.0,97.9,0,2,0,64,64,0,0,64,48,48,0,0,16,0,7,2022
Quenton Nelson,12954,G,IND,1,100.0,1,14,65.6,89.0,59.9,0,0,48,100.0,100.0,100.0,1,0,0,64,0,64,0,64,48,48,0,0,16,0,7,2022
Ben Powers,41482,G,BLT,1,100.0,0,3,59.4,86.7,54.1,0,0,21,100.0,100.0,100.0,0,0,0,64,0,64,0,64,22,22,0,0,42,0,7,2022
Tyler Linderbaum,82291,C,BLT,1,100.0,0,3,60.4,74.7,57.5,0,0,21,100.0,100.0,95.2,0,1,1,64,64,0,0,64,22,22,0,0,42,0,7,2022
Braden Smith,46794,T,IND,1,100.0,0,14,64.5,77.8,56.4,0,1,48,100.0,100.0,99.0,1,1,0,64,0,0,0,64,48,48,0,63,16,1,7,2022
Dennis Kelly,7146,T,IND,1,100.0,0,14,43.5,45.3,37.2,3,4,48,100.0,100.0,92.7,0,7,0,64,0,0,63,64,48,48,0,0,16,1,7,2022
Kevin Zeitler,7032,G,BLT,1,100.0,0,3,55.5,86.7,49.9,0,0,21,100.0,100.0,100.0,0,0,0,64,0,0,0,64,22,22,64,0,42,0,7,2022
Joe Thuney,10712,G,KC,1,100.0,0,16,82.9,68.3,84.1,1,2,37,100.0,100.0,95.9,1,3,0,64,0,64,0,64,42,42,0,0,22,0,7,2022
Tytus Howard,25472,T,HST,1,100.0,0,13,63.5,43.3,77.4,2,4,41,100.0,100.0,92.7,0,6,0,64,0,0,0,64,41,41,0,62,23,0,7,2022
Trey Smith,62960,G,KC,1,100.0,1,16,76.9,52.9,83.2,0,1,37,100.0,100.0,98.6,1,1,0,64,0,0,0,64,42,42,64,0,22,0,7,2022
Zack Martin,8651,G,DAL,1,100.0,0,9,76.9,81.4,71.6,0,0,28,100.0,100.0,100.0,0,0,0,63,0,0,0,63,31,31,63,0,32,0,7,2022
Tyler Smith,98385,T,DAL,1,100.0,0,9,65.8,61.8,65.0,0,1,28,100.0,100.0,94.6,1,2,1,63,0,0,63,63,31,31,0,0,32,0,7,2022
Tyler Biadasz,41178,C,DAL,1,100.0,0,9,70.8,77.1,68.0,0,0,28,100.0,100.0,100.0,0,0,0,63,63,0,0,63,31,31,0,0,32,0,7,2022
Cameron Fleming,8775,T,DEN,1,100.0,0,10,65.3,67.7,60.5,0,2,33,100.0,100.0,93.9,0,3,1,63,0,0,63,63,35,35,0,0,28,0,7,2022
Terence Steele,39461,T,DAL,1,100.0,0,9,51.3,45.6,59.4,0,1,28,100.0,100.0,94.6,1,2,1,63,0,0,0,63,31,31,0,63,32,0,7,2022
Liam Eichenberg,41851,G,MIA,1,100.0,0,17,46.3,60.1,57.5,0,1,38,100.0,100.0,98.7,2,1,0,62,0,62,0,62,38,38,0,0,24,0,7,2022
Brandon Shell,10792,T,MIA,1,100.0,0,17,53.1,63.7,42.5,1,1,38,100.0,100.0,97.4,0,2,0,62,0,0,0,62,38,38,0,62,24,0,7,2022
Connor Williams,46216,C,MIA,1,100.0,0,17,93.0,79.1,93.3,0,0,38,100.0,100.0,100.0,0,0,0,62,62,0,0,62,38,38,0,0,24,0,7,2022
Terron Armstead,7856,T,MIA,1,100.0,0,17,70.4,83.8,57.9,0,0,38,100.0,100.0,100.0,0,0,0,62,0,0,62,62,38,38,0,0,24,0,7,2022
Robert Hunt,46139,G,MIA,1,100.0,0,17,76.6,76.4,72.7,0,1,38,100.0,100.0,98.7,0,1,0,62,0,0,0,62,38,38,62,0,24,0,7,2022
D.J. Humphries,9457,T,ARZ,1,100.0,0,1,65.1,70.0,58.7,0,2,31,100.0,100.0,96.8,0,2,0,61,0,0,61,61,35,35,0,0,26,0,7,2022
Sam Mustipher,13026,C,CHI,1,100.0,0,6,83.8,80.6,81.0,0,1,22,100.0,100.0,97.7,0,1,0,61,61,0,0,61,23,23,0,0,38,0,7,2022
Matt Pryor,46647,T,IND,1,100.0,0,14,44.5,45.3,42.3,1,4,46,100.0,100.0,94.6,0,5,0,61,0,0,0,61,46,46,61,0,15,0,7,2022
Ethan Pocic,11813,C,CLV,1,100.0,0,8,66.5,73.4,63.2,0,1,34,100.0,100.0,98.5,0,1,0,60,60,0,0,60,38,38,0,0,22,0,7,2022
Hjalte Froholdt,44959,G,CLV,1,100.0,0,8,60.3,32.4,67.5,0,1,34,100.0,100.0,92.6,0,3,2,60,0,0,0,60,38,38,60,0,22,0,7,2022
Joel Bitonio,8670,G,CLV,1,100.0,0,8,90.0,78.7,88.1,0,1,34,100.0,100.0,98.5,0,1,0,60,0,60,0,60,38,38,0,0,22,0,7,2022
Joshua Ezeudu,77355,G,NYG,1,100.0,1,21,58.6,64.7,63.0,0,2,25,100.0,100.0,96.0,1,2,0,60,0,60,0,60,29,29,0,0,31,0,7,2022
Jack Conklin,10642,T,CLV,1,100.0,0,8,79.8,81.1,75.7,0,1,34,100.0,100.0,98.5,0,1,0,60,0,0,0,60,38,38,0,59,22,1,7,2022
Jedrick Wills Jr.,58467,T,CLV,1,100.0,0,8,32.9,36.7,46.0,1,1,34,100.0,100.0,94.1,2,3,1,60,0,0,60,60,38,38,0,0,22,0,7,2022
Laken Tomlinson,9461,G,NYJ,1,100.0,0,22,50.0,45.4,51.8,0,3,32,100.0,100.0,95.3,0,3,0,59,0,59,0,59,34,34,0,0,25,0,7,2022
Penei Sewell,81788,T,DET,1,100.0,0,11,69.7,72.7,65.1,0,1,32,100.0,100.0,98.4,0,1,0,59,0,0,0,59,33,33,0,58,26,1,7,2022
Jonah Jackson,37070,G,DET,1,100.0,0,11,69.5,82.6,62.6,0,0,32,100.0,100.0,100.0,0,0,0,59,0,59,0,59,33,33,0,0,26,0,7,2022
Nicholas Petit-Frere,82003,T,TEN,1,100.0,0,31,72.0,67.8,71.4,0,2,22,100.0,100.0,95.5,0,2,0,59,0,0,0,59,23,23,0,59,36,0,7,2022
Dillon Radunz,30551,G,TEN,1,100.0,1,31,41.8,69.6,44.9,1,0,22,100.0,100.0,97.7,2,1,0,59,0,0,0,59,23,23,59,0,36,0,7,2022
Evan Brown,38709,G,DET,1,100.0,0,11,72.9,69.8,70.2,0,0,32,100.0,100.0,100.0,2,0,0,59,0,0,0,59,33,33,59,0,26,0,7,2022
Nate Herbig,28844,G,NYJ,1,100.0,1,22,50.1,77.8,39.5,0,0,32,100.0,100.0,100.0,2,0,0,59,0,0,0,59,34,34,59,0,25,0,7,2022
Frank Ragnow,39137,C,DET,1,100.0,0,11,71.3,72.0,69.9,0,1,32,100.0,100.0,98.4,0,1,0,59,59,0,0,59,33,33,0,0,26,0,7,2022
Taylor Decker,10650,T,DET,1,100.0,0,11,56.2,43.5,74.6,2,1,32,100.0,100.0,92.2,2,4,1,59,0,0,59,59,33,33,0,0,26,0,7,2022
Duane Brown,4340,T,NYJ,1,100.0,0,22,51.0,72.2,52.2,0,1,32,100.0,100.0,98.4,3,1,0,59,0,0,59,59,34,34,0,0,25,0,7,2022
Connor McGovern,10778,C,NYJ,1,100.0,0,22,74.4,66.7,75.6,0,2,32,100.0,100.0,93.7,0,3,1,59,59,0,0,59,34,34,0,0,25,0,7,2022
Connor McGovern,41714,G,DAL,1,100.0,0,9,68.2,86.4,61.2,0,0,25,100.0,100.0,100.0,0,0,0,59,0,59,0,59,28,28,0,0,31,0,7,2022
Dennis Daley,60063,T,TEN,1,100.0,0,31,53.9,46.7,54.5,1,2,22,100.0,100.0,88.6,0,4,1,59,0,0,59,59,23,23,0,0,36,0,7,2022
Aaron Brewer,46014,G,TEN,1,100.0,0,31,60.3,44.1,61.9,1,1,22,100.0,100.0,95.5,0,2,0,59,0,59,0,59,23,23,0,0,36,0,7,2022
Andrew Wylie,12333,T,KC,1,100.0,1,16,50.7,45.8,62.0,0,0,35,100.0,100.0,100.0,2,0,0,58,0,0,0,58,40,40,0,58,18,0,7,2022
Orlando Brown Jr.,46227,T,KC,1,100.0,0,16,73.4,72.9,70.3,0,2,35,100.0,100.0,97.1,0,2,0,58,0,0,58,58,40,40,0,0,18,0,7,2022
Creed Humphrey,59996,C,KC,1,100.0,0,16,73.9,61.4,77.2,0,2,35,100.0,100.0,97.1,0,2,0,58,58,0,0,58,40,40,0,0,18,0,7,2022
Ben Jones,7099,C,TEN,1,100.0,0,31,52.1,19.9,58.6,2,1,21,100.0,100.0,92.9,0,3,0,58,58,0,0,58,22,22,0,0,36,0,7,2022
Tyre Phillips,59874,T,NYG,1,100.0,0,21,62.4,53.4,64.4,1,3,23,100.0,100.0,91.3,0,4,0,57,0,0,0,57,27,27,0,57,30,0,7,2022
Dylan Parham,60953,G,LV,1,100.0,0,23,57.5,54.4,57.3,0,2,28,100.0,100.0,96.4,0,2,0,56,0,56,0,56,29,29,0,0,27,0,7,2022
Andre James,47058,C,LV,1,100.0,0,23,61.0,62.7,59.6,0,1,28,100.0,100.0,98.2,0,1,0,56,56,0,0,56,29,29,0,0,27,0,7,2022
Kolton Miller,47013,T,LV,1,100.0,0,23,76.5,65.5,80.2,0,1,28,100.0,100.0,94.6,0,2,1,56,0,0,56,56,29,29,0,0,27,0,7,2022
Alex Bars,47018,G,LV,1,100.0,0,23,55.4,60.1,52.9,1,2,28,100.0,100.0,94.6,0,3,0,56,0,0,0,56,29,29,56,0,27,0,7,2022
Ronnie Stanley,10640,T,BLT,1,100.0,0,3,74.1,77.6,70.1,0,2,19,100.0,100.0,94.7,0,2,0,55,0,0,54,55,19,19,0,0,36,1,7,2022
Yosh Nijman,60822,T,GB,1,100.0,1,12,61.7,69.3,62.8,0,1,34,100.0,100.0,98.5,3,1,0,54,0,0,0,54,41,41,0,54,13,0,7,2022
Spencer Burford,81920,G,SF,1,100.0,0,28,65.1,64.1,63.1,0,1,35,100.0,100.0,98.6,0,1,0,54,0,0,0,54,36,36,54,0,18,0,7,2022
Josh Myers,59992,C,GB,1,100.0,0,12,63.9,83.6,54.9,0,0,34,100.0,100.0,100.0,0,0,0,54,54,0,0,54,41,41,0,0,13,0,7,2022
Zach Tom,55443,G,GB,1,100.0,0,12,66.1,82.2,47.8,0,0,34,100.0,100.0,100.0,0,0,0,54,0,0,54,54,41,41,0,0,13,0,7,2022
Elgton Jenkins,46298,T,GB,1,100.0,0,12,50.0,41.3,53.4,0,0,34,100.0,100.0,100.0,0,0,0,54,0,54,0,54,41,41,0,0,13,0,7,2022
Jon Runyan,36661,G,GB,1,100.0,0,12,64.3,83.3,52.1,0,0,34,100.0,100.0,100.0,0,0,0,54,0,0,0,54,41,41,54,0,13,0,7,2022
Trent Brown,9677,T,NE,1,100.0,2,19,52.9,50.9,76.5,1,0,32,100.0,100.0,98.4,4,1,0,52,0,0,52,52,36,36,0,0,16,0,7,2022
Marcus Cannon,6290,T,NE,1,100.0,0,19,51.9,43.4,56.9,0,3,32,100.0,100.0,95.3,0,3,0,52,0,0,0,52,36,36,0,52,16,0,7,2022
Michael Onwenu,27357,G,NE,1,100.0,0,19,70.0,40.2,80.9,0,1,32,100.0,100.0,98.4,0,1,0,52,0,0,0,52,36,36,52,0,16,0,7,2022
Cody Ford,39805,G,ARZ,1,100.0,0,1,42.8,66.0,37.0,0,0,24,100.0,100.0,100.0,0,0,0,52,0,52,0,52,28,28,0,0,24,0,7,2022
Cole Strange,22976,G,NE,1,100.0,0,19,52.2,76.7,50.1,0,0,32,100.0,100.0,96.9,1,1,1,52,0,52,0,52,36,36,0,0,16,0,7,2022
Kenyon Green,99052,G,HST,1,100.0,0,13,40.8,60.4,45.2,1,1,29,100.0,100.0,96.6,1,2,0,51,0,51,0,51,29,29,0,0,22,0,7,2022
Bradley Bozeman,27934,C,CAR,1,100.0,0,5,93.2,61.5,93.2,0,0,24,100.0,100.0,95.8,0,1,1,50,50,0,0,50,24,24,0,0,26,0,7,2022
Brady Christensen,51985,G,CAR,1,100.0,0,5,45.5,85.7,39.3,0,0,24,100.0,100.0,100.0,0,0,0,50,0,50,0,50,24,24,0,0,26,0,7,2022
Austin Corbett,46290,G,CAR,1,100.0,0,5,55.1,67.4,52.3,0,1,24,100.0,100.0,97.9,0,1,0,50,0,0,0,50,24,24,50,0,26,0,7,2022
Ikem Ekwonu,98286,T,CAR,1,100.0,0,5,68.6,78.3,61.6,0,1,24,100.0,100.0,97.9,0,1,0,50,0,0,50,50,24,24,0,0,26,0,7,2022
La'el Collins,9719,T,CIN,1,100.0,0,7,65.7,63.3,64.9,0,1,28,100.0,100.0,98.2,0,1,0,50,0,0,0,50,29,29,0,50,21,0,7,2022
Taylor Moton,11819,T,CAR,1,100.0,1,5,67.6,71.7,63.5,0,1,24,100.0,100.0,97.9,1,1,0,50,0,0,0,50,24,24,0,50,26,0,7,2022
Morgan Moses,8701,T,BLT,1,100.0,0,3,61.3,61.5,59.3,0,0,19,100.0,100.0,94.7,0,1,1,49,0,0,0,49,20,20,0,49,29,0,7,2022
Luke Goedeke,77548,G,TB,1,100.0,0,30,55.2,69.4,43.9,0,2,39,100.0,100.0,97.4,0,2,0,48,0,48,0,48,39,39,0,0,9,0,7,2022
Jake Matthews,8641,T,ATL,1,100.0,0,2,46.1,50.0,43.7,0,2,19,100.0,100.0,84.2,0,4,2,47,0,0,47,47,21,21,0,0,26,0,7,2022
Chris Lindstrom,46692,G,ATL,1,100.0,0,2,71.1,84.7,65.2,0,0,19,100.0,100.0,100.0,0,0,0,47,0,0,0,47,21,21,47,0,26,0,7,2022
Kaleb McGary,46912,T,ATL,1,100.0,1,2,54.9,54.6,61.6,0,0,19,100.0,100.0,94.7,1,1,1,47,0,0,0,47,21,21,0,47,26,0,7,2022
Elijah Wilkinson,46238,G,ATL,1,100.0,0,2,81.5,76.6,77.0,1,0,19,100.0,100.0,97.4,0,1,0,47,0,47,0,47,21,21,0,0,26,0,7,2022
Phil Haynes,29244,G,SEA,1,100.0,0,29,80.6,86.0,74.4,0,0,22,100.0,100.0,100.0,0,0,0,47,0,0,0,47,27,27,47,0,20,0,7,2022
Drew Dalman,52270,C,ATL,1,100.0,0,2,60.7,72.0,58.0,0,2,19,100.0,100.0,94.7,0,2,0,47,47,0,0,47,21,21,0,0,26,0,7,2022
Patrick Ricard,48862,FB,BLT,1,80.4,0,3,63.5,52.2,57.9,1,0,4,28.6,28.6,87.5,0,1,0,45,0,0,0,56,4,14,0,0,41,21,7,2022
Cole Kmet,60995,TE,CHI,1,66.2,0,6,78.4,83.6,82.0,0,0,5,18.5,17.9,100.0,0,0,0,45,0,0,1,68,5,28,0,0,40,39,7,2022
David Andrews,9948,C,NE,1,100.0,0,19,70.6,52.0,76.7,0,1,26,100.0,100.0,98.1,0,1,0,44,44,0,0,44,30,30,0,0,14,0,7,2022
Thayer Munford,59994,T,LV,1,100.0,0,23,79.1,81.4,76.9,0,0,20,100.0,100.0,100.0,0,0,0,43,0,0,0,43,21,21,0,43,22,0,7,2022
Cedric Ogbuehi,9454,T,NYJ,1,100.0,0,22,58.4,78.2,43.5,0,1,21,100.0,100.0,97.6,0,1,0,43,0,0,0,43,23,23,0,43,20,0,7,2022
Taylor Heinicke,9896,QB,WAS,1,50.0,0,32,34.7,,60.4,0,0,0,0.0,0.0,,1,0,0,37,0,0,0,74,0,36,0,0,37,0,7,2022
Terry McLaurin,48229,WR,WAS,1,50.0,0,32,78.1,,59.8,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,70,0,35,0,0,35,0,7,2022
Mark Andrews,47436,TE,BLT,1,62.5,0,3,61.3,,74.8,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,56,0,20,0,1,35,15,7,2022
Foster Moreau,47043,TE,LV,1,63.0,0,23,63.3,77.1,43.6,0,0,8,29.6,28.6,100.0,0,0,0,34,0,0,0,54,8,28,0,0,26,19,7,2022
Lamar Jackson,46416,QB,BLT,1,53.1,0,3,75.8,,60.0,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,64,0,22,0,0,34,0,7,2022
Darnell Mooney,48236,WR,CHI,1,57.9,0,6,71.2,,56.2,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,57,0,24,0,0,33,0,7,2022
Geoff Swaim,9679,TE,TEN,1,89.2,0,31,75.0,72.6,73.0,0,0,3,50.0,42.9,100.0,0,0,0,33,0,0,0,37,3,7,0,0,30,34,7,2022
Will Dissly,30762,TE,SEA,1,59.3,0,29,75.9,73.6,59.1,0,0,2,10.5,12.0,100.0,0,0,0,32,0,0,0,54,3,25,0,0,29,44,7,2022
Ryan Tannehill,7014,QB,TEN,1,53.4,0,31,67.3,,60.3,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,58,0,23,0,0,31,0,7,2022
Geno Smith,7820,QB,SEA,1,43.7,0,29,59.6,,60.0,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,71,0,37,0,0,31,0,7,2022
Noah Fant,42388,TE,SEA,1,59.6,0,29,45.1,59.3,55.5,0,1,3,15.0,16.0,83.3,1,1,0,31,0,0,0,52,4,25,0,0,27,37,7,2022
Justin Fields,82118,QB,CHI,1,43.7,0,6,71.1,,60.0,0,0,0,0.0,0.0,,1,0,0,31,0,0,0,71,0,28,0,0,31,0,7,2022
Dak Prescott,10769,QB,DAL,1,47.6,0,9,63.0,,60.0,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,63,0,31,0,0,30,0,7,2022
Chris Myarick,47358,TE,NYG,1,64.4,0,21,62.1,71.7,48.0,0,0,4,22.2,20.0,100.0,0,0,0,29,0,0,0,45,4,20,0,0,25,35,7,2022
Mack Hollins,11873,WR,LV,1,50.0,0,23,72.8,66.3,84.5,0,0,1,3.6,3.4,100.0,0,0,0,28,0,0,0,56,1,29,0,0,27,1,7,2022
Daniel Jones,39395,QB,NYG,1,36.8,0,21,74.6,,60.0,0,0,0,0.0,0.0,,0,0,0,28,0,0,0,76,0,43,0,0,28,0,7,2022
DeAndre Hopkins,7808,WR,ARZ,1,45.0,0,1,64.0,,53.4,0,0,0,0.0,0.0,,0,0,0,27,0,0,0,60,0,33,0,0,27,0,7,2022
Eric Tomlinson,9786,TE,DEN,1,77.1,0,10,70.7,76.6,58.4,0,0,7,46.7,46.7,100.0,0,0,0,27,0,0,0,35,7,15,0,0,20,35,7,2022
Brett Rypien,46487,QB,DEN,1,34.2,0,10,46.0,,60.0,0,0,0,0.0,0.0,,0,0,0,27,0,0,0,79,0,50,0,0,27,0,7,2022
Nick Westbrook-Ikhine,47861,WR,TEN,1,57.8,0,31,53.1,,57.0,0,0,0,0.0,0.0,,0,0,0,26,0,0,0,45,0,19,0,0,26,0,7,2022
Jared Goff,10635,QB,DET,1,44.1,0,11,54.8,,60.0,0,0,0,0.0,0.0,,0,0,0,26,0,0,0,59,0,33,0,0,26,0,7,2022
Courtland Sutton,48164,WR,DEN,1,36.1,0,10,52.4,,36.6,0,0,0,0.0,0.0,,0,0,0,26,0,0,0,72,0,46,0,0,26,0,7,2022
P.J. Walker,12134,QB,CAR,1,52.0,0,5,94.9,,60.0,0,0,0,0.0,0.0,,0,0,0,26,0,0,0,50,0,24,0,0,26,0,7,2022
