player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr,week,year
Michael Strachan,143358,WR,IND,1,2,0,14,,0,,,0,0,,0,0,0,,56.3,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,55.9,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,6,2022
David Sills,34579,WR,NYG,1,2,0,21,7.0,0,0.0,,0,0,,0,0,0,,57.4,0,0,0.0,0,2,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0,0,1.0,0,100.0,,0,0,0.0,0,1,0,64.7,71.4,0,8,0.0,0,4,1,100.0,4,100.0,1,50.0,0,8,7,7.0,8.0,2.0,6,2022
David Bell,97989,WR,CLV,1,2,0,8,6.0,0,100.0,,0,0,0.0,0,0,0,64.7,51.4,0,13,0.0,0,20,1,95.0,19,118.8,1,50.0,0,13,7,7.0,13.0,0.68,0,5.0,0,0.0,,0,0,100.0,1,0,0,27.9,43.8,0,0,0.0,0,15,0,93.3,14,39.6,1,50.0,0,0,0,,,0.0,6,2022
Alec Ingold,34934,FB,MIA,1,2,0,17,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,,54.9,0,0,12.5,1,8,0,75.0,6,0.0,0,0.0,0,0,0,,,0.0,6,2022
Connor Heyward,57301,TE,PIT,1,2,0,25,,0,,,0,0,,0,0,0,,50.6,0,0,16.7,1,6,0,66.7,4,0.0,0,0.0,0,0,0,,,0.0,0,15.0,0,100.0,,0,0,0.0,0,1,0,64.7,70.9,0,45,0.0,0,8,1,100.0,8,118.8,1,50.0,0,45,30,30.0,45.0,5.63,6,2022
Latavius Murray,7962,HB,DEN,1,1,0,10,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,,53.3,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,6,2022
Jack Stoll,42058,TE,PHI,1,1,0,24,,0,,,0,0,,0,0,0,,55.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,4.0,0,100.0,,0,0,0.0,0,1,0,64.7,71.8,0,21,0.0,0,9,1,100.0,9,118.8,1,100.0,0,21,17,17.0,21.0,2.33,6,2022
Charlie Woerner,42257,TE,SF,1,1,0,28,,0,,,0,0,,0,0,0,,57.9,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,51.5,0,0,25.0,2,8,0,75.0,6,0.0,0,0.0,0,0,0,,,0.0,6,2022
Sean McKeon,42266,TE,DAL,1,1,0,9,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,3.0,0,100.0,,0,0,0.0,0,1,0,64.7,84.2,0,10,25.0,1,4,1,75.0,3,108.3,1,100.0,0,10,7,7.0,10.0,3.33,6,2022
Jeff Wilson Jr.,29413,HB,SF,1,1,0,28,,0,,,0,0,,0,0,0,,58.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,8.0,0,0.0,,0,0,,0,0,0,,52.0,0,0,10.0,2,20,0,85.0,17,39.6,1,100.0,0,0,0,,,0.0,6,2022
Luke Farrell,42353,TE,JAX,1,1,0,15,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,-2.0,0,100.0,,0,0,0.0,0,1,0,64.7,90.3,0,11,50.0,1,2,1,50.0,1,112.5,1,100.0,0,11,13,13.0,11.0,11.0,6,2022
Avery Williams,42873,HB,ATL,1,1,0,2,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,-5.0,1,100.0,,0,0,0.0,0,0,0,68.3,62.2,0,2,0.0,0,4,1,75.0,3,79.2,1,100.0,0,2,7,7.0,2.0,0.67,6,2022
David Montgomery,45719,HB,CHI,1,1,0,6,-3.0,0,100.0,,0,0,0.0,0,1,0,64.7,71.6,0,13,6.7,1,15,1,80.0,12,118.8,1,100.0,0,13,16,16.0,13.0,1.08,0,,0,,,0,0,,0,0,0,,52.8,0,0,11.1,2,18,0,88.9,16,0.0,0,0.0,0,0,0,,,0.0,6,2022
Nick Chubb,45783,HB,CLV,1,1,0,8,,0,,,0,0,,0,0,0,,55.2,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,0,-1.0,1,100.0,,0,0,0.0,0,1,0,64.7,63.6,0,14,16.7,2,12,1,75.0,9,118.8,1,100.0,0,14,15,15.0,14.0,1.56,6,2022
Josiah Deguara,47034,TE,GB,1,1,0,12,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,4.0,0,100.0,,0,0,0.0,0,0,0,64.7,81.9,0,9,0.0,0,2,1,100.0,2,104.2,1,100.0,0,9,5,5.0,9.0,4.5,6,2022
Andrew Beck,47121,FB,DEN,1,1,0,10,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,,58.6,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,6,2022
Tommy Sweeney,47216,TE,BUF,1,1,0,4,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,-1.0,0,100.0,,0,0,0.0,0,1,0,64.7,90.3,0,7,0.0,0,1,1,100.0,1,95.8,1,100.0,0,7,8,8.0,7.0,7.0,6,2022
River Cracraft,47417,WR,MIA,1,1,0,17,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,2.0,0,0.0,,0,0,,0,0,0,,56.6,0,0,0.0,0,5,0,100.0,5,39.6,1,100.0,0,0,0,,,0.0,6,2022
Tanner Conner,22777,TE,MIA,1,1,0,17,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,4.0,0,0.0,,0,0,100.0,1,0,0,27.9,29.6,0,0,0.0,0,3,0,66.7,2,39.6,1,100.0,0,0,0,,,0.0,6,2022
James Robinson,22425,HB,JAX,1,1,0,15,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,-1.0,0,100.0,,0,0,0.0,0,0,0,64.7,55.9,0,1,11.1,1,9,1,77.8,7,79.2,1,100.0,0,1,2,2.0,1.0,0.14,6,2022
Ray-Ray McCloud III,47895,WR,SF,1,1,0,28,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,42.0,0,0.0,,0,0,100.0,1,0,0,28.0,44.4,0,0,0.0,0,18,0,100.0,18,39.6,1,100.0,0,0,0,,,0.0,6,2022
Braxton Berrios,47961,WR,NYJ,1,1,0,22,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,6.0,0,100.0,100.0,1,1,0.0,0,0,0,64.7,57.5,0,6,0.0,0,5,1,100.0,5,91.7,1,100.0,0,6,0,0.0,6.0,1.2,6,2022
Keith Kirkwood,48017,WR,NO,1,1,0,20,14.0,0,100.0,100.0,1,1,0.0,0,1,0,64.7,70.4,0,14,0.0,0,6,1,100.0,6,118.8,1,100.0,0,14,0,0.0,14.0,2.33,0,,0,,,0,0,,0,0,0,,52.8,0,0,0.0,0,11,0,100.0,11,0.0,0,0.0,0,0,0,,,0.0,6,2022
Kendrick Bourne,12270,WR,NE,1,1,0,19,,0,,,0,0,,0,0,0,,59.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,6.0,0,100.0,,0,0,0.0,0,1,0,64.7,77.9,0,17,0.0,0,2,1,100.0,2,118.8,1,100.0,0,17,11,11.0,17.0,8.5,6,2022
Jamal Agnew,11920,WR,JAX,1,1,0,15,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,-6.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.9,0,5,0.0,0,3,1,100.0,3,87.5,1,100.0,0,5,11,11.0,5.0,1.67,6,2022
Patrick Ricard,48862,FB,BLT,1,1,0,3,3.0,0,0.0,,0,0,,0,0,0,,50.6,1,0,30.8,4,13,0,69.2,9,0.0,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,52.6,0,0,22.2,2,9,0,77.8,7,0.0,0,0.0,0,0,0,,,0.0,6,2022
Kareem Hunt,11841,HB,CLV,1,1,0,8,,0,,,0,0,,0,0,0,,51.0,0,0,11.8,2,17,0,82.4,14,0.0,0,0.0,0,0,0,,,0.0,0,3.0,0,0.0,,0,0,,0,0,0,,56.8,0,0,33.3,2,6,0,66.7,4,39.6,1,100.0,0,0,0,,,0.0,6,2022
Dalvin Cook,11796,HB,MIN,1,1,0,18,2.0,0,100.0,,0,0,0.0,0,0,0,64.7,59.5,0,6,50.0,9,18,1,50.0,9,91.7,1,100.0,0,6,4,4.0,6.0,0.67,0,,0,,,0,0,,0,0,0,,55.4,0,0,33.3,3,9,0,66.7,6,0.0,0,0.0,0,0,0,,,0.0,6,2022
Ronnie Rivers,57208,HB,LA,1,1,0,26,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,-4.0,1,100.0,,0,0,0.0,0,1,0,64.7,81.5,0,14,0.0,0,1,1,100.0,1,118.8,1,100.0,0,14,18,18.0,14.0,14.0,6,2022
Michael Carter,57337,HB,NYJ,1,1,0,22,,0,,,0,0,,0,0,0,,56.3,0,0,25.0,1,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,0,0.0,0,100.0,,0,0,0.0,0,0,0,64.7,57.9,0,6,0.0,0,5,1,100.0,5,91.7,1,100.0,0,6,6,6.0,6.0,1.2,6,2022
Chuba Hubbard,57373,HB,CAR,1,1,0,5,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,-2.0,0,100.0,,0,0,0.0,0,0,0,64.7,61.1,0,1,0.0,0,1,1,100.0,1,79.2,1,100.0,0,1,3,3.0,1.0,1.0,6,2022
Zander Horvath,57384,FB,LAC,1,1,0,27,-1.0,0,100.0,,0,0,0.0,0,0,0,64.7,59.4,0,0,0.0,0,2,1,100.0,2,79.2,1,100.0,0,0,1,1.0,0.0,0.0,0,,0,,,0,0,,0,0,0,,54.9,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,6,2022
Bailey Zappe,60396,QB,NE,1,1,0,19,,0,,,0,0,,0,0,1,,,0,0,0.0,0,18,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,-8.0,0,100.0,,0,0,0.0,0,0,0,,,0,-6,0.0,0,16,1,0.0,0,79.2,1,100.0,0,-6,2,2.0,-6.0,,6,2022
Randall Cobb,6216,WR,GB,1,1,0,12,,0,,,0,0,,0,0,0,,52.8,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,53.5,0,0,0.0,0,12,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0,6,2022
Ezekiel Elliott,10638,HB,DAL,1,1,0,9,,0,,,0,0,,0,0,0,,53.1,0,0,25.0,3,12,0,58.3,7,0.0,0,0.0,0,0,0,,,0.0,0,0.0,0,100.0,,0,0,0.0,0,1,0,64.7,59.5,0,5,0.0,0,12,1,100.0,12,87.5,1,100.0,0,5,5,5.0,5.0,0.42,6,2022
Amari Rodgers,61212,WR,GB,1,1,0,12,,0,,,0,0,,0,0,0,,53.9,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,0,10.0,0,100.0,,0,0,0.0,0,1,0,64.7,64.7,0,14,0.0,0,10,1,90.0,9,118.8,1,100.0,0,14,4,4.0,14.0,1.56,6,2022
Ihmir Smith-Marsette,61324,WR,CHI,1,1,0,6,13.0,0,0.0,,0,0,100.0,1,0,0,27.9,41.6,0,0,0.0,0,7,0,85.7,6,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,54.9,0,0,14.3,1,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,6,2022
Malcolm Brown,9902,HB,LA,1,1,0,26,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,-5.0,0,100.0,,0,0,0.0,0,1,0,64.7,75.4,0,13,20.0,1,5,1,80.0,4,118.8,1,100.0,0,13,18,18.0,13.0,3.25,6,2022
Eric Tomlinson,9786,TE,DEN,1,1,0,10,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,,58.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,6,2022
Michael Burton,9601,FB,KC,1,1,0,16,-5.0,0,0.0,,0,0,,0,0,0,,59.9,0,0,50.0,1,2,0,50.0,1,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,6,2022
Tylan Wallace,61577,WR,BLT,1,1,0,3,2.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.3,0,4,0.0,0,4,1,100.0,4,83.3,1,100.0,0,4,2,2.0,4.0,1.0,0,,0,,,0,0,,0,0,0,,57.8,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,6,2022
Quez Watkins,61664,WR,PHI,1,1,0,24,,0,,,0,0,,0,0,0,,55.4,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,-3.0,0,100.0,,0,0,0.0,0,0,0,64.7,54.0,0,0,0.0,0,14,1,100.0,14,79.2,1,100.0,0,0,3,3.0,0.0,0.0,6,2022
Tim Jones,61669,WR,JAX,1,1,0,15,,0,,,0,0,,0,0,0,,59.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,6.0,2,100.0,,0,0,0.0,0,1,0,64.7,61.0,0,20,0.0,0,17,1,88.2,15,118.8,1,100.0,0,20,14,14.0,20.0,1.33,6,2022
MyCole Pruitt,9576,TE,ATL,1,1,0,2,7.0,0,100.0,100.0,1,1,0.0,0,1,0,64.7,90.2,0,2,0.0,0,1,1,100.0,1,118.8,1,100.0,1,2,0,0.0,2.0,2.0,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,6,2022
Rashid Shaheed,63707,WR,NO,1,1,0,20,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,36.0,0,0.0,,0,0,,0,0,0,,55.6,0,0,0.0,0,4,0,100.0,4,39.6,1,100.0,0,0,0,,,0.0,6,2022
Montrell Washington,64310,WR,DEN,1,1,0,10,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,-2.0,1,100.0,,0,0,0.0,0,0,0,64.7,61.0,0,0,0.0,0,1,1,100.0,1,79.2,1,100.0,0,0,2,2.0,0.0,0.0,6,2022
Justin Watson,66915,WR,KC,1,1,0,16,23.0,0,0.0,,0,0,,0,0,0,,57.0,0,0,0.0,0,3,0,100.0,3,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,57.6,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,6,2022
Dyami Brown,77986,WR,WAS,1,1,0,32,26.0,0,0.0,,0,0,,0,0,0,,57.1,0,0,0.0,0,2,0,100.0,2,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,6,2022
Breshad Perriman,9459,WR,TB,1,1,0,30,18.0,0,0.0,0.0,0,1,,0,0,0,,59.7,0,0,0.0,0,1,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,59.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,6,2022
Mark Ingram II,6180,HB,NO,1,1,0,20,,0,,,0,0,,0,0,0,,,0,0,100.0,2,2,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,,55.1,0,0,12.5,1,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0,6,2022
Kevin White,9440,WR,NO,1,1,0,20,44.0,0,0.0,0.0,0,1,,0,0,0,,57.5,0,0,0.0,0,2,0,100.0,2,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,54.7,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,6,2022
Keith Smith,9302,FB,ATL,1,1,0,2,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,0.0,0,100.0,,0,0,0.0,0,0,0,64.7,81.5,0,8,66.7,2,3,1,33.3,1,100.0,1,100.0,0,8,8,8.0,8.0,8.0,6,2022
Dax Milne,84147,WR,WAS,1,1,0,32,,0,,,0,0,,0,0,0,,58.9,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,5.0,0,100.0,,0,0,0.0,0,0,0,64.7,61.0,0,5,0.0,0,1,1,100.0,1,87.5,1,100.0,0,5,0,0.0,5.0,5.0,6,2022
Ryan Griffin,7982,TE,CHI,1,1,0,6,7.0,0,0.0,,0,0,,0,0,0,,57.8,0,0,50.0,1,2,0,50.0,1,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,6,2022
Terrace Marshall Jr.,84271,WR,CAR,1,1,0,5,,0,,,0,0,,0,0,0,,59.1,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,4.0,0,0.0,,0,0,100.0,1,0,0,27.9,43.5,0,0,0.0,0,11,0,100.0,11,39.6,1,100.0,0,0,0,,,0.0,6,2022
Will Dissly,30762,TE,SEA,1,1,0,29,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,49.8,0,0,17.6,3,17,0,82.4,14,0.0,0,0.0,0,0,0,,,0.0,6,2022
Kendall Hinton,34045,WR,DEN,1,1,0,10,,0,,,0,0,,0,0,0,,57.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,57.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,6,2022
Zach Gentry,36049,TE,PIT,1,1,0,25,,0,,,0,0,,0,0,0,,57.8,0,0,66.7,2,3,0,33.3,1,0.0,0,0.0,0,0,0,,,0.0,0,0.0,0,100.0,,0,0,0.0,0,0,0,64.7,47.6,0,4,13.3,2,15,1,86.7,13,83.3,1,100.0,0,4,4,4.0,4.0,0.31,6,2022
Juwann Winfree,38275,WR,GB,1,1,0,12,1.0,0,0.0,,0,0,100.0,1,0,0,27.9,39.4,0,0,0.0,0,3,0,100.0,3,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,64.7,57.0,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,6,2022
Adam Trautman,109795,TE,NO,1,1,0,20,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,3.0,0,100.0,,0,0,0.0,0,0,0,64.7,59.3,0,8,60.0,3,5,1,40.0,2,100.0,1,100.0,0,8,5,5.0,8.0,4.0,6,2022
Miles Sanders,40555,HB,PHI,1,1,0,24,,0,,,0,0,,0,0,0,,58.0,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,0,-5.0,0,100.0,,0,0,0.0,0,0,0,64.7,57.6,0,1,14.3,2,14,1,85.7,12,79.2,1,100.0,0,1,6,6.0,1.0,0.08,6,2022
Velus Jones Jr.,40573,WR,CHI,1,1,0,6,,0,,,0,0,,0,0,0,,58.4,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-3.0,0,100.0,,0,0,0.0,0,1,0,64.7,76.3,0,10,0.0,0,2,1,100.0,2,108.3,1,100.0,0,10,13,13.0,10.0,5.0,6,2022
DeAndre Hopkins,7808,WR,ARZ,1,14,0,1,9.6,0,60.0,50.0,1,2,25.0,1,1,0,36.2,56.3,0,17,0.0,0,11,3,81.8,9,75.4,5,35.7,0,28,10,3.3,9.3,3.11,0,9.0,0,77.8,100.0,1,1,0.0,0,3,1,75.6,70.6,0,18,0.0,0,18,7,94.4,17,101.4,9,64.3,0,75,7,1.0,10.7,4.41,7,2022
Tyreek Hill,10799,WR,MIA,1,13,0,17,23.3,0,66.7,50.0,1,2,0.0,0,1,0,68.3,81.8,0,21,0.0,0,9,2,100.0,9,99.3,3,23.1,0,30,2,1.0,15.0,3.33,0,10.2,0,50.0,0.0,0,1,0.0,0,2,0,73.4,64.4,0,17,0.0,0,23,5,100.0,23,61.2,10,76.9,0,42,12,2.4,8.4,1.83,7,2022
Mike Evans,8642,WR,TB,1,13,0,30,5.0,0,100.0,100.0,1,1,0.0,0,0,0,64.7,56.4,0,5,0.0,0,6,1,83.3,5,87.5,1,7.7,0,5,0,0.0,5.0,1.0,0,15.1,0,70.0,100.0,2,2,12.5,1,4,0,52.1,74.0,0,20,0.0,0,33,7,100.0,33,94.2,10,76.9,0,81,3,0.4,11.6,2.45,7,2022
Chris Olave,84355,WR,NO,1,12,0,20,17.0,1,50.0,,0,0,0.0,0,2,0,68.3,78.3,0,41,0.0,0,14,2,100.0,14,95.8,4,33.3,0,56,26,13.0,28.0,4.0,0,13.0,0,66.7,0.0,0,1,0.0,0,2,0,72.1,65.4,1,15,0.0,0,25,4,96.0,24,49.3,6,50.0,0,45,7,1.8,11.3,1.88,7,2022
Austin Ekeler,12164,HB,LAC,1,12,0,27,,0,,,0,0,,0,0,0,,56.1,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,-2.0,0,100.0,,0,0,0.0,0,1,0,68.3,60.9,0,10,11.1,2,18,2,88.9,16,100.0,2,16.7,0,16,20,10.0,8.0,1.0,7,2022
Chris Godwin,11839,WR,TB,1,12,0,30,8.5,0,50.0,,0,0,0.0,0,0,0,68.3,67.5,0,2,0.0,0,7,1,85.7,6,56.3,2,16.7,0,2,1,1.0,2.0,0.33,0,5.6,0,66.7,100.0,1,1,14.3,1,2,0,49.2,57.7,0,10,0.0,0,33,6,100.0,33,76.6,9,75.0,0,41,34,5.7,6.8,1.24,7,2022
Jerry Jeudy,61103,WR,DEN,1,11,0,10,7.8,1,100.0,100.0,1,1,0.0,0,2,0,72.1,81.9,0,45,0.0,0,14,4,92.9,13,118.8,4,36.4,0,64,33,8.3,16.0,4.92,0,15.0,0,33.3,50.0,1,2,33.3,1,2,0,29.9,59.5,0,17,0.0,0,23,2,95.7,22,49.3,6,54.5,0,28,-1,-0.5,14.0,1.27,7,2022
Parris Campbell,47940,WR,IND,1,11,0,14,8.3,0,66.7,,0,0,0.0,0,2,0,68.3,67.7,1,11,0.0,0,18,2,100.0,18,78.5,3,27.3,1,15,1,0.5,7.5,0.83,0,2.6,1,100.0,,0,0,0.0,0,2,0,75.6,70.0,0,11,0.0,0,28,7,100.0,28,94.0,7,63.6,0,46,28,4.0,6.6,1.64,7,2022
Brandon Aiyuk,84109,WR,SF,1,10,0,28,7.0,0,75.0,0.0,0,1,0.0,0,2,0,72.1,80.6,0,21,0.0,0,19,3,84.2,16,110.4,4,40.0,0,44,26,8.7,14.7,2.75,0,5.0,2,100.0,,0,0,0.0,0,2,0,72.1,70.4,0,13,0.0,0,25,4,96.0,24,106.3,4,40.0,0,38,18,4.5,9.5,1.58,7,2022
D.J. Moore,48267,WR,CAR,1,10,0,5,4.3,0,100.0,100.0,1,1,0.0,0,2,0,70.5,69.2,0,10,0.0,0,6,3,100.0,6,94.4,3,30.0,0,20,7,2.3,6.7,3.33,0,12.3,0,57.1,,0,0,0.0,0,2,0,72.1,84.1,0,21,0.0,0,14,4,100.0,14,118.5,7,70.0,1,49,7,1.8,12.3,3.5,7,2022
Ja'Marr Chase,84270,WR,CIN,1,10,0,7,15.4,0,100.0,100.0,1,1,0.0,0,5,0,73.4,94.3,0,41,0.0,0,12,5,91.7,11,158.3,5,50.0,2,107,30,6.0,21.4,9.73,0,6.8,0,60.0,0.0,0,1,0.0,0,1,0,70.5,57.0,0,13,0.0,0,32,3,96.9,31,71.3,5,50.0,0,23,6,2.0,7.7,0.74,7,2022
Christian Kirk,47546,WR,JAX,1,10,0,15,14.7,0,50.0,0.0,0,2,0.0,0,3,0,70.5,76.4,0,34,0.0,0,24,3,91.7,22,79.9,6,60.0,0,52,21,7.0,17.3,2.36,0,7.7,0,100.0,100.0,1,1,0.0,0,1,0,72.1,76.6,0,12,0.0,0,16,3,93.8,15,105.6,3,30.0,0,28,5,1.7,9.3,1.87,7,2022
Diontae Johnson,33441,WR,PIT,1,10,0,25,12.2,1,40.0,100.0,1,1,0.0,0,2,0,68.3,70.1,1,14,0.0,0,14,2,100.0,14,12.5,5,50.0,0,20,12,6.0,10.0,1.43,0,6.6,0,60.0,,0,0,25.0,1,1,0,46.3,48.8,1,12,0.0,0,35,3,91.4,32,30.8,5,50.0,0,22,10,3.3,7.3,0.69,7,2022
Aaron Jones,11937,HB,GB,1,10,0,12,-3.3,0,100.0,,0,0,0.0,0,1,0,70.5,66.6,0,8,0.0,0,10,3,80.0,8,80.6,3,30.0,0,10,20,6.7,3.3,1.25,0,-5.0,0,75.0,,0,0,25.0,1,0,0,36.2,47.0,0,12,6.7,1,15,3,93.3,14,79.2,4,40.0,0,14,29,9.7,4.7,1.0,7,2022
Pat Freiermuth,84085,TE,PIT,1,9,0,25,19.0,0,100.0,100.0,1,1,0.0,0,1,0,64.7,82.5,0,21,0.0,0,12,1,100.0,12,118.8,1,11.1,0,21,2,2.0,21.0,1.75,0,7.0,1,87.5,,0,0,0.0,0,3,0,76.5,70.0,0,13,0.0,0,26,7,92.3,24,94.8,8,88.9,0,54,17,2.4,7.7,2.25,7,2022
