player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr,week,year
Miles Sanders,40555,HB,PHI,1,3,0,24,,0,,,0,0,,0,0,0,,58.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,0.3,4,66.7,,0,0,33.3,1,1,0,29.9,48.9,0,16,7.1,1,14,2,78.6,11,88.2,3,100.0,0,22,22,11.0,11.0,2.0,4,2022
Kendrick Bourne,12270,WR,NE,1,3,0,19,,0,,,0,0,,0,0,0,,57.8,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,7.0,0,66.7,,0,0,0.0,0,2,0,68.3,73.7,0,16,0.0,0,11,2,100.0,11,89.6,3,100.0,0,23,14,7.0,11.5,2.09,4,2022
Demarcus Robinson,10760,WR,BLT,1,3,0,3,5.0,0,0.0,,0,0,,0,0,0,,54.7,0,0,0.0,0,5,0,60.0,3,39.6,1,33.3,0,0,0,,,0.0,0,2.0,1,100.0,,0,0,0.0,0,0,0,64.7,55.3,0,3,0.0,0,11,1,100.0,11,79.2,1,33.3,0,3,1,1.0,3.0,0.27,4,2022
Dyami Brown,77986,WR,WAS,1,3,0,32,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,18.3,1,33.3,,0,0,0.0,0,1,0,64.7,61.6,0,6,0.0,0,16,1,100.0,16,42.4,3,100.0,0,6,2,2.0,6.0,0.38,4,2022
Richie James Jr.,28991,WR,NYG,1,3,0,21,7.0,0,33.3,0.0,0,1,0.0,0,1,0,64.7,61.2,0,9,0.0,0,4,1,100.0,4,42.4,3,100.0,0,9,0,0.0,9.0,2.25,0,,0,,,0,0,,0,0,0,,54.1,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0,4,2022
Bennett Skowronek,27948,WR,LA,1,3,0,26,13.0,0,100.0,,0,0,0.0,0,1,0,64.7,61.0,0,17,0.0,0,15,1,100.0,15,118.8,1,33.3,0,17,4,4.0,17.0,1.13,0,15.0,0,100.0,,0,0,0.0,0,1,0,64.7,58.1,0,16,6.9,2,29,1,93.1,27,118.8,1,33.3,0,16,1,1.0,16.0,0.59,4,2022
DeAndre Carter,9859,WR,LAC,1,3,0,27,,0,,,0,0,,0,0,0,,51.6,0,0,0.0,0,14,0,92.9,13,0.0,0,0.0,0,0,0,,,0.0,0,8.7,0,66.7,0.0,0,1,0.0,0,1,0,68.3,64.6,0,14,0.0,0,12,2,100.0,12,79.9,3,100.0,0,16,3,1.5,8.0,1.33,4,2022
Gabriel Davis,55410,WR,BUF,1,3,0,4,,0,,,0,0,,0,0,0,,52.6,0,0,0.0,0,14,0,100.0,14,0.0,0,0.0,0,0,0,,,0.0,0,8.3,0,33.3,0.0,0,1,50.0,1,1,0,28.8,48.4,0,13,0.0,0,21,1,95.2,20,47.9,3,100.0,0,13,0,0.0,13.0,0.65,4,2022
Quintez Cephus,29614,WR,DET,1,3,0,11,5.0,0,0.0,,0,0,,0,0,0,,52.8,0,0,0.0,0,10,0,100.0,10,39.6,1,33.3,0,0,0,,,0.0,0,5.0,0,100.0,,0,0,0.0,0,0,0,64.7,71.1,0,9,0.0,0,5,1,80.0,4,104.2,1,33.3,0,9,4,4.0,9.0,2.25,4,2022
Antonio Gibson,78050,HB,WAS,1,3,0,32,0.0,0,100.0,,0,0,0.0,0,0,0,64.7,61.6,0,3,40.0,2,5,1,40.0,2,79.2,1,33.3,0,3,3,3.0,3.0,1.5,0,-3.5,0,100.0,,0,0,0.0,0,0,0,68.3,80.9,0,11,27.3,3,11,2,63.6,7,89.6,2,66.7,0,11,18,9.0,5.5,1.57,4,2022
Mike Boone,31615,HB,DEN,1,3,0,10,23.0,0,0.0,,0,0,100.0,1,0,0,27.9,25.7,0,0,0.0,0,2,0,100.0,2,39.6,1,33.3,0,0,0,,,0.0,0,2.0,0,100.0,,0,0,0.0,0,0,0,64.7,57.8,0,9,10.0,1,10,1,70.0,7,104.2,1,33.3,0,9,7,7.0,9.0,1.29,4,2022
Trestan Ebner,57159,HB,CHI,1,3,0,6,-2.0,0,0.0,,0,0,,0,0,0,,58.6,0,0,0.0,0,2,0,100.0,2,39.6,1,33.3,0,0,0,,,0.0,0,6.0,0,100.0,,0,0,0.0,0,0,0,64.7,61.0,0,6,20.0,1,5,1,80.0,4,91.7,1,33.3,0,6,0,0.0,6.0,1.5,4,2022
Kendall Hinton,34045,WR,DEN,1,3,0,10,,0,,,0,0,,0,0,0,,58.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,19.0,1,66.7,,0,0,0.0,0,1,0,68.3,68.6,0,35,0.0,0,17,2,82.4,14,109.7,3,100.0,0,39,16,8.0,19.5,2.79,4,2022
Cade Otton,61071,TE,TB,1,3,0,30,4.0,0,100.0,,0,0,0.0,0,0,0,64.7,50.2,0,6,0.0,0,9,1,100.0,9,91.7,1,33.3,0,6,2,2.0,6.0,0.67,0,5.0,0,100.0,,0,0,0.0,0,2,0,68.3,61.0,0,12,5.3,1,19,2,89.5,17,114.6,2,66.7,0,23,13,6.5,11.5,1.35,4,2022
Jamaal Williams,11889,HB,DET,1,3,0,11,,0,,,0,0,,0,0,0,,55.0,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,0,-3.0,0,50.0,,0,0,50.0,1,0,0,28.8,28.1,0,1,20.0,1,5,1,80.0,4,56.3,2,66.7,0,1,1,1.0,1.0,0.25,4,2022
Mike Gesicki,47153,TE,MIA,1,3,0,17,,0,,,0,0,,0,0,0,,54.1,0,0,28.6,2,7,0,57.1,4,0.0,0,0.0,0,0,0,,,0.0,0,10.3,0,66.7,,0,0,0.0,0,1,0,68.3,66.5,1,21,0.0,0,11,2,100.0,11,50.0,3,100.0,0,23,2,1.0,11.5,2.09,4,2022
Raheem Mostert,9783,HB,MIA,1,3,0,17,2.0,0,0.0,,0,0,100.0,1,0,0,27.9,27.4,0,0,0.0,0,3,0,100.0,3,39.6,1,33.3,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,52.1,0,0,10.5,2,19,0,89.5,17,0.0,0,0.0,0,0,0,,,0.0,4,2022
Darrell Henderson,41193,HB,LA,1,3,0,26,,0,,,0,0,,0,0,0,,52.0,0,0,11.1,1,9,0,88.9,8,0.0,0,0.0,0,0,0,,,0.0,0,-2.7,0,100.0,,0,0,0.0,0,1,0,70.5,59.6,0,6,20.8,5,24,3,79.2,19,83.3,3,100.0,0,12,20,6.7,4.0,0.63,4,2022
Treylon Burks,99218,WR,TEN,1,3,0,31,11.5,0,50.0,,0,0,0.0,0,0,0,64.7,57.4,0,8,0.0,0,6,1,83.3,5,60.4,2,66.7,0,8,5,5.0,8.0,1.6,0,5.0,0,100.0,,0,0,0.0,0,0,0,64.7,53.9,0,6,0.0,0,14,1,100.0,14,91.7,1,33.3,0,6,1,1.0,6.0,0.43,4,2022
Chase Edmonds,45851,HB,MIA,1,3,0,17,14.0,0,0.0,0.0,0,1,100.0,1,0,0,27.9,31.6,0,0,20.0,1,5,0,60.0,3,39.6,1,33.3,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,56.3,0,0,20.0,1,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,4,2022
Michael Carter,57337,HB,NYJ,1,2,0,22,,0,,,0,0,,0,0,0,,55.7,0,0,20.0,1,5,0,60.0,3,0.0,0,0.0,0,0,0,,,0.0,0,2.5,0,100.0,100.0,1,1,0.0,0,0,1,68.3,56.8,0,11,0.0,0,12,2,91.7,11,95.8,2,100.0,0,14,9,4.5,7.0,1.27,4,2022
Jonathan Taylor,57488,HB,IND,1,2,0,14,2.0,0,0.0,,0,0,100.0,1,0,0,27.9,28.7,0,0,15.4,2,13,0,84.6,11,39.6,1,50.0,0,0,0,,,0.0,0,1.0,0,100.0,,0,0,0.0,0,0,0,64.7,56.2,0,1,16.7,3,18,1,83.3,15,79.2,1,50.0,0,1,0,0.0,1.0,0.07,4,2022
JaMycal Hasty,25582,HB,JAX,1,2,0,15,,0,,,0,0,,0,0,0,,59.1,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-1.5,1,100.0,,0,0,0.0,0,1,0,68.3,90.4,0,15,0.0,0,2,2,100.0,2,112.5,2,100.0,0,22,25,12.5,11.0,11.0,4,2022
Joshua Kelley,13750,HB,LAC,1,2,0,27,,0,,,0,0,,0,0,0,,56.9,0,0,25.0,1,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,0,4.0,0,0.0,,0,0,,0,0,0,,55.8,0,0,0.0,0,5,0,100.0,5,39.6,1,50.0,0,0,0,,,0.0,4,2022
Darius Slayton,25578,WR,NYG,1,2,0,21,,0,,,0,0,,0,0,0,,54.9,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,27.0,1,50.0,,0,0,0.0,0,1,0,64.7,63.7,1,11,0.0,0,11,1,90.9,10,27.1,2,100.0,0,11,7,7.0,11.0,1.1,4,2022
Julio Jones,6158,WR,TB,1,2,0,30,,0,,,0,0,,0,0,0,,54.4,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,0,25.0,0,50.0,,0,0,0.0,0,1,0,64.7,67.1,0,7,0.0,0,8,1,100.0,8,58.3,2,100.0,0,7,5,5.0,7.0,0.88,4,2022
Trevon Wesco,42018,TE,CHI,1,2,0,6,2.0,0,0.0,,0,0,100.0,1,0,0,27.9,28.8,0,0,50.0,1,2,0,50.0,1,39.6,1,50.0,0,0,0,,,0.0,0,12.0,1,100.0,,0,0,0.0,0,1,0,64.7,76.7,0,23,0.0,0,4,1,100.0,4,118.8,1,50.0,0,23,11,11.0,23.0,5.75,4,2022
Chris Moore,10741,WR,HST,1,2,0,13,3.0,0,0.0,0.0,0,1,,0,0,0,,53.8,0,0,0.0,0,10,0,90.0,9,39.6,1,50.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,53.3,0,0,0.0,0,11,0,90.9,10,0.0,0,0.0,0,0,0,,,0.0,4,2022
Mecole Hardman,42683,WR,KC,1,2,0,16,,0,,,0,0,,0,0,0,,57.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,4.0,0,50.0,,0,0,0.0,0,0,0,64.7,53.9,0,4,0.0,0,14,1,100.0,14,56.3,2,100.0,0,4,7,7.0,4.0,0.29,4,2022
Ezekiel Elliott,10638,HB,DAL,1,2,0,9,-3.0,1,100.0,,0,0,0.0,0,1,0,64.7,78.2,0,31,16.7,1,6,1,83.3,5,118.8,1,50.0,0,31,34,34.0,31.0,6.2,0,0.0,0,100.0,,0,0,0.0,0,0,0,64.7,57.2,0,1,25.0,3,12,1,66.7,8,79.2,1,50.0,0,1,1,1.0,1.0,0.13,4,2022
Robert Tonyan,12193,TE,GB,1,2,0,12,,0,,,0,0,,0,0,0,,51.6,0,0,0.0,0,13,0,92.3,12,0.0,0,0.0,0,0,0,,,0.0,0,9.5,0,100.0,100.0,1,1,0.0,0,1,0,68.3,84.7,0,20,0.0,0,8,2,100.0,8,152.1,2,100.0,1,22,4,2.0,11.0,2.75,4,2022
Ray-Ray McCloud III,47895,WR,SF,1,2,0,28,-1.0,0,100.0,,0,0,0.0,0,0,0,64.7,60.8,0,6,0.0,0,1,1,100.0,1,91.7,1,50.0,0,6,7,7.0,6.0,6.0,0,36.0,0,0.0,,0,0,,0,0,0,,55.1,0,0,0.0,0,4,0,100.0,4,39.6,1,50.0,0,0,0,,,0.0,4,2022
Michael Gallup,26075,WR,DAL,1,2,0,9,,0,,,0,0,,0,0,0,,56.2,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,0,15.0,0,100.0,100.0,1,1,0.0,0,1,0,64.7,63.8,0,15,0.0,0,13,1,76.9,10,118.8,1,50.0,0,15,0,0.0,15.0,1.5,4,2022
Olamide Zaccheaus,44920,WR,ATL,1,2,0,2,11.0,0,100.0,,0,0,0.0,0,1,0,64.7,57.7,0,13,0.0,0,4,1,100.0,4,118.8,1,50.0,0,13,2,2.0,13.0,3.25,0,23.0,1,100.0,,0,0,0.0,0,1,0,64.7,84.7,0,42,0.0,0,4,1,100.0,4,118.8,1,50.0,0,42,19,19.0,42.0,10.5,4,2022
Equanimeous St. Brown,47967,WR,CHI,1,2,0,6,4.0,0,0.0,,0,0,,0,0,0,,53.6,0,0,0.0,0,18,0,94.4,17,39.6,1,50.0,0,0,0,,,0.0,0,19.0,0,0.0,0.0,0,1,,0,0,0,,52.9,0,0,0.0,0,14,0,100.0,14,39.6,1,50.0,0,0,0,,,0.0,4,2022
Nick Chubb,45783,HB,CLV,1,2,0,8,,0,,,0,0,,0,0,0,,55.5,0,0,20.0,1,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,0,-1.0,0,100.0,,0,0,0.0,0,1,0,68.3,60.3,0,9,10.0,1,10,2,90.0,9,85.4,2,100.0,0,9,11,5.5,4.5,1.0,4,2022
Saquon Barkley,45791,HB,NYG,1,2,0,21,-9.0,1,100.0,,0,0,0.0,0,1,0,64.7,81.7,0,15,14.3,1,7,1,71.4,5,118.8,1,50.0,0,15,24,24.0,15.0,3.0,0,0.0,0,100.0,,0,0,0.0,0,0,0,64.7,57.2,0,1,18.8,3,16,1,68.8,11,79.2,1,50.0,0,1,1,1.0,1.0,0.09,4,2022
Nyheim Hines,48103,HB,IND,1,2,0,14,,0,,,0,0,,0,0,0,,56.9,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,0.0,0,100.0,100.0,1,1,0.0,0,0,0,68.3,58.9,0,6,10.0,1,10,2,90.0,9,79.2,2,100.0,0,3,3,1.5,1.5,0.33,4,2022
Tanner Hudson,66924,TE,NYG,1,2,0,21,,0,,,0,0,,0,0,0,,51.6,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,0,11.0,0,50.0,0.0,0,1,0.0,0,1,0,64.7,55.8,0,18,0.0,0,12,1,100.0,12,81.3,2,100.0,0,18,9,9.0,18.0,1.5,4,2022
Kenneth Gainwell,77737,HB,PHI,1,2,0,24,4.0,0,0.0,,0,0,100.0,1,0,0,28.0,25.8,0,0,0.0,0,2,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0,0,-6.0,0,100.0,,0,0,0.0,0,0,0,64.7,53.8,0,-2,0.0,0,9,1,100.0,9,79.2,1,50.0,0,-2,4,4.0,-2.0,-0.22,4,2022
Dante Pettis,48113,WR,CHI,1,2,0,6,20.0,0,0.0,0.0,0,1,,0,0,0,,54.2,0,0,0.0,0,13,0,100.0,13,39.6,2,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,55.2,0,0,0.0,0,11,0,100.0,11,0.0,0,0.0,0,0,0,,,0.0,4,2022
Eric Saubert,11929,TE,DEN,1,2,0,10,,0,,,0,0,,0,0,0,,55.8,0,0,25.0,1,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,0,18.0,0,100.0,,0,0,0.0,0,1,0,64.7,58.3,0,25,0.0,0,22,1,86.4,19,118.8,1,50.0,0,25,7,7.0,25.0,1.32,4,2022
Justice Hill,45865,HB,BLT,1,2,0,3,-2.0,0,100.0,,0,0,0.0,0,1,0,64.7,68.1,0,2,33.3,2,6,1,66.7,4,79.2,1,50.0,0,2,4,4.0,2.0,0.5,0,-4.0,0,100.0,,0,0,0.0,0,0,0,64.7,61.5,0,10,20.0,1,5,1,80.0,4,108.3,1,50.0,0,10,14,14.0,10.0,2.5,4,2022
DeVante Parker,9447,WR,NE,1,2,0,19,,0,,,0,0,,0,0,0,,56.5,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,0,7.0,0,100.0,,0,0,0.0,0,1,0,68.3,66.8,0,25,0.0,0,18,2,100.0,18,156.3,2,100.0,1,24,10,5.0,12.0,1.33,4,2022
Khalil Shakir,84140,WR,BUF,1,2,0,4,-2.0,0,100.0,,0,0,0.0,0,1,0,64.7,70.3,0,14,0.0,0,5,1,100.0,5,118.8,1,50.0,0,14,16,16.0,14.0,2.8,0,10.0,0,100.0,,0,0,0.0,0,1,0,64.7,70.5,0,9,0.0,0,6,1,83.3,5,104.2,1,50.0,0,9,-1,-1.0,9.0,1.8,4,2022
Kareem Hunt,11841,HB,CLV,1,2,0,8,,0,,,0,0,,0,0,0,64.7,56.4,0,0,30.0,3,10,0,60.0,6,0.0,0,0.0,0,0,0,,,0.0,0,2.5,2,100.0,,0,0,0.0,0,1,0,68.3,72.6,0,11,16.7,2,12,2,83.3,10,106.3,2,100.0,0,19,14,7.0,9.5,1.9,4,2022
Dalvin Cook,11796,HB,MIN,1,2,0,18,2.0,0,100.0,,0,0,0.0,0,1,0,64.7,77.8,0,9,25.0,2,8,1,75.0,6,104.2,1,50.0,0,9,7,7.0,9.0,1.5,0,-3.0,0,100.0,,0,0,0.0,0,0,0,64.7,56.2,0,1,7.1,1,14,1,92.9,13,79.2,1,50.0,0,1,4,4.0,1.0,0.08,4,2022
K.J. Osborn,23503,WR,MIN,1,2,0,18,5.5,0,50.0,,0,0,0.0,0,1,0,64.7,63.1,0,6,0.0,0,11,1,81.8,9,56.3,2,100.0,0,6,1,1.0,6.0,0.67,0,,0,,,0,0,,0,0,0,64.7,58.1,0,0,0.0,0,25,0,92.0,23,0.0,0,0.0,0,0,0,,,0.0,4,2022
Jarvis Landry,8698,WR,NO,1,2,0,20,,0,,,0,0,,0,0,0,,57.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,5.0,0,100.0,,0,0,0.0,0,0,0,64.7,54.5,0,6,0.0,0,11,1,90.9,10,91.7,1,50.0,0,6,1,1.0,6.0,0.6,4,2022
Ashton Dulin,91479,WR,IND,1,2,0,14,7.0,0,100.0,,0,0,0.0,0,1,0,64.7,75.8,0,10,33.3,1,3,1,33.3,1,108.3,1,50.0,0,10,3,3.0,10.0,10.0,0,,0,,,0,0,,0,0,0,,55.7,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,4,2022
Michael Bandy,91824,WR,LAC,1,2,0,27,,0,,,0,0,,0,0,0,,57.3,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,0,22.5,0,100.0,,0,0,0.0,0,2,0,68.3,78.5,0,25,0.0,0,7,2,100.0,7,118.8,2,100.0,0,49,4,2.0,24.5,7.0,4,2022
Colby Parkinson,52266,TE,SEA,1,2,0,29,,0,,,0,0,,0,0,0,,55.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,1.0,0,100.0,,0,0,0.0,0,2,0,68.3,92.1,0,15,20.0,1,5,2,60.0,3,118.8,2,100.0,0,28,26,13.0,14.0,9.33,4,2022
Justin Jackson,29539,HB,DET,1,2,0,11,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-8.0,0,100.0,,0,0,0.0,0,0,0,64.7,63.0,0,2,0.0,0,3,1,100.0,3,79.2,1,50.0,0,2,10,10.0,2.0,0.67,4,2022
Jordan Akins,47050,TE,HST,1,2,0,13,7.0,1,100.0,100.0,1,1,0.0,0,1,0,68.3,87.7,0,30,12.5,1,8,2,87.5,7,118.8,2,100.0,0,33,19,9.5,16.5,4.71,0,,0,,,0,0,,0,0,0,,53.7,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0,4,2022
David Sills,34579,WR,NYG,1,2,0,21,,0,,,0,0,,0,0,0,,54.9,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,0,6.5,0,50.0,,0,0,50.0,1,0,0,29.9,55.7,0,5,0.0,0,13,1,76.9,10,56.3,2,100.0,0,5,1,1.0,5.0,0.5,4,2022
Tony Pollard,27126,HB,DAL,1,2,0,9,,0,,,0,0,,0,0,0,,59.7,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,0,,0,,,0,0,,0,0,0,,57.7,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,4,2022
Clyde Edwards-Helaire,57279,HB,KC,1,2,0,16,5.0,0,0.0,,0,0,100.0,1,0,0,27.9,27.5,0,0,0.0,0,3,0,100.0,3,39.6,1,50.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,52.1,0,0,5.9,1,17,0,94.1,16,0.0,0,0.0,0,0,0,,,0.0,4,2022
Chris Evans,27303,HB,CIN,1,1,0,7,25.0,0,0.0,,0,0,,0,0,0,,59.9,0,0,0.0,0,1,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,59.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4,2022
Michael Strachan,143358,WR,IND,1,1,0,14,8.0,0,0.0,,0,0,,0,0,0,,56.6,0,0,0.0,0,3,0,100.0,3,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,56.5,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,4,2022
Ko Kieft,41372,TE,TB,1,1,0,30,16.0,0,100.0,100.0,1,1,0.0,0,1,0,64.7,94.6,0,19,0.0,0,1,1,100.0,1,118.8,1,100.0,0,19,3,3.0,19.0,19.0,0,,0,,,0,0,,0,0,0,,58.2,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,4,2022
Khalil Herbert,41668,HB,CHI,1,1,0,6,,0,,,0,0,,0,0,0,,54.8,0,0,50.0,8,16,0,43.8,7,0.0,0,0.0,0,0,0,,,0.0,0,-1.0,0,100.0,,0,0,0.0,0,1,0,64.7,68.5,0,24,18.2,2,11,1,81.8,9,118.8,1,100.0,0,24,25,25.0,24.0,2.67,4,2022
Kenneth Walker III,97199,HB,SEA,1,1,0,29,-6.0,0,100.0,,0,0,0.0,0,0,0,64.7,63.1,0,-5,25.0,1,4,1,75.0,3,79.2,1,100.0,0,-5,1,1.0,-5.0,-1.67,0,,0,,,0,0,,0,0,0,,57.7,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,4,2022
Greg Dortch,42237,WR,ARZ,1,1,0,1,,0,,,0,0,,0,0,0,,54.0,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,6.0,0,100.0,100.0,1,1,0.0,0,1,0,64.7,62.6,0,6,0.0,0,13,1,92.3,12,91.7,1,100.0,0,6,0,0.0,6.0,0.5,4,2022
Lil'Jordan Humphrey,42247,WR,NE,1,1,0,19,,0,,,0,0,,0,0,0,,57.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,-2.0,0,100.0,,0,0,0.0,0,0,0,64.7,69.1,0,9,0.0,0,6,1,100.0,6,104.2,1,100.0,0,9,11,11.0,9.0,1.5,4,2022
Charlie Woerner,42257,TE,SF,1,1,0,28,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,21.0,0,0.0,,0,0,,0,0,0,,56.0,0,0,25.0,1,4,0,75.0,3,39.6,1,100.0,0,0,0,,,0.0,4,2022
Noah Fant,42388,TE,SEA,1,1,0,29,1.0,0,100.0,,0,0,0.0,0,1,0,68.3,86.1,0,2,11.1,1,9,1,77.8,7,118.8,1,100.0,1,2,1,1.0,2.0,0.29,0,,0,,,0,0,,0,0,0,64.7,71.0,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0,4,2022
Brandon Bolden,7469,HB,LV,1,1,0,23,,0,,,0,0,,0,0,0,,58.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,59.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,4,2022
Cole Beasley,7330,WR,TB,1,1,0,30,,0,,,0,0,,0,0,0,,58.7,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-3.0,0,100.0,,0,0,0.0,0,0,0,64.7,59.7,0,5,0.0,0,3,1,100.0,3,87.5,1,100.0,0,5,8,8.0,5.0,1.67,4,2022
Alexander Mattison,45817,HB,MIN,1,1,0,18,,0,,,0,0,,0,0,0,,56.1,0,0,50.0,3,6,0,33.3,2,0.0,0,0.0,0,0,0,,,0.0,0,-1.0,1,100.0,,0,0,0.0,0,1,0,64.7,77.3,0,15,7.1,1,14,1,78.6,11,158.3,1,100.0,1,15,16,16.0,15.0,1.36,4,2022
Josiah Deguara,47034,TE,GB,1,1,0,12,-7.0,0,0.0,,0,0,,0,0,0,,59.6,0,0,0.0,0,1,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,58.2,0,0,50.0,2,4,0,50.0,2,0.0,0,0.0,0,0,0,,,0.0,4,2022
Ross Dwelley,20994,TE,SF,1,1,0,28,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,3.0,0,0.0,0.0,0,1,,0,0,0,,59.9,0,0,50.0,1,2,0,50.0,1,39.6,1,100.0,0,0,0,,,0.0,4,2022
Mitchell Wilcox,47234,TE,CIN,1,1,0,7,3.0,1,100.0,,0,0,0.0,0,1,0,64.7,93.0,0,18,50.0,2,4,1,50.0,2,118.8,1,100.0,0,18,15,15.0,18.0,9.0,0,,0,,,0,0,,0,0,0,,55.9,0,0,25.0,1,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,4,2022
Kendall Blanton,47311,TE,LA,1,1,0,26,,0,,,0,0,,0,0,0,,59.1,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,6.0,0,100.0,,0,0,0.0,0,0,0,64.7,57.0,0,7,0.0,0,4,1,100.0,4,95.8,1,100.0,0,7,1,1.0,7.0,1.75,4,2022
River Cracraft,47417,WR,MIA,1,1,0,17,17.0,0,0.0,,0,0,,0,0,0,,59.1,0,0,0.0,0,2,0,100.0,2,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,58.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,4,2022
Zach Pascal,12303,WR,PHI,1,1,0,24,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,14.0,0,0.0,,0,0,,0,0,0,27.9,36.2,1,0,0.0,0,6,0,83.3,5,0.0,1,100.0,0,0,0,,,0.0,4,2022
