player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,week,year
Devonte Wyatt,82268,DI,GB,1,0,0,,0,0,12,,49.7,71.0,60.0,54.1,66.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,5,5,0,5,0,0,0,0,1,4,0,1,1,0,0,0,0,0,,4,2022
Marquan McCall,82301,DI,CAR,1,1,0,,0,0,5,,29.8,74.2,55.7,32.2,67.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,15,15,4,11,0,0,0,0,7,8,0,0,0,0,0,0,0,0,,4,2022
Aidan Hutchinson,82330,ED,DET,1,1,0,,0,0,11,60.0,64.3,12.8,66.2,66.3,74.0,2,1,0,,0.0,0,0,1,0.0,0,0,0,0,1,54,54,0,0,54,0,0,0,25,28,0,3,3,0,3,0,0,0,,4,2022
Cameron Thomas,82387,ED,ARZ,1,0,0,,0,0,1,,77.6,72.1,69.0,63.9,70.5,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,9,9,0,0,9,0,0,0,6,3,0,1,1,0,0,0,0,0,,4,2022
Kingsley Enagbare,82409,ED,GB,1,0,0,,0,0,12,60.5,28.8,72.6,54.3,29.4,,0,0,0,,,0,0,0,0.0,0,0,0,0,2,11,10,0,0,10,0,0,1,4,5,1,0,0,0,0,0,0,0,,4,2022
Daviyon Nixon,82488,DI,CAR,1,0,0,,0,0,5,,50.3,73.3,55.0,53.9,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,13,13,0,12,0,1,0,0,7,6,0,0,0,0,0,0,0,0,,4,2022
Tommy Togiai,82501,DI,CLV,1,0,0,,0,0,8,,26.8,0.0,55.2,27.9,19.6,0,0,0,,100.0,1,0,1,0.0,0,0,0,0,0,37,37,4,31,0,2,0,0,10,27,0,0,0,0,0,0,0,0,,4,2022
Quay Walker,82547,LB,GB,1,4,0,,0,0,12,66.5,38.5,72.5,59.6,31.7,66.3,0,1,0,,11.1,1,0,0,0.0,0,0,48,0,12,50,1,0,0,1,0,0,49,8,30,1,1,4,0,1,0,0,0,,4,2022
Patrick Surtain II,83119,CB,DEN,1,0,0,58.3,0,0,10,82.0,81.6,78.5,,69.0,80.5,0,0,0,20.0,0.0,0,2,0,71.9,7,0,6,67,40,75,0,0,0,0,0,0,75,0,35,2,2,7,12,0,0,61,10,8.7,4,2022
Roger McCreary,83176,CB,TEN,1,1,0,85.7,2,0,31,62.7,54.7,0.0,51.9,50.1,80.8,0,0,0,18.0,0.0,0,0,2,137.2,6,0,7,10,37,65,0,0,0,0,0,0,65,5,23,48,4,6,7,0,1,52,25,8.7,4,2022
Tyson Campbell,83217,CB,JAX,1,2,0,50.0,0,0,15,58.7,62.3,80.2,,70.2,45.2,0,0,0,13.0,0.0,0,1,0,68.8,2,0,3,71,33,82,3,0,0,3,0,0,79,0,49,5,1,2,4,0,0,24,7,12.0,4,2022
Kerby Joseph,83239,S,DET,1,1,0,66.7,0,0,11,73.5,66.5,77.4,,39.8,82.0,0,0,0,17.0,0.0,0,0,0,127.8,2,0,11,0,35,67,4,0,0,4,0,46,63,0,32,6,1,3,3,0,1,22,0,11.0,4,2022
Greg Newsome II,83341,CB,CLV,1,0,0,100.0,0,0,8,52.6,54.1,76.4,,57.9,29.6,0,0,0,13.0,33.3,1,0,0,114.6,2,0,6,39,20,55,0,0,0,0,0,0,55,0,35,10,0,2,2,0,0,23,4,11.5,4,2022
Jaycee Horn,83375,CB,CAR,1,1,1,50.0,0,0,5,68.4,63.7,77.5,73.9,43.0,56.5,0,0,0,6.0,14.3,1,0,0,56.3,2,0,13,44,36,74,4,0,0,4,0,0,70,3,35,13,0,5,4,0,0,12,9,6.0,4,2022
Israel Mukuamu,83377,S,DAL,1,1,0,66.7,0,0,9,62.0,68.3,71.2,66.7,67.6,81.5,1,0,0,7.0,0.0,0,0,0,74.3,2,0,17,0,21,28,0,0,0,0,0,0,28,0,7,11,2,5,3,1,0,12,5,6.0,4,2022
Kyler Gordon,83451,CB,CHI,1,1,0,33.3,0,1,6,29.6,39.7,77.5,,69.4,81.0,0,0,0,9.0,0.0,0,0,2,42.4,1,0,9,31,26,65,3,0,0,3,0,0,62,0,39,22,1,5,3,0,0,9,0,9.0,4,2022
Jevon Holland,83873,S,MIA,1,2,0,0.0,0,0,17,51.3,56.8,76.5,60.0,74.2,83.1,0,0,0,,0.0,0,0,0,39.6,0,0,11,0,35,63,0,0,0,0,0,49,63,1,27,3,1,3,1,0,0,0,0,,4,2022
Talanoa Hufanga,83903,S,SF,1,1,0,50.0,0,0,28,76.7,78.4,76.2,58.3,61.1,46.0,0,0,1,12.0,20.0,1,0,0,24.0,2,0,22,1,56,74,1,0,0,1,0,42,73,1,17,8,1,3,4,0,0,19,9,9.5,4,2022
Kyle Dugger,90621,S,NE,1,1,0,100.0,0,0,19,46.7,53.7,73.9,,72.6,76.4,0,0,0,20.0,0.0,0,0,0,158.3,1,0,18,5,28,42,3,0,0,3,0,6,39,0,14,10,0,2,1,0,1,20,0,20.0,4,2022
De'Shaan Dixon,91129,ED,JAX,1,0,0,,0,0,15,,60.0,67.5,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,,4,2022
Deonte Harty,91470,WR,NO,1,0,0,,0,0,20,60.7,70.2,60.0,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,4,2022
E.J. Speed,94351,LB,IND,1,1,0,,0,0,14,65.7,79.6,71.6,,76.2,74.0,0,0,0,,0.0,0,0,0,0.0,0,0,9,0,6,18,8,0,0,8,0,0,10,0,12,1,1,2,0,0,0,0,0,,4,2022
Jordan Davis,94854,DI,PHI,1,2,0,,0,0,24,,60.6,73.9,56.1,61.7,70.8,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,17,17,14,3,0,0,0,0,8,9,0,1,2,0,1,0,0,0,,4,2022
Daxton Hill,97519,S,CIN,1,0,0,,0,0,7,60.0,60.2,63.3,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,4,2022
Martin Emerson,97872,CB,CLV,1,0,0,0.0,0,0,8,62.4,63.0,71.9,,60.0,72.8,0,0,0,,0.0,0,0,0,39.6,0,0,0,10,8,10,0,0,0,0,0,0,10,0,2,0,0,1,2,0,0,0,0,,4,2022
Derek Stingley Jr.,98253,CB,HST,1,0,0,77.8,0,0,13,60.4,59.6,78.3,,55.0,61.9,0,0,0,20.0,16.7,1,0,0,100.0,7,0,0,57,38,61,0,0,0,0,0,0,61,0,23,4,1,5,9,0,0,72,30,10.3,4,2022
Alex Wright,98318,ED,CLV,1,1,0,,0,0,8,,38.9,79.6,52.4,39.4,43.2,0,2,0,,20.0,1,0,0,0.0,0,0,0,0,0,45,45,0,0,41,4,0,0,18,27,0,1,3,0,2,0,0,0,,4,2022
George Karlaftis,98319,ED,KC,1,0,0,50.0,0,0,16,53.5,48.1,79.5,55.4,54.1,72.1,0,0,0,7.0,0.0,0,0,0,58.3,1,0,0,0,3,39,39,1,1,33,4,0,0,30,6,0,1,2,2,0,0,7,5,7.0,4,2022
Kayvon Thibodeaux,98444,ED,NYG,1,0,0,,0,0,21,64.0,58.8,0.0,59.6,65.6,72.8,1,3,0,,0.0,0,0,1,0.0,0,0,2,0,4,46,43,0,0,43,0,0,3,26,16,1,1,2,0,4,0,0,0,,4,2022
Kaiir Elam,98693,CB,BUF,1,1,0,0.0,0,0,4,62.8,65.0,79.2,,68.9,77.9,0,0,0,,0.0,0,0,0,39.6,0,0,2,63,43,69,4,0,0,4,0,0,65,0,26,0,1,3,1,0,0,0,0,,4,2022
Lewis Cine,98879,S,MIN,1,0,0,,0,0,18,60.0,60.0,62.6,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,4,2022
Brandin Echols,98900,CB,NYJ,1,0,0,,0,0,22,,60.0,64.1,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,4,2022
DeMarvin Leal,98919,ED,PIT,1,2,0,,0,0,25,,64.1,75.6,64.0,60.6,33.9,0,2,0,,20.0,1,0,0,0.0,0,0,0,0,0,27,27,0,1,24,2,0,0,14,13,0,2,2,0,2,0,0,0,,4,2022
Travon Walker,98940,ED,JAX,1,0,0,,0,0,15,58.0,51.6,79.8,48.5,55.5,29.0,0,1,0,,28.6,2,0,0,0.0,0,0,0,0,5,71,69,0,0,67,2,0,2,21,45,2,3,5,0,1,0,0,0,,4,2022
Jermaine Johnson II,99015,ED,NYJ,1,1,0,,0,0,22,,80.0,77.7,67.6,74.5,73.8,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,22,22,0,1,21,0,0,0,10,12,0,2,2,0,1,0,0,0,,4,2022
Sam Williams,99106,ED,DAL,1,1,0,,0,0,9,61.2,63.1,74.5,63.6,46.4,72.3,1,0,0,,0.0,0,0,0,0.0,0,0,1,0,0,17,16,0,1,10,5,0,1,12,5,0,1,1,0,1,0,0,0,,4,2022
Sauce Gardner,100903,CB,NYJ,1,2,0,28.6,0,0,22,73.8,69.1,76.7,,49.3,44.5,0,0,0,5.0,25.0,1,1,0,39.6,2,0,8,55,37,64,1,0,0,1,0,0,63,0,27,0,1,1,7,0,0,9,6,4.5,4,2022
Dane Belton,101398,S,NYG,1,1,0,0.0,0,0,21,42.9,44.5,76.4,57.9,63.4,81.9,0,1,0,,0.0,0,0,1,39.6,0,0,15,2,27,46,2,0,0,2,0,16,44,2,17,11,1,3,2,1,0,0,0,,4,2022
Leo Chenal,101463,LB,KC,1,0,0,,0,0,16,61.2,72.4,67.2,,63.4,,0,0,0,,,0,0,0,0.0,0,0,3,0,2,4,1,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,,4,2022
Jaquan Brisker,101665,S,CHI,1,1,0,100.0,0,0,6,52.8,53.0,77.4,56.4,57.2,60.6,0,0,0,12.0,0.0,0,1,0,102.8,3,1,28,0,20,65,22,0,0,22,0,8,43,6,39,7,1,3,3,1,0,26,8,8.7,4,2022
Kyle Hamilton,102684,S,BLT,1,0,0,,0,0,3,65.4,66.7,71.7,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,1,14,16,0,0,0,0,0,6,16,0,2,9,0,0,0,0,0,0,0,,4,2022
Prince Emili,106599,DI,BUF,1,2,1,,0,0,4,60.0,79.0,74.1,62.8,75.4,69.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,20,20,0,17,0,3,0,0,8,12,0,1,1,0,0,0,0,0,,4,2022
Rodney Thomas II,108389,S,IND,1,0,0,50.0,0,0,14,51.2,45.3,78.6,,49.7,80.7,0,0,0,7.0,0.0,0,0,0,97.9,1,0,2,0,29,54,0,0,0,0,0,49,54,0,25,3,0,2,2,0,1,7,0,7.0,4,2022
Michael Hoecht,108840,DI,LA,1,0,0,,0,0,26,,60.0,67.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,4,2022
Dee Alford,110542,CB,ATL,1,0,0,60.0,0,0,2,91.8,92.0,74.0,59.0,60.0,85.7,0,0,1,42.0,0.0,0,0,0,64.6,3,0,0,1,14,17,0,0,0,0,0,1,17,1,2,15,1,3,5,0,0,67,2,22.3,4,2022
Perrion Winfrey,122952,DI,CLV,1,0,0,,0,0,8,,62.5,74.0,66.8,58.4,66.8,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,16,16,0,14,0,2,0,0,5,11,0,1,1,0,1,0,0,0,,4,2022
Jaylen Watson,131960,CB,KC,1,0,0,80.0,1,0,16,50.2,51.0,77.2,60.0,60.0,49.4,0,0,0,19.0,16.7,1,0,1,132.9,8,0,2,53,52,56,1,0,0,1,0,0,55,1,3,0,0,5,10,0,1,79,28,9.9,4,2022
Kader Kohou,156070,CB,MIA,1,0,0,57.1,0,0,17,69.2,69.5,77.2,60.0,66.8,81.1,0,0,0,43.0,0.0,0,1,0,94.3,4,0,3,7,30,49,0,0,0,0,0,0,49,1,18,39,3,7,7,0,0,75,19,18.8,4,2022
Christian Matthew,156140,CB,ARZ,1,0,0,,0,0,1,60.7,70.2,60.4,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,4,2022
Calais Campbell,4364,DI,BLT,1,1,0,,0,0,3,62.7,72.0,77.1,63.2,63.3,67.3,2,1,0,,0.0,0,0,0,0.0,0,0,0,0,1,40,40,12,20,1,7,0,0,30,9,0,0,0,0,3,0,0,0,,5,2022
Tyson Alualu,5535,DI,PIT,1,0,0,,0,0,25,,37.0,73.9,52.5,44.1,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,15,15,3,9,1,2,0,0,12,3,0,0,0,0,0,0,0,0,,5,2022
Brandon Graham,5538,ED,PHI,1,0,0,,0,0,24,62.5,90.2,78.6,90.0,65.9,69.9,0,1,0,,0.0,0,0,0,0.0,0,0,2,0,2,33,31,0,0,31,0,0,2,22,9,0,0,1,0,1,0,0,0,,5,2022
Jason Pierre-Paul,5540,ED,BLT,1,1,2,,0,0,3,62.5,73.5,79.3,80.3,50.1,32.6,0,0,0,,50.0,1,0,0,0.0,0,1,0,0,3,45,45,0,1,43,1,0,0,29,13,0,1,0,0,1,0,0,0,,5,2022
Kareem Jackson,5545,S,DEN,1,3,0,50.0,0,0,10,60.0,64.4,85.2,,69.8,72.7,0,0,0,11.0,12.5,1,0,0,66.7,1,0,12,0,53,79,0,0,0,0,0,64,79,0,26,3,0,4,2,0,0,11,3,11.0,5,2022
Devin McCourty,5552,S,NE,1,1,0,,0,0,19,65.8,66.1,76.5,,58.3,80.1,0,0,0,,0.0,0,0,0,0.0,0,0,10,1,34,58,1,0,0,1,0,42,57,0,24,4,0,2,0,0,0,0,0,,5,2022
Jerry Hughes,5556,ED,HST,1,0,0,,0,0,13,,59.6,80.8,57.4,60.5,69.2,0,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,48,48,0,0,48,0,0,0,33,15,0,0,1,0,3,0,0,0,,5,2022
Carlos Dunlap,5579,ED,KC,1,0,0,,0,0,16,60.3,45.2,79.8,57.6,39.1,20.7,0,1,0,,100.0,1,0,0,0.0,0,0,0,0,3,37,37,0,0,35,2,0,0,17,17,0,0,0,0,1,0,0,0,,5,2022
Corey Peters,5607,DI,JAX,1,1,0,,0,0,15,60.0,59.0,76.0,54.3,60.1,71.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,25,25,9,16,0,0,0,0,9,16,0,1,3,0,0,0,0,0,,5,2022
Al Woods,5646,DI,SEA,1,2,0,,0,0,29,,74.7,73.8,67.5,69.3,73.1,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,20,20,13,7,0,0,0,0,5,15,0,3,2,0,1,0,0,0,,5,2022
Von Miller,6154,ED,BUF,1,0,0,,0,0,4,,64.4,0.0,66.2,69.1,70.5,1,1,0,,,0,0,1,0.0,0,1,1,0,0,37,36,0,0,36,0,0,1,32,5,0,1,0,0,3,0,0,0,,5,2022
Patrick Peterson,6157,CB,MIN,1,0,0,100.0,0,0,18,49.9,53.1,76.0,,66.2,77.8,0,0,0,18.0,0.0,0,0,1,116.7,2,0,5,45,32,50,0,0,0,0,0,0,50,0,18,0,2,4,2,0,0,24,6,12.0,5,2022
J.J. Watt,6163,ED,ARZ,1,0,0,,0,0,1,,66.9,79.9,67.3,60.0,67.4,1,2,0,,,0,0,0,0.0,0,1,1,0,0,55,54,0,6,30,18,0,1,26,29,0,1,0,0,4,0,0,0,,5,2022
Robert Quinn,6166,ED,CHI,1,0,0,100.0,0,0,6,60.0,29.9,7.7,56.5,29.7,20.9,0,3,0,13.0,100.0,1,0,1,118.8,1,0,0,0,1,50,50,0,0,48,2,0,0,33,16,0,0,0,1,3,0,13,10,13.0,5,2022
Cameron Jordan,6176,ED,NO,1,1,0,,0,0,20,,60.7,77.9,59.0,60.6,29.8,0,1,0,,33.3,1,0,0,0.0,0,2,0,0,0,35,35,0,0,31,4,0,0,24,11,0,3,1,0,3,0,0,0,,5,2022
Cameron Heyward,6183,DI,PIT,1,2,0,,0,1,25,67.5,92.4,76.6,52.6,88.6,36.8,0,1,0,,20.0,1,0,0,0.0,0,0,0,0,0,40,40,2,30,1,7,0,0,28,12,0,1,2,0,1,0,0,0,,5,2022
Chris Harris Jr.,6457,CB,NO,1,0,0,,0,0,20,62.6,63.5,67.4,,60.0,,0,0,0,,,0,0,0,0.0,0,0,2,0,3,6,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,0,0,,5,2022
Josh Bynes,6503,LB,BLT,1,0,0,100.0,0,0,3,41.5,53.9,74.8,67.9,66.9,78.3,0,0,0,19.0,0.0,0,0,0,158.3,1,1,41,1,18,43,0,0,0,0,0,0,43,5,20,1,2,4,1,1,1,19,5,19.0,5,2022
Mario Addison,6558,ED,HST,1,2,0,,0,0,13,,57.0,80.0,58.5,54.8,71.9,0,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,47,47,0,0,44,3,0,0,35,12,0,0,0,0,3,0,0,0,,5,2022
Stephon Gilmore,7016,CB,IND,1,0,0,55.6,0,0,14,90.3,90.0,78.8,,67.2,79.0,0,0,1,51.0,0.0,0,1,0,43.1,5,0,2,71,46,73,0,0,0,0,0,0,73,0,27,0,1,5,9,0,0,74,18,14.8,5,2022
Fletcher Cox,7018,DI,PHI,1,0,0,,0,0,24,,56.0,78.0,66.0,42.2,,1,1,0,,,0,0,0,0.0,0,0,0,0,0,48,48,4,32,0,12,0,0,35,13,0,0,0,0,2,0,0,0,,5,2022
Michael Brockers,7020,DI,DET,1,0,0,,0,0,11,,30.2,72.8,60.0,36.3,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,11,11,0,3,2,6,0,0,1,10,0,0,0,0,0,0,0,0,,5,2022
Melvin Ingram III,7024,ED,MIA,1,0,0,,0,0,17,60.8,65.4,0.0,57.0,77.5,72.8,0,2,0,,0.0,0,0,1,0.0,0,0,1,0,2,36,34,0,0,34,0,0,2,15,19,1,1,1,0,2,0,0,0,,5,2022
Chandler Jones,7027,ED,LV,1,1,0,,1,0,23,72.2,64.1,11.5,60.5,64.7,33.6,1,3,0,,28.6,2,0,1,0.0,0,0,0,0,0,61,61,0,0,61,0,0,0,43,18,0,2,4,0,4,0,0,0,,5,2022
Bobby Wagner,7050,LB,LA,1,3,0,0.0,0,0,26,83.1,90.0,76.7,77.8,73.4,82.3,1,0,0,,0.0,0,1,0,39.6,0,0,49,1,13,55,4,0,0,4,0,0,51,6,36,1,2,3,1,1,0,0,0,,5,2022
Lavonte David,7060,LB,TB,1,4,0,,0,0,30,68.1,70.7,74.1,56.2,67.4,81.2,0,0,0,,0.0,0,0,0,0.0,0,0,62,1,34,66,0,0,0,0,0,0,66,3,29,3,1,2,0,0,0,0,0,,5,2022
Casey Hayward Jr.,7064,CB,ATL,1,0,0,28.6,0,0,2,74.6,74.1,78.1,,62.9,29.5,0,0,0,6.0,33.3,1,1,0,39.6,2,0,7,61,52,74,2,0,0,2,0,0,72,0,22,4,1,2,7,0,0,11,2,5.5,5,2022
Demario Davis,7079,LB,NO,1,1,0,0.0,0,0,20,68.7,75.4,74.7,74.7,68.2,57.9,0,1,0,,25.0,1,0,0,39.6,0,1,46,0,32,52,3,0,0,3,0,0,49,2,18,3,1,2,1,2,0,0,0,,5,2022
Rodney McLeod,7271,S,IND,1,0,0,,0,0,14,67.2,69.1,73.0,53.3,66.9,59.9,0,1,0,,16.7,1,0,1,0.0,0,0,44,1,45,73,0,0,0,0,0,21,73,1,27,7,2,5,0,1,0,0,0,,5,2022
Tashaun Gipson Sr.,7288,S,SF,1,1,0,,0,0,28,69.1,76.0,79.5,72.8,70.2,80.9,0,0,0,,0.0,0,0,0,0.0,0,1,3,0,51,70,7,0,0,7,0,51,63,1,18,9,1,3,0,1,0,0,0,,5,2022
Harrison Smith,7641,S,MIN,1,1,0,33.3,0,0,18,63.3,67.6,76.5,,68.8,74.9,0,0,0,30.0,0.0,0,1,0,71.5,1,0,13,0,32,50,0,0,0,0,0,27,50,0,18,10,0,1,3,0,0,30,33,30.0,5,2022
Darius Slay,7817,CB,PHI,1,1,0,85.7,0,0,24,54.5,54.9,77.9,,57.4,42.7,0,0,0,16.0,18.2,2,0,0,101.2,6,0,9,59,45,69,0,0,0,0,0,0,69,0,24,1,1,8,7,0,0,58,38,9.7,5,2022
Jon Bostic,7831,LB,WAS,1,1,0,100.0,0,0,32,43.5,35.7,66.6,,54.3,71.7,0,0,0,24.0,0.0,0,0,0,118.8,1,0,9,0,3,10,1,0,0,1,0,0,9,0,7,0,0,0,1,0,0,24,26,24.0,5,2022
Tyrann Mathieu,7850,S,NO,1,2,0,50.0,0,0,20,47.7,54.0,75.0,59.1,72.3,81.5,0,0,0,6.0,0.0,0,0,0,56.3,1,0,22,0,33,52,5,0,0,5,0,19,47,1,18,6,3,4,2,0,0,6,9,6.0,5,2022
John Jenkins,7863,DI,MIA,1,0,0,,0,0,17,,37.4,71.4,58.8,43.8,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,9,9,5,4,0,0,0,0,2,7,0,0,0,0,0,0,0,0,,5,2022
Duron Harmon,7872,S,LV,1,0,0,,0,0,23,60.3,57.5,77.2,,51.0,57.7,0,0,0,,25.0,1,0,0,0.0,0,0,6,2,48,69,3,0,0,3,0,57,66,0,21,1,0,3,0,0,0,0,0,,5,2022
Akeem Spence,7882,DI,SF,1,1,0,,0,0,28,60.0,57.3,74.0,50.5,65.8,68.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,18,18,2,9,0,7,0,0,15,3,0,1,1,0,0,0,0,0,,5,2022
William Gholston,7908,DI,TB,1,3,0,,0,0,30,60.0,52.7,76.8,62.4,49.8,72.2,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,34,34,0,24,6,4,0,0,14,20,0,0,1,0,1,0,0,0,,5,2022
Oday Aboushi,7923,G,LA,1,0,0,,0,0,26,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,5,2022
Nick Williams,8006,DI,NYG,1,2,0,,0,0,21,60.0,60.1,76.3,65.6,53.9,69.7,1,2,0,,0.0,0,0,0,0.0,0,0,0,0,1,33,33,0,18,3,12,0,0,20,12,0,0,1,0,3,0,0,0,,5,2022
Tony Jefferson,8361,S,NYG,1,1,0,100.0,0,0,21,51.9,49.3,70.9,51.9,62.6,76.9,0,0,0,6.0,0.0,0,0,0,91.7,1,0,12,0,7,13,0,0,0,0,0,1,13,4,2,0,0,2,1,0,0,6,2,6.0,5,2022
Brandon Copeland,8378,ED,BLT,1,2,0,,0,0,3,60.0,48.7,74.4,53.4,51.3,72.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,19,19,0,0,19,0,0,0,9,9,0,0,0,0,0,0,0,0,,5,2022
Chris Banjo,8419,S,ARZ,1,0,0,,0,0,1,60.3,61.6,67.4,,60.0,,0,0,0,,,0,0,0,0.0,0,0,1,0,2,5,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,,5,2022
Mike Purcell,8530,DI,DEN,1,0,0,,0,0,10,60.0,72.0,75.6,64.9,68.0,69.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,30,30,13,13,0,4,0,0,14,16,0,1,2,0,0,0,0,0,,5,2022
Jadeveon Clowney,8636,ED,CLV,1,1,0,,0,0,8,,77.0,80.8,62.6,78.3,74.2,0,5,0,,0.0,0,0,0,0.0,0,0,0,0,0,52,52,0,0,47,5,0,0,28,24,0,4,4,0,5,0,0,0,,5,2022
Khalil Mack,8640,ED,LAC,1,0,0,,0,0,27,62.2,64.4,79.5,59.6,63.8,35.4,1,3,0,,50.0,2,0,0,0.0,0,0,0,0,3,57,54,0,0,54,0,0,3,28,26,3,2,2,0,4,0,0,0,,5,2022
Anthony Barr,8644,LB,DAL,1,1,0,100.0,0,0,9,74.5,75.1,75.9,55.7,66.2,50.3,0,0,0,12.0,14.3,1,0,0,92.7,4,0,28,6,28,42,5,0,0,5,0,0,37,3,11,3,3,5,4,0,0,25,7,6.3,5,2022
Aaron Donald,8648,DI,LA,1,0,0,,0,1,26,,93.3,76.8,93.7,77.0,72.6,1,3,0,,0.0,0,0,0,0.0,0,2,0,0,0,39,39,0,18,5,16,0,0,18,21,0,5,4,0,6,0,0,0,,5,2022
C.J. Mosley,8652,LB,NYJ,1,3,0,83.3,0,0,22,41.2,35.2,76.7,55.9,45.2,44.7,0,0,0,30.0,16.7,2,0,0,105.6,5,0,65,0,39,67,2,0,0,2,0,0,65,2,26,0,1,7,6,0,0,56,7,11.2,5,2022
Jimmie Ward,8665,S,SF,1,0,0,,0,0,28,,60.1,61.5,,60.0,,0,0,0,,,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,5,2022
Bradley Roby,8666,CB,NO,1,0,0,33.3,0,0,20,51.1,52.4,75.0,60.0,60.1,72.8,0,0,0,9.0,0.0,0,0,0,42.4,1,0,0,6,20,29,0,0,0,0,0,1,29,1,8,22,0,1,3,0,0,9,0,9.0,5,2022
Demarcus Lawrence,8669,ED,DAL,1,0,0,,0,0,9,62.7,85.9,78.2,78.5,70.4,74.1,0,6,0,,0.0,0,0,0,0.0,0,0,3,0,2,36,33,0,0,30,3,0,3,27,7,0,2,2,0,6,0,0,0,,5,2022
Kyle Van Noy,8675,ED,LAC,1,0,0,,0,0,27,62.8,51.4,77.0,55.4,50.4,34.9,0,1,0,,33.3,1,0,0,0.0,0,0,3,0,3,37,33,0,0,33,0,0,4,15,19,1,2,2,0,1,0,0,0,,5,2022
Lamarcus Joyner,8676,S,NYJ,1,1,0,,0,0,22,64.7,69.1,77.2,58.5,69.2,79.7,0,0,0,,0.0,0,0,0,0.0,0,0,7,0,40,67,3,0,0,3,0,54,64,1,26,3,0,2,0,0,0,0,0,,5,2022
Christian Kirksey,8706,LB,HST,1,3,0,40.0,0,0,13,71.1,77.7,77.8,,74.9,81.5,0,0,0,2.0,0.0,0,0,0,47.9,2,0,42,0,45,62,1,0,0,1,0,7,61,0,17,12,3,5,5,0,0,4,11,2.0,5,2022
Justin Ellis,8742,DI,NYG,1,1,0,,0,0,21,60.0,48.2,76.5,52.8,55.1,69.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,31,31,6,25,0,0,0,0,17,13,0,1,1,0,0,0,0,0,,5,2022
DaQuan Jones,8747,DI,BUF,1,0,0,,0,0,4,,90.8,76.6,87.9,74.8,69.9,0,2,0,,0.0,0,0,0,0.0,0,1,0,0,0,37,37,1,23,0,13,0,0,30,7,0,2,2,0,3,0,0,0,,5,2022
