player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play,week,year
Dylan Parham,60953,C,LV,1,0,23,55.6,2,0,41,100.0,100.0,97.6,0,2,0,44,44,80.7,0,0,16,100.0,100.0,100.0,0,0,16,16,2,2022
John Simpson,41715,G,LV,1,0,23,61.0,0,1,41,100.0,100.0,98.8,0,1,0,44,44,67.8,0,1,16,100.0,100.0,96.9,1,0,16,16,2,2022
Kolton Miller,47013,T,LV,1,0,23,81.8,0,2,41,100.0,100.0,97.6,0,2,0,44,44,69.7,0,2,16,100.0,100.0,93.7,2,0,16,16,2,2022
Lester Cotton Sr.,46085,G,LV,1,0,23,73.4,1,1,41,100.0,100.0,97.6,0,2,0,44,44,54.9,1,1,16,100.0,100.0,93.7,2,0,16,16,2,2022
Scott Quessenberry,23918,C,HST,1,0,13,49.6,0,1,41,100.0,100.0,96.3,0,2,1,43,43,48.6,0,0,24,100.0,100.0,95.8,1,1,26,26,2,2022
Isaac Seumalo,10713,G,PHI,1,0,24,75.1,1,0,38,100.0,100.0,98.7,1,1,0,43,43,63.3,1,0,20,100.0,100.0,97.5,1,0,21,21,2,2022
Tytus Howard,25472,T,HST,1,0,13,80.1,1,0,41,100.0,100.0,98.8,0,1,0,43,43,77.2,1,0,24,100.0,100.0,97.9,1,0,26,26,2,2022
Jordan Mailata,66916,T,PHI,1,0,24,58.4,0,2,38,100.0,100.0,97.4,1,2,0,43,43,50.3,0,1,20,100.0,100.0,97.5,1,0,21,21,2,2022
Kenyon Green,99052,G,HST,1,0,13,45.4,0,1,41,100.0,100.0,98.8,0,1,0,43,43,48.7,0,1,24,100.0,100.0,97.9,1,0,26,26,2,2022
Laremy Tunsil,10647,T,HST,1,0,13,76.8,0,2,41,100.0,100.0,97.6,1,2,0,43,43,71.7,0,2,24,100.0,100.0,95.8,2,0,26,26,2,2022
Spencer Brown,42296,T,BUF,1,1,4,56.9,0,1,40,100.0,100.0,96.2,1,2,1,43,43,45.2,0,1,13,100.0,100.0,88.5,2,1,15,15,2,2022
Lane Johnson,7786,T,PHI,1,0,24,78.4,0,2,38,100.0,100.0,97.4,0,2,0,43,43,76.1,0,1,20,100.0,100.0,97.5,1,0,21,21,2,2022
Jason Kelce,6343,C,PHI,1,1,24,68.4,0,1,38,100.0,100.0,98.7,1,1,0,43,43,55.0,0,1,20,100.0,100.0,97.5,1,0,21,21,2,2022
Landon Dickerson,41712,G,PHI,1,0,24,81.3,0,0,38,100.0,100.0,100.0,2,0,0,43,43,80.5,0,0,20,100.0,100.0,100.0,0,0,21,21,2,2022
A.J. Cann,9500,G,HST,1,0,13,56.2,0,0,41,100.0,100.0,97.6,0,1,1,43,43,38.4,0,0,24,100.0,100.0,95.8,1,1,26,26,2,2022
Garett Bolles,11775,T,DEN,1,0,10,76.4,0,1,35,100.0,100.0,98.6,0,1,0,41,41,64.2,0,1,11,100.0,100.0,95.5,1,0,13,13,2,2022
Dalton Risner,47008,G,DEN,1,0,10,72.6,0,2,35,100.0,100.0,94.3,0,3,1,41,41,72.8,0,1,11,100.0,100.0,95.5,1,0,13,13,2,2022
Cameron Fleming,8775,T,DEN,1,0,10,76.5,1,0,35,100.0,100.0,95.7,0,2,1,41,41,74.3,0,0,11,100.0,100.0,90.9,1,1,13,13,2,2022
Lloyd Cushenberry III,41924,C,DEN,1,0,10,84.9,0,0,35,100.0,100.0,100.0,0,0,0,41,41,79.5,0,0,11,100.0,100.0,100.0,0,0,13,13,2,2022
Graham Glasgow,10729,G,DEN,1,0,10,75.1,0,1,35,100.0,100.0,98.6,0,1,0,41,41,57.4,0,1,11,100.0,100.0,95.5,1,0,13,13,2,2022
Cole Strange,22976,G,NE,1,0,19,40.1,1,1,38,100.0,100.0,97.4,0,2,0,40,40,42.0,1,1,24,100.0,100.0,95.8,2,0,26,26,2,2022
Isaiah Wynn,46048,T,NE,1,0,19,64.0,0,4,38,100.0,100.0,94.7,1,4,0,40,40,58.3,0,3,24,100.0,100.0,93.7,3,0,26,26,2,2022
Ikem Ekwonu,98286,T,CAR,1,0,5,59.4,0,2,36,100.0,100.0,94.4,0,3,1,40,40,60.3,0,1,15,100.0,100.0,90.0,2,1,17,17,2,2022
Trent Brown,9677,T,NE,1,0,19,72.7,1,1,38,100.0,100.0,97.4,0,2,0,40,40,67.5,1,1,24,100.0,100.0,95.8,2,0,26,26,2,2022
David Andrews,9948,C,NE,1,0,19,69.0,0,1,38,100.0,100.0,98.7,1,1,0,40,40,61.0,0,1,24,100.0,100.0,97.9,1,0,26,26,2,2022
Taylor Moton,11819,T,CAR,1,0,5,76.4,0,2,36,100.0,100.0,97.2,1,2,0,40,40,67.4,0,2,15,100.0,100.0,93.3,2,0,17,17,2,2022
Pat Elflein,11825,C,CAR,1,0,5,75.0,1,1,36,100.0,100.0,97.2,0,2,0,40,40,82.0,0,0,15,100.0,100.0,100.0,0,0,17,17,2,2022
Michael Onwenu,27357,G,NE,1,0,19,77.0,1,1,38,100.0,100.0,97.4,0,2,0,40,40,76.5,1,0,24,100.0,100.0,97.9,1,0,26,26,2,2022
Brady Christensen,51985,G,CAR,1,1,5,50.8,0,2,36,100.0,100.0,97.2,1,2,0,40,40,20.2,0,2,15,100.0,100.0,93.3,2,0,17,17,2,2022
Austin Corbett,46290,G,CAR,1,0,5,84.9,0,1,36,100.0,100.0,98.6,0,1,0,40,40,78.9,0,1,15,100.0,100.0,96.7,1,0,17,17,2,2022
Trey Smith,62960,G,KC,1,0,16,60.3,0,1,36,100.0,100.0,98.6,0,1,0,39,39,34.5,0,1,14,100.0,100.0,96.4,1,0,16,16,2,2022
Joe Thuney,10712,G,KC,1,0,16,67.2,0,3,36,100.0,100.0,95.8,0,3,0,39,39,47.2,0,3,14,100.0,100.0,89.3,3,0,16,16,2,2022
Creed Humphrey,59996,C,KC,1,0,16,71.5,1,0,36,100.0,100.0,98.6,0,1,0,39,39,81.7,0,0,14,100.0,100.0,100.0,0,0,16,16,2,2022
Orlando Brown Jr.,46227,T,KC,1,1,16,29.1,1,1,36,100.0,100.0,97.2,1,2,0,39,39,47.5,1,1,14,100.0,100.0,92.9,2,0,16,16,2,2022
Andrew Wylie,12333,T,KC,1,0,16,50.9,0,1,36,100.0,100.0,98.6,1,1,0,39,39,59.9,0,1,14,100.0,100.0,96.4,1,0,16,16,2,2022
Kevin Dotson,46735,G,PIT,1,0,25,77.0,0,0,37,100.0,100.0,100.0,0,0,0,38,38,85.4,0,0,14,100.0,100.0,100.0,0,0,15,15,2,2022
Mason Cole,45547,C,PIT,1,0,25,63.6,0,2,37,100.0,100.0,97.3,0,2,0,38,38,49.7,0,1,14,100.0,100.0,96.4,1,0,15,15,2,2022
Dan Moore Jr.,60120,T,PIT,1,0,25,76.6,0,0,37,100.0,100.0,100.0,0,0,0,38,38,60.4,0,0,14,100.0,100.0,100.0,0,0,15,15,2,2022
Chukwuma Okorafor,46302,T,PIT,1,0,25,72.2,0,1,37,100.0,100.0,98.6,0,1,0,38,38,76.5,0,0,14,100.0,100.0,100.0,0,0,15,15,2,2022
James Daniels,45576,G,PIT,1,1,25,84.0,0,0,37,100.0,100.0,100.0,1,0,0,38,38,76.3,0,0,14,100.0,100.0,100.0,0,0,15,15,2,2022
Joseph Noteboom,46249,T,LA,1,0,26,76.4,1,2,37,100.0,100.0,95.9,0,3,0,37,37,63.0,1,2,16,100.0,100.0,90.6,3,0,16,16,2,2022
David Edwards,35941,G,LA,1,0,26,75.4,0,0,37,100.0,100.0,100.0,0,0,0,37,37,62.9,0,0,16,100.0,100.0,100.0,0,0,16,16,2,2022
Tristan Wirfs,64818,T,TB,1,0,30,84.7,0,0,35,100.0,100.0,100.0,0,0,0,37,37,83.1,0,0,14,100.0,100.0,100.0,0,0,15,15,2,2022
Luke Goedeke,77548,G,TB,1,0,30,43.3,0,2,35,100.0,100.0,97.1,0,2,0,37,37,26.0,0,1,14,100.0,100.0,96.4,1,0,15,15,2,2022
Shaq Mason,9564,G,TB,1,0,30,79.4,0,0,35,100.0,100.0,100.0,0,0,0,37,37,77.5,0,0,14,100.0,100.0,100.0,0,0,15,15,2,2022
Robert Hainsey,59980,C,TB,1,0,30,65.6,0,2,35,100.0,100.0,97.1,0,2,0,37,37,56.1,0,1,14,100.0,100.0,96.4,1,0,15,15,2,2022
Dan Skipper,12307,G,DET,1,0,11,51.6,0,2,37,100.0,100.0,94.6,0,3,1,37,37,40.0,0,2,22,100.0,100.0,90.9,3,1,22,22,2,2022
Penei Sewell,81788,T,DET,1,0,11,71.4,1,0,37,100.0,100.0,98.6,0,1,0,37,37,74.7,0,0,22,100.0,100.0,100.0,0,0,22,22,2,2022
Coleman Shelton,39316,C,LA,1,0,26,73.3,0,0,37,100.0,100.0,100.0,0,0,0,37,37,80.6,0,0,16,100.0,100.0,100.0,0,0,16,16,2,2022
Evan Brown,38709,G,DET,1,0,11,84.7,0,0,37,100.0,100.0,100.0,0,0,0,37,37,81.9,0,0,22,100.0,100.0,100.0,0,0,22,22,2,2022
Rob Havenstein,9490,T,LA,1,0,26,73.4,0,0,37,100.0,100.0,100.0,0,0,0,37,37,63.6,0,0,16,100.0,100.0,100.0,0,0,16,16,2,2022
Logan Stenberg,37181,G,DET,1,0,11,4.0,3,2,37,100.0,100.0,90.5,0,6,1,37,37,0.0,2,2,22,100.0,100.0,86.4,5,1,22,22,2,2022
Taylor Decker,10650,T,DET,1,0,11,81.9,1,0,37,100.0,100.0,98.6,0,1,0,37,37,77.3,1,0,22,100.0,100.0,97.7,1,0,22,22,2,2022
Tyler Biadasz,41178,C,DAL,1,0,9,84.1,0,0,33,100.0,100.0,100.0,0,0,0,36,36,80.5,0,0,14,100.0,100.0,100.0,0,0,15,15,2,2022
Terence Steele,39461,T,DAL,1,0,9,77.1,1,0,33,100.0,100.0,98.5,0,1,0,36,36,69.6,1,0,14,100.0,100.0,96.4,1,0,15,15,2,2022
Ryan Kelly,10652,C,IND,1,0,14,56.7,0,1,35,100.0,100.0,98.6,0,1,0,36,36,82.3,0,0,20,100.0,100.0,100.0,0,0,20,20,2,2022
Quenton Nelson,12954,G,IND,1,0,14,56.5,1,0,35,100.0,100.0,95.7,0,2,1,36,36,43.6,1,0,20,100.0,100.0,92.5,2,1,20,20,2,2022
Tyler Smith,98385,T,DAL,1,0,9,66.1,1,0,33,100.0,100.0,98.5,0,1,0,36,36,81.3,0,0,14,100.0,100.0,100.0,0,0,15,15,2,2022
Alaric Jackson,40972,G,LA,1,1,26,64.9,0,0,36,100.0,100.0,100.0,1,0,0,36,36,54.3,0,0,16,100.0,100.0,100.0,0,0,16,16,2,2022
Danny Pinter,47339,G,IND,1,0,14,34.0,1,1,35,100.0,100.0,97.1,0,2,0,36,36,21.6,1,1,20,100.0,100.0,95.0,2,0,20,20,2,2022
Matt Farniok,41585,G,DAL,1,0,9,23.5,2,4,33,100.0,100.0,90.9,0,6,0,36,36,0.3,2,4,14,100.0,100.0,78.6,6,0,15,15,2,2022
Braden Smith,46794,T,IND,1,0,14,75.2,1,0,35,100.0,100.0,98.6,0,1,0,36,36,68.5,1,0,20,100.0,100.0,97.5,1,0,20,20,2,2022
Zack Martin,8651,G,DAL,1,0,9,82.9,0,1,33,100.0,100.0,98.5,0,1,0,36,36,76.1,0,1,14,100.0,100.0,96.4,1,0,15,15,2,2022
Drew Dalman,52270,C,ATL,1,0,2,16.1,0,2,32,100.0,100.0,96.9,0,2,0,35,35,49.6,0,1,8,100.0,100.0,93.7,1,0,10,10,2,2022
Chris Lindstrom,46692,G,ATL,1,0,2,42.4,0,1,32,100.0,100.0,98.4,0,1,0,35,35,19.6,0,1,8,100.0,100.0,93.7,1,0,10,10,2,2022
Elijah Wilkinson,46238,G,ATL,1,0,2,45.2,0,1,32,100.0,100.0,98.4,0,1,0,35,35,56.9,0,1,8,100.0,100.0,93.7,1,0,10,10,2,2022
Kaleb McGary,46912,T,ATL,1,0,2,41.2,1,1,32,100.0,100.0,96.9,0,2,0,35,35,79.7,0,0,8,100.0,100.0,100.0,0,0,10,10,2,2022
Gabe Jackson,8716,G,SEA,1,0,29,13.6,2,3,33,100.0,100.0,89.4,0,6,1,35,35,0.0,1,3,15,100.0,100.0,80.0,5,1,16,16,2,2022
Jake Matthews,8641,T,ATL,1,0,2,66.2,0,2,32,100.0,100.0,96.9,0,2,0,35,35,67.1,0,1,8,100.0,100.0,93.7,1,0,10,10,2,2022
Charles Cross,98401,T,SEA,1,0,29,66.4,0,1,33,100.0,100.0,98.5,0,1,0,35,35,65.1,0,0,15,100.0,100.0,100.0,0,0,16,16,2,2022
Austin Blythe,10882,C,SEA,1,1,29,66.3,0,1,33,100.0,100.0,98.5,1,1,0,35,35,70.1,0,0,15,100.0,100.0,100.0,0,0,16,16,2,2022
Abraham Lucas,60218,T,SEA,1,0,29,59.6,1,1,33,100.0,100.0,97.0,1,2,0,35,35,39.0,1,1,15,100.0,100.0,93.3,2,0,16,16,2,2022
Patrick Mekari,46219,T,BLT,1,0,3,72.7,0,2,31,100.0,100.0,96.8,0,2,0,34,34,53.5,0,2,8,100.0,100.0,87.5,2,0,9,9,2,2022
Kevin Zeitler,7032,G,BLT,1,0,3,56.3,0,0,31,100.0,100.0,100.0,0,0,0,34,34,36.5,0,0,8,100.0,100.0,100.0,0,0,9,9,2,2022
Morgan Moses,8701,T,BLT,1,0,3,79.2,0,0,31,100.0,100.0,100.0,0,0,0,34,34,80.3,0,0,8,100.0,100.0,100.0,0,0,9,9,2,2022
Tyler Linderbaum,82291,C,BLT,1,0,3,77.7,0,1,31,100.0,100.0,98.4,0,1,0,34,34,79.7,0,0,8,100.0,100.0,100.0,0,0,9,9,2,2022
Ben Powers,41482,G,BLT,1,0,3,74.1,0,1,31,100.0,100.0,98.4,0,1,0,34,34,50.0,0,1,8,100.0,100.0,93.7,1,0,9,9,2,2022
Joel Bitonio,8670,G,CLV,1,0,8,81.3,0,1,32,100.0,100.0,98.4,0,1,0,33,33,83.0,0,0,8,100.0,100.0,100.0,0,0,9,9,2,2022
Cam Robinson,11789,T,JAX,1,0,15,64.8,1,0,31,100.0,100.0,98.4,0,1,0,33,33,30.3,1,0,10,100.0,100.0,95.0,1,0,11,11,2,2022
Ethan Pocic,11813,C,CLV,1,0,8,68.0,0,0,32,100.0,100.0,96.9,0,1,1,33,33,39.4,0,0,8,100.0,100.0,87.5,1,1,9,9,2,2022
James Hudson,59854,T,CLV,1,0,8,33.7,0,3,32,100.0,100.0,95.3,0,3,0,33,33,8.8,0,2,8,100.0,100.0,87.5,2,0,9,9,2,2022
Ben Bredeson,27305,G,NYG,1,0,21,81.6,1,0,31,100.0,100.0,98.4,0,1,0,33,33,74.5,1,0,12,100.0,100.0,95.8,1,0,13,13,2,2022
Ben Bartch,84236,G,JAX,1,0,15,82.6,0,0,31,100.0,100.0,100.0,0,0,0,33,33,73.0,0,0,10,100.0,100.0,100.0,0,0,11,11,2,2022
Brandon Scherff,9438,G,JAX,1,0,15,69.8,0,0,31,100.0,100.0,100.0,0,0,0,33,33,45.0,0,0,10,100.0,100.0,100.0,0,0,11,11,2,2022
Jawaan Taylor,41665,T,JAX,1,0,15,80.7,0,0,31,100.0,100.0,100.0,0,0,0,33,33,81.0,0,0,10,100.0,100.0,100.0,0,0,11,11,2,2022
Luke Fortner,42028,C,JAX,1,0,15,56.4,1,1,31,100.0,100.0,96.8,0,2,0,33,33,25.1,1,1,10,100.0,100.0,90.0,2,0,11,11,2,2022
Wyatt Teller,46131,G,CLV,1,0,8,53.7,1,0,32,100.0,100.0,98.4,0,1,0,33,33,49.5,0,0,8,100.0,100.0,100.0,0,0,9,9,2,2022
Will Clapp,39386,C,LAC,1,0,27,71.0,0,1,32,100.0,100.0,98.4,0,1,0,32,32,71.3,0,1,17,100.0,100.0,97.1,1,0,17,17,2,2022
Jedrick Wills Jr.,58467,T,CLV,1,0,8,45.5,1,1,31,100.0,100.0,93.5,0,3,1,32,32,31.0,1,0,8,100.0,100.0,81.2,2,1,9,9,2,2022
Yosh Nijman,60822,T,GB,1,0,12,75.2,0,2,29,100.0,100.0,96.6,0,2,0,30,30,68.7,0,2,9,100.0,100.0,88.9,2,0,10,10,2,2022
Royce Newman,41746,G,GB,1,0,12,71.0,0,1,29,100.0,100.0,98.3,0,1,0,30,30,52.9,0,1,9,100.0,100.0,94.4,1,0,10,10,2,2022
Elgton Jenkins,46298,T,GB,1,0,12,50.7,0,2,29,100.0,100.0,93.1,0,3,1,30,30,45.1,0,1,9,100.0,100.0,83.3,2,1,10,10,2,2022
Nate Davis,46808,G,TEN,1,0,31,54.8,0,1,28,100.0,100.0,98.2,0,1,0,30,30,42.0,0,1,16,100.0,100.0,96.9,1,0,16,16,2,2022
Josh Myers,59992,C,GB,1,0,12,82.3,0,0,29,100.0,100.0,100.0,0,0,0,30,30,79.6,0,0,9,100.0,100.0,100.0,0,0,10,10,2,2022
Jon Runyan,36661,G,GB,1,0,12,86.0,0,0,29,100.0,100.0,100.0,0,0,0,30,30,83.8,0,0,9,100.0,100.0,100.0,0,0,10,10,2,2022
Nicholas Petit-Frere,82003,T,TEN,1,0,31,18.1,1,3,28,100.0,100.0,92.9,0,4,0,30,30,16.4,1,3,16,100.0,100.0,87.5,4,0,16,16,2,2022
Aaron Brewer,46014,G,TEN,1,0,31,49.4,0,2,28,100.0,100.0,92.9,0,3,1,30,30,54.8,0,1,16,100.0,100.0,90.6,2,1,16,16,2,2022
Dennis Daley,60063,T,TEN,1,0,31,14.5,1,5,27,100.0,100.0,88.9,0,6,0,29,29,12.9,1,3,16,100.0,100.0,87.5,4,0,16,16,2,2022
Jake Brendel,11117,C,SF,1,0,28,70.3,0,0,25,100.0,100.0,100.0,0,0,0,29,29,68.9,0,0,10,100.0,100.0,100.0,0,0,13,13,2,2022
Spencer Burford,81920,G,SF,1,0,28,73.5,0,0,25,100.0,100.0,100.0,0,0,0,29,29,60.3,0,0,10,100.0,100.0,100.0,0,0,13,13,2,2022
Trent Williams,5529,T,SF,1,0,28,66.7,0,1,25,100.0,100.0,98.0,0,1,0,29,29,70.2,0,1,10,100.0,100.0,95.0,1,0,13,13,2,2022
Mike McGlinchey,46275,T,SF,1,0,28,74.8,0,0,25,100.0,100.0,100.0,0,0,0,29,29,67.4,0,0,10,100.0,100.0,100.0,0,0,13,13,2,2022
Aaron Banks,59983,G,SF,1,0,28,81.8,0,1,25,100.0,100.0,98.0,0,1,0,29,29,75.0,0,1,10,100.0,100.0,95.0,1,0,13,13,2,2022
Jermaine Eluemunor,11914,T,LV,1,0,23,38.4,1,1,26,100.0,100.0,92.3,0,3,1,28,28,20.6,1,1,13,100.0,100.0,84.6,3,1,13,13,2,2022
Trey Pipkins,91462,T,LAC,1,0,27,48.1,0,1,26,100.0,100.0,98.1,0,1,0,27,27,28.0,0,1,8,100.0,100.0,93.7,1,0,9,9,2,2022
Storm Norton,12188,T,LAC,1,0,27,61.9,1,0,26,100.0,100.0,98.1,0,1,0,26,26,50.5,1,0,14,100.0,100.0,96.4,1,0,14,14,2,2022
Mitch Morse,9482,C,BUF,1,0,4,61.2,0,0,25,100.0,100.0,100.0,0,0,0,26,26,51.0,0,0,9,100.0,100.0,100.0,0,0,10,10,2,2022
Ben Jones,7099,C,TEN,1,0,31,55.0,0,0,22,100.0,100.0,100.0,1,0,0,24,24,78.9,0,0,11,100.0,100.0,100.0,0,0,11,11,2,2022
Brandon Walton,41533,T,TB,1,0,30,80.3,0,0,22,100.0,100.0,100.0,0,0,0,24,24,80.1,0,0,11,100.0,100.0,100.0,0,0,12,12,2,2022
Matt Pryor,46647,T,IND,1,0,14,43.6,1,1,22,100.0,100.0,90.9,0,3,1,23,23,32.4,1,1,12,100.0,100.0,83.3,3,1,12,12,2,2022
Phil Haynes,29244,G,SEA,1,0,29,41.3,1,0,23,100.0,100.0,93.5,0,2,1,23,23,72.8,0,0,13,100.0,100.0,92.3,1,1,13,13,2,2022
Corey Linsley,8796,C,LAC,1,0,27,81.0,0,0,19,100.0,100.0,100.0,0,0,0,20,20,76.0,0,0,5,100.0,100.0,100.0,0,0,6,6,2,2022
Greg Van Roten,7746,C,BUF,1,0,4,37.8,0,1,17,100.0,100.0,97.1,0,1,0,19,19,16.6,0,1,5,100.0,100.0,90.0,1,0,6,6,2,2022
Sam Mustipher,13026,C,CHI,1,0,6,25.8,1,0,17,100.0,100.0,97.1,0,1,0,17,17,76.3,0,0,5,100.0,100.0,100.0,0,0,5,5,2,2022
Braxton Jones,60092,T,CHI,1,0,6,61.9,0,2,17,100.0,100.0,94.1,0,2,0,17,17,31.4,0,2,5,100.0,100.0,80.0,2,0,5,5,2,2022
Larry Borom,59879,T,CHI,1,0,6,54.2,0,1,17,100.0,100.0,91.2,0,2,1,17,17,32.8,0,0,5,100.0,100.0,80.0,1,1,5,5,2,2022
Cody Whitehair,10690,G,CHI,1,0,6,64.1,0,1,17,100.0,100.0,97.1,0,1,0,17,17,58.7,0,1,5,100.0,100.0,90.0,1,0,5,5,2,2022
Thayer Munford,59994,T,LV,1,0,23,51.5,0,1,15,100.0,100.0,96.7,1,1,0,16,16,17.1,0,1,3,100.0,100.0,83.3,1,0,3,3,2,2022
Joshua Ezeudu,77355,G,NYG,1,1,21,72.5,0,1,12,100.0,100.0,95.8,1,1,0,13,13,79.7,0,0,5,100.0,100.0,100.0,0,0,5,5,2,2022
Bernhard Raimann,77948,T,IND,1,0,14,78.5,0,1,13,100.0,100.0,96.2,0,1,0,13,13,73.0,0,1,8,100.0,100.0,93.7,1,0,8,8,2,2022
Josh Wells,8968,T,TB,1,0,30,37.5,1,1,13,100.0,100.0,92.3,0,2,0,13,13,23.2,0,1,3,100.0,100.0,83.3,1,0,3,3,2,2022
Damien Lewis,81532,G,SEA,1,0,29,70.9,0,0,10,100.0,100.0,100.0,0,0,0,12,12,77.2,0,0,2,100.0,100.0,100.0,0,0,3,3,2,2022
Justice Hill,45865,HB,BLT,1,0,3,83.4,0,0,8,61.5,62.5,100.0,0,0,0,10,16,72.4,0,0,0,0.0,20.0,,0,0,1,5,2,2022
Josh Jacobs,45953,HB,LV,1,0,23,71.2,0,0,10,37.0,35.7,100.0,0,0,0,10,28,55.7,0,0,3,33.3,33.3,100.0,0,0,3,9,2,2022
Christian McCaffrey,11763,HB,CAR,1,0,5,55.3,0,1,10,29.4,27.0,95.0,0,1,0,10,37,26.9,0,1,3,21.4,18.8,83.3,1,0,3,16,2,2022
Lucas Patrick,11435,G,CHI,1,0,6,30.7,0,2,9,100.0,100.0,88.9,0,2,0,9,9,21.3,0,2,3,100.0,100.0,66.7,2,0,3,3,2,2022
Ian Thomas,42130,TE,CAR,1,0,5,76.9,0,0,8,30.8,31.0,100.0,0,0,0,9,29,,0,0,0,0.0,0.0,,0,0,0,11,2,2022
Teven Jenkins,41534,G,CHI,1,0,6,22.7,0,1,8,100.0,100.0,93.7,0,1,0,8,8,0.0,0,1,2,100.0,100.0,75.0,1,0,2,2,2,2022
Javonte Williams,77803,HB,DEN,1,0,10,83.1,0,0,4,16.7,28.6,100.0,0,0,0,8,28,77.6,0,0,0,0.0,25.0,,0,0,2,8,2,2022
J.D. McKissic,11047,HB,WAS,1,0,32,21.9,0,2,8,27.6,26.7,87.5,0,2,0,8,30,25.7,0,2,5,33.3,31.3,80.0,2,0,5,16,2,2022
Eric Tomlinson,9786,TE,DEN,1,0,10,45.7,0,1,5,55.6,63.6,90.0,0,1,0,7,11,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Tony Jones Jr.,40498,HB,NO,1,0,20,71.5,0,1,7,23.3,21.9,92.9,0,1,0,7,32,56.9,0,1,3,17.6,15.8,83.3,1,0,3,19,2,2022
Logan Thomas,8755,TE,WAS,1,0,32,26.2,0,0,7,18.9,17.9,100.0,0,0,0,7,39,29.7,0,0,2,16.7,15.4,100.0,0,0,2,13,2,2022
Tre' McKitty,60896,TE,LAC,1,0,27,36.3,0,1,7,29.2,29.2,92.9,0,1,0,7,24,,0,0,0,0.0,0.0,,0,0,0,9,2,2022
Adam Trautman,109795,TE,NO,1,0,20,75.9,0,0,7,38.9,38.9,100.0,0,0,0,7,18,,0,0,0,0.0,0.0,,0,0,0,5,2,2022
Patrick Ricard,48862,FB,BLT,1,0,3,27.3,0,1,6,40.0,43.8,91.7,0,1,0,7,16,65.7,0,0,1,50.0,50.0,100.0,0,0,1,2,2,2022
Pharaoh Brown,12247,TE,HST,1,0,13,62.7,1,0,6,22.2,21.4,91.7,0,1,0,6,28,,0,0,0,0.0,0.0,,0,0,0,16,2,2022
Corey Levin,11972,C,TEN,1,0,31,77.2,0,0,6,100.0,100.0,100.0,0,0,0,6,6,76.6,0,0,5,100.0,100.0,100.0,0,0,5,5,2,2022
Leonard Fournette,11759,HB,TB,1,0,30,82.2,0,0,4,13.8,19.4,100.0,0,0,0,6,31,78.4,0,0,1,8.3,15.4,100.0,0,0,2,13,2,2022
John Bates,42275,TE,WAS,1,0,32,46.6,0,1,6,33.3,33.3,91.7,0,1,0,6,18,8.0,0,1,1,14.3,14.3,50.0,1,0,1,7,2,2022
Jerick McKinnon,8731,HB,KC,1,0,16,27.7,0,1,5,26.3,30.0,90.0,0,1,0,6,20,35.4,0,1,3,27.3,33.3,83.3,1,0,4,12,2,2022
Tyler Higbee,10744,TE,LA,1,0,26,32.2,0,0,6,16.2,16.2,100.0,0,0,0,6,37,,0,0,0,0.0,0.0,,0,0,0,16,2,2022
Travis Homer,45859,HB,SEA,1,0,29,80.8,0,0,6,35.3,33.3,100.0,0,0,0,6,18,75.6,0,0,2,20.0,18.2,100.0,0,0,2,11,2,2022
Avery Williams,42873,HB,ATL,1,0,2,65.9,0,0,6,54.5,50.0,100.0,0,0,0,6,12,80.6,0,0,3,60.0,50.0,100.0,0,0,3,6,2,2022
Joe Mixon,11803,HB,CIN,1,0,7,81.3,0,0,6,20.0,20.0,100.0,0,0,0,6,30,76.7,0,0,2,25.0,25.0,100.0,0,0,2,8,2,2022
Najee Harris,57121,HB,PIT,1,0,25,27.0,0,0,5,20.8,20.0,80.0,0,1,1,5,25,8.0,0,0,1,12.5,11.1,0.0,1,1,1,9,2,2022
Mark Ingram II,6180,HB,NO,1,0,20,26.6,0,2,5,35.7,35.7,80.0,0,2,0,5,14,8.0,0,1,1,20.0,20.0,50.0,1,0,1,5,2,2022
Cordarrelle Patterson,7810,HB,ATL,1,0,2,59.9,0,1,4,23.5,27.8,87.5,0,1,0,5,18,26.6,0,1,1,33.3,33.3,50.0,1,0,1,3,2,2022
Kareem Hunt,11841,HB,CLV,1,0,8,80.5,0,0,5,29.4,27.8,100.0,0,0,0,5,18,78.0,0,0,2,50.0,40.0,100.0,0,0,2,5,2,2022
Dawson Knox,35883,TE,BUF,1,0,4,68.0,0,0,5,14.7,13.5,100.0,0,0,0,5,37,75.7,0,0,1,8.3,7.1,100.0,0,0,1,14,2,2022
Zach Gentry,36049,TE,PIT,1,0,25,54.5,0,0,5,50.0,50.0,100.0,0,0,0,5,10,,0,0,0,0.0,0.0,,0,0,0,1,2,2022
Darrell Henderson,41193,HB,LA,1,0,26,27.0,0,0,5,20.0,20.0,100.0,0,0,0,5,25,23.8,0,0,4,33.3,33.3,100.0,0,0,4,12,2,2022
