player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception,week,year
Justin Evans,11805,CB,NO,1,13,0,20,0,0.0,0.0,77.8,,7.0,0,0,0.0,65.5,0,,,0,0,39.6,0,7,53.8,9,0,0,1,0,0,0,0.0,,0,0,-2.0,100.0,85.7,6.0,6.0,0,0,0.0,76.4,0,-2.0,0.0,0,0,79.2,1,6,46.2,7,1,1,1,0,-2,0,-0.3,-2.0,3,2022
Zach Cunningham,11812,LB,TEN,1,13,0,31,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.7,2,0,0,0,0,0,0,0.0,,0,1,5.3,100.0,88.9,2.7,2.7,0,0,0.0,65.4,0,22.0,0.0,0,0,111.1,3,8,61.5,9,1,2,3,0,32,16,4.0,10.7,3,2022
Chidobe Awuzie,11815,CB,CIN,1,58,0,7,0,24.3,25.0,100.0,16.0,4.0,0,2,50.0,84.5,0,15.0,0.0,0,2,42.7,1,17,29.3,17,1,2,4,0,15,0,0.9,15.0,0,0,16.2,40.0,100.0,16.5,6.6,1,1,20.0,66.7,0,16.0,33.3,1,1,52.9,2,33,56.9,33,0,2,5,0,21,1,0.6,10.5,3,2022
Josh Jones,11816,S,SEA,1,28,0,29,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,11.0,100.0,100.0,6.0,6.0,0,0,0.0,43.5,0,28.0,33.3,1,0,158.3,3,18,64.3,18,0,2,3,1,47,14,2.6,15.7,3,2022
Ahkello Witherspoon,11821,CB,PIT,1,30,0,25,0,9.5,50.0,100.0,8.0,4.0,0,1,50.0,60.4,0,28.0,,0,1,95.8,1,8,26.7,8,0,0,2,0,28,19,3.5,28.0,0,1,11.5,100.0,100.0,10.0,10.0,0,0,0.0,54.4,0,18.0,25.0,1,0,116.7,2,21,70.0,21,0,2,2,0,24,1,1.2,12.0,3,2022
Dawuane Smoot,11823,DI,JAX,1,1,0,15,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,1,0,0,0,0,0,,,0,0,,,6.7,,,0,0,,59.6,0,,100.0,1,0,0.0,0,1,100.0,15,0,0,0,0,0,0,0.0,,3,2022
Duke Riley,11830,LB,MIA,1,23,0,17,1,,,62.5,,,0,0,,66.2,0,,0.0,0,0,0.0,0,5,21.7,8,0,0,0,0,0,0,0.0,,0,1,0.0,50.0,100.0,6.5,3.3,0,0,0.0,40.3,0,8.0,33.3,1,0,59.4,2,13,56.5,13,0,1,4,0,15,14,1.2,7.5,3,2022
Alex Anzalone,11831,LB,DET,1,38,0,11,0,12.0,0.0,75.8,,21.0,0,0,0.0,74.8,0,,,0,0,39.6,0,25,65.8,33,1,0,1,0,0,0,0.0,,0,0,6.0,100.0,100.0,8.0,8.0,0,0,0.0,29.4,0,6.0,0.0,0,0,91.7,1,8,21.1,8,0,1,1,0,6,0,0.8,6.0,3,2022
Fabian Moreau,11836,CB,NYG,1,19,0,21,0,20.0,50.0,100.0,8.0,4.0,0,0,0.0,67.7,0,5.0,0.0,0,0,56.3,1,8,42.1,8,0,1,2,0,5,0,0.6,5.0,0,0,6.5,100.0,100.0,5.0,5.0,0,0,0.0,65.8,0,26.0,0.0,0,0,118.8,2,10,52.6,10,1,2,2,0,28,15,2.8,14.0,3,2022
Jourdan Lewis,11846,CB,DAL,1,47,0,9,0,1.0,100.0,100.0,10.0,10.0,0,0,0.0,57.5,0,8.0,0.0,0,0,100.0,1,10,21.3,10,0,2,1,0,8,7,0.8,8.0,0,0,-0.2,100.0,100.0,5.3,5.3,0,0,0.0,39.2,0,21.0,25.0,1,0,108.3,6,37,78.7,37,1,3,6,0,60,61,1.9,10.0,3,2022
John Johnson III,11847,S,CLV,1,36,0,8,0,,,100.0,,,0,0,,62.1,0,,,0,0,0.0,0,8,22.2,8,0,0,0,0,0,0,0.0,,0,0,17.5,50.0,96.0,21.0,10.5,0,1,50.0,77.1,0,14.0,0.0,0,1,72.9,1,24,66.7,25,1,3,2,0,14,0,0.7,14.0,3,2022
Cameron Sutton,11850,CB,PIT,1,32,0,25,0,4.0,100.0,100.0,4.5,4.5,0,0,0.0,65.3,0,10.0,0.0,0,0,100.0,2,9,28.1,9,1,2,2,0,16,8,1.8,8.0,0,0,10.8,75.0,100.0,7.3,5.5,0,1,25.0,71.3,0,32.0,0.0,0,1,104.2,3,22,68.8,22,1,3,4,0,38,8,1.7,12.7,3,2022
Rasul Douglas,11854,CB,GB,1,50,0,12,0,9.3,100.0,100.0,4.3,4.3,0,0,0.0,47.3,0,24.0,0.0,0,0,112.5,3,15,30.0,15,1,3,3,0,33,5,2.5,11.0,0,0,0.7,66.7,100.0,13.0,8.7,0,0,0.0,82.4,0,5.0,0.0,0,0,70.1,2,28,56.0,28,2,5,3,0,8,5,0.3,4.0,3,2022
Trey Hendrickson,11858,ED,CIN,1,4,0,7,1,,,8.3,,,0,0,,61.8,0,,0.0,0,0,0.0,0,1,25.0,12,1,0,0,0,0,0,0.0,,0,0,,,15.0,,,0,0,,61.8,0,,,0,0,0.0,0,3,75.0,20,1,0,0,0,0,0,0.0,,3,2022
Eddie Jackson,11867,S,CHI,1,31,0,6,1,,,100.0,,,0,0,,70.4,1,,33.3,1,0,0.0,0,16,51.6,16,1,1,0,0,0,0,0.0,,0,0,18.0,0.0,100.0,,6.5,0,0,0.0,40.2,0,,33.3,1,0,39.6,0,14,45.2,14,0,2,2,0,0,0,0.0,,3,2022
Rayshawn Jenkins,11868,S,JAX,1,49,0,15,0,,,100.0,,,0,0,,41.4,0,,0.0,0,0,0.0,0,10,20.4,10,0,1,0,0,0,0,0.0,,0,1,4.0,100.0,97.0,29.0,29.0,0,0,0.0,54.2,0,7.0,0.0,0,0,95.8,1,32,65.3,33,1,1,1,0,7,3,0.2,7.0,3,2022
Jalen Reeves-Maybin,11879,LB,HST,1,5,0,13,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,42.4,0,,100.0,1,0,0.0,0,4,80.0,4,0,0,0,0,0,0,0.0,,3,2022
Samson Ebukam,11880,ED,SF,1,1,0,28,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,,,5.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,19,0,0,0,0,0,0,0.0,,3,2022
Desmond King II,11906,CB,HST,1,17,0,13,0,,,100.0,,,0,0,,63.8,0,,,0,0,0.0,0,5,29.4,5,0,0,0,0,0,0,0.0,,0,0,-2.0,100.0,81.8,9.0,9.0,0,0,0.0,69.1,0,7.0,0.0,0,0,95.8,1,9,52.9,11,1,2,1,0,7,9,0.8,7.0,3,2022
Jayon Brown,11910,LB,LV,1,25,0,23,0,,,100.0,,,0,1,,90.8,0,,,0,1,0.0,0,10,40.0,10,0,0,0,0,0,0,0.0,,0,0,4.7,100.0,100.0,4.7,4.7,0,0,0.0,30.0,0,13.0,50.0,1,0,111.1,3,14,56.0,14,1,1,3,0,32,18,2.3,10.7,3,2022
Anthony Walker,11916,LB,CLV,1,17,0,8,0,,,75.0,,,0,0,,64.1,0,,0.0,0,0,0.0,0,3,17.6,4,1,1,0,0,0,0,0.0,,0,0,7.5,100.0,92.3,4.5,4.5,0,0,0.0,64.9,0,20.0,0.0,0,0,100.0,2,12,70.6,13,2,2,2,0,16,1,1.8,8.0,3,2022
Matt Milano,11918,LB,BUF,1,24,0,4,0,,,100.0,,,0,0,,60.2,0,,,0,0,0.0,0,2,8.3,2,0,0,0,0,0,0,0.0,,0,0,6.0,50.0,94.1,14.0,7.0,1,2,100.0,88.6,0,6.0,,0,1,56.3,1,16,66.7,17,0,0,2,0,6,6,0.4,6.0,3,2022
Chuck Clark,11941,S,BLT,1,42,0,3,0,3.0,100.0,100.0,16.0,16.0,0,0,0.0,60.2,0,8.0,0.0,0,0,100.0,1,17,40.5,17,0,2,1,0,8,5,0.5,8.0,0,0,23.0,100.0,100.0,18.0,18.0,0,0,0.0,38.8,0,24.0,0.0,0,0,118.8,1,19,45.2,19,0,1,1,0,24,1,1.3,24.0,3,2022
Xavier Woods,11946,S,CAR,1,35,0,5,0,22.0,0.0,71.4,,5.0,0,0,0.0,38.8,0,,,0,0,39.6,0,5,14.3,7,0,0,1,0,0,0,0.0,,0,0,13.0,100.0,86.2,23.0,23.0,0,0,0.0,58.3,0,13.0,0.0,0,0,118.8,1,25,71.4,29,0,1,1,0,13,0,0.6,13.0,3,2022
Tanner Vallejo,11950,LB,ARZ,1,6,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,75.0,,,0,0,,62.5,0,,,0,0,0.0,0,3,50.0,4,0,0,0,0,0,0,0.0,,3,2022
Al-Quadin Muhammad,11951,ED,CHI,1,1,0,6,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,9,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,8,0,0,0,0,0,0,,,3,2022
Isaac Rochell,11980,ED,CLV,1,2,0,8,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,,,18.2,,,0,0,,64.3,0,,0.0,0,0,0.0,0,2,100.0,11,2,2,0,0,0,0,0.0,,3,2022
Michael Davis,12040,CB,LAC,1,41,0,27,0,3.0,100.0,100.0,5.5,5.5,0,0,0.0,60.1,0,6.0,0.0,0,0,85.4,2,12,29.3,12,0,2,2,0,9,3,0.8,4.5,0,1,14.2,83.3,100.0,4.2,3.5,0,0,0.0,60.0,0,15.0,0.0,0,0,138.2,5,21,51.2,21,1,3,6,1,46,6,2.2,9.2,3,2022
Arthur Maulet,12224,CB,PIT,1,3,0,25,0,,,100.0,,,0,0,,61.1,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,,0,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,4,0,0,0,0,0,0,0.0,,3,2022
Sione Takitaki,12666,LB,CLV,1,17,0,8,0,,,66.7,,,0,0,,61.7,0,,,0,0,0.0,0,2,11.8,3,0,0,0,0,0,0,0.0,,0,0,-4.0,100.0,92.9,12.0,12.0,0,1,100.0,69.0,0,3.0,,0,1,79.2,1,13,76.5,14,0,0,1,0,3,7,0.3,3.0,3,2022
Sam Eguavoen,15301,LB,MIA,1,2,0,17,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,3,2022
Dylan Cole,24304,LB,TEN,1,21,0,31,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,2.0,100.0,100.0,6.0,6.0,1,1,100.0,67.1,0,8.0,100.0,1,1,100.0,1,7,33.3,7,0,0,1,0,8,6,1.3,8.0,3,2022
Foyesade Oluokun,24904,LB,JAX,1,43,0,15,0,13.0,0.0,80.0,,8.0,0,0,0.0,44.9,0,,,0,0,39.6,0,8,18.6,10,0,0,1,0,0,0,0.0,,0,1,-5.0,100.0,84.8,12.5,12.5,0,0,0.0,56.5,0,12.0,0.0,0,0,108.3,2,28,65.1,33,1,3,2,0,20,30,0.8,10.0,3,2022
Levi Wallace,25445,CB,PIT,1,10,0,25,0,9.5,50.0,100.0,5.0,2.5,0,0,0.0,40.2,0,8.0,0.0,0,0,60.4,1,5,50.0,5,1,1,2,0,8,4,1.6,8.0,0,0,15.0,0.0,100.0,,5.0,0,1,100.0,85.1,0,,,0,1,39.6,0,5,50.0,5,0,0,1,0,0,0,0.0,,3,2022
Anfernee Jennings,25449,ED,NE,1,1,0,19,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,3,2022
Clelin Ferrell,25955,ED,LV,1,5,0,23,0,,,50.0,,,0,0,,61.4,0,,,0,0,0.0,0,3,60.0,6,0,0,0,0,0,0,0.0,,0,0,,,16.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,6,0,0,0,0,0,0,0.0,,3,2022
D.J. Reed Jr.,26940,CB,NYJ,1,41,0,22,0,,,100.0,,,0,0,,66.9,0,,,0,0,0.0,0,10,24.4,10,0,0,0,0,0,0,0.0,,0,0,25.5,0.0,100.0,,10.0,0,0,0.0,55.9,0,,,0,0,39.6,0,20,48.8,20,0,0,2,0,0,0,0.0,,3,2022
Isaiah Rodgers,27069,CB,IND,1,19,0,14,0,,,100.0,,,0,0,,65.1,0,,,0,0,0.0,0,5,26.3,5,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,100.0,9.0,9.0,0,0,0.0,77.9,0,6.0,0.0,0,0,91.7,1,10,52.6,10,1,2,1,0,6,0,0.7,6.0,3,2022
Montez Sweat,27271,ED,WAS,1,1,0,32,1,-2.0,100.0,7.1,1.0,1.0,0,0,0.0,61.8,0,1.0,0.0,0,0,79.2,1,1,100.0,14,0,0,1,0,1,3,1.0,1.0,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,,3,2022
Devin Bush,27375,LB,PIT,1,22,0,25,0,,,100.0,,,0,0,,62.1,0,,,0,0,0.0,0,3,13.6,3,0,0,0,0,0,0,0.0,,0,1,3.0,75.0,94.7,5.7,4.3,0,0,0.0,39.5,0,19.0,25.0,1,0,99.0,3,18,81.8,19,0,2,4,0,33,24,1.9,11.0,3,2022
Malik Harrison,28081,LB,BLT,1,11,0,3,0,,,50.0,,,0,0,,60.6,0,,,0,0,0.0,0,2,18.2,4,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,85.7,5.0,5.0,0,0,0.0,46.5,0,7.0,100.0,1,0,95.8,1,6,54.5,7,0,0,1,0,7,5,1.4,7.0,3,2022
Jerome Baker,28091,LB,MIA,1,54,0,17,0,4.0,100.0,63.0,16.0,16.0,0,0,0.0,58.3,0,11.0,0.0,0,0,112.5,1,17,31.5,27,0,1,1,0,11,7,0.7,11.0,0,4,6.8,66.7,94.1,8.0,5.3,0,1,16.7,69.5,0,16.0,0.0,0,1,81.9,4,32,59.3,34,1,5,6,0,35,14,1.1,8.8,3,2022
DeShon Elliott,28854,S,DET,1,43,0,11,0,-0.5,50.0,88.2,26.0,13.0,0,0,0.0,54.1,0,11.0,0.0,0,0,66.7,1,30,69.8,34,0,1,2,0,11,15,0.4,11.0,0,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,8,18.6,8,0,0,0,0,0,0,0.0,,3,2022
Jack Jones,29050,CB,NE,1,14,0,19,0,10.0,0.0,100.0,,8.0,0,0,0.0,66.2,0,,,0,0,39.6,0,8,57.1,8,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.4,0,,,0,0,0.0,0,5,35.7,5,0,0,0,0,0,0,0.0,,3,2022
Darius Harris,29188,LB,KC,1,29,0,16,0,,,61.5,,,0,0,,66.8,0,,0.0,0,0,0.0,0,8,27.6,13,0,1,0,0,0,0,0.0,,0,0,-0.4,60.0,82.4,4.7,2.8,0,0,0.0,63.3,0,7.0,25.0,1,0,64.6,3,14,48.3,17,2,3,5,0,13,12,0.9,4.3,3,2022
David Long,29367,LB,TEN,1,52,0,31,0,,,100.0,,,0,0,,64.4,0,,,0,0,0.0,0,4,7.7,4,0,0,0,0,0,0,0.0,,0,0,3.0,100.0,95.2,19.0,19.0,0,0,0.0,74.9,0,3.0,0.0,0,0,79.2,1,20,38.5,21,1,1,1,0,3,0,0.2,3.0,3,2022
Chris Board,29456,LB,DET,1,11,0,11,0,0.0,0.0,71.4,,4.0,0,0,0.0,75.8,0,,,0,0,39.6,0,5,45.5,7,0,0,1,0,0,0,0.0,,0,0,,,60.0,,,0,0,,64.2,0,,0.0,0,0,0.0,0,3,27.3,5,0,1,0,0,0,0,0.0,,3,2022
Logan Wilson,29623,LB,CIN,1,54,0,7,0,5.5,0.0,76.5,,6.0,0,0,0.0,53.7,0,,,0,0,39.6,0,13,24.1,17,0,0,2,0,0,0,0.0,,0,0,14.2,66.7,100.0,8.3,5.5,0,0,0.0,61.9,1,13.0,0.0,0,0,45.1,4,33,61.1,33,0,3,6,0,39,11,1.2,9.8,3,2022
Andrew Van Ginkel,30267,ED,MIA,1,11,0,17,0,,,40.0,,,0,0,,62.5,0,,,0,0,0.0,0,2,18.2,5,0,0,0,0,0,0,0.0,,0,0,,,63.6,,,0,0,,64.1,0,,,0,0,0.0,0,7,63.6,11,0,0,0,0,0,0,0.0,,3,2022
T.J. Edwards,30737,LB,PHI,1,49,0,24,0,,,75.0,,,0,0,,65.0,0,,,0,0,0.0,0,9,18.4,12,1,0,0,0,0,0,0.0,,0,0,2.3,75.0,91.7,10.7,8.0,0,0,0.0,80.6,0,5.0,0.0,0,0,77.1,3,33,67.3,36,2,4,4,0,10,6,0.3,3.3,3,2022
Robert Rochell,33693,CB,LA,1,8,0,26,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,64.4,0,,,0,0,0.0,0,6,75.0,6,0,0,0,0,0,0,0.0,,3,2022
Nasir Adderley,33880,S,LAC,1,41,0,27,0,,,100.0,,,0,0,,55.9,0,,,0,0,0.0,0,12,29.3,12,0,0,0,0,0,0,0.0,,0,2,,,100.0,,,0,0,,62.0,0,,20.0,1,0,0.0,0,21,51.2,21,0,2,0,0,0,0,0.0,,3,2022
Mike Hughes,34057,CB,DET,1,27,0,11,0,20.8,50.0,100.0,7.0,3.5,0,0,0.0,26.6,0,28.0,0.0,0,0,130.6,3,23,85.2,23,0,2,6,1,68,15,3.2,22.7,0,0,,,50.0,,,0,0,,61.3,0,,,0,0,0.0,0,2,7.4,4,0,0,0,0,0,0,0.0,,3,2022
Darnell Savage,34247,S,GB,1,50,0,12,0,6.8,40.0,100.0,6.5,2.6,0,0,0.0,47.3,0,7.0,0.0,0,0,87.5,2,15,30.0,15,0,1,5,1,8,1,0.6,4.0,0,0,,,100.0,,,0,0,,56.8,0,,,0,0,0.0,0,28,56.0,28,0,0,0,0,0,0,0.0,,3,2022
Johnathan Abram,34646,S,LV,1,25,0,23,0,1.0,100.0,69.2,8.0,8.0,0,0,0.0,44.3,0,2.0,,0,0,118.8,1,9,36.0,13,0,0,1,1,2,1,0.3,2.0,0,0,7.3,100.0,93.8,3.8,3.8,0,0,0.0,36.2,0,41.0,0.0,0,0,118.8,4,15,60.0,16,1,3,4,0,79,50,5.3,19.8,3,2022
Akeem Davis-Gaither,34788,LB,CIN,1,33,0,7,0,5.0,100.0,77.8,7.0,7.0,0,0,0.0,50.4,0,18.0,0.0,0,0,118.8,1,7,21.2,9,0,1,1,0,18,13,2.6,18.0,0,1,2.3,33.3,100.0,22.0,7.3,0,0,0.0,60.8,0,8.0,0.0,0,0,42.4,1,22,66.7,22,1,2,3,0,8,5,0.4,8.0,3,2022
Jamel Dean,34918,CB,TB,1,37,0,30,0,6.0,100.0,100.0,5.5,5.5,0,0,0.0,47.5,0,15.0,0.0,0,0,147.9,2,11,29.7,11,0,1,2,1,20,8,1.8,10.0,0,0,16.0,50.0,100.0,19.0,9.5,0,0,0.0,92.3,0,3.0,0.0,0,0,56.3,1,20,54.1,20,2,4,2,0,3,3,0.2,3.0,3,2022
Trevis Gipson,35241,ED,CHI,1,1,0,6,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,9,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,,3,2022
Blake Cashman,35413,LB,HST,1,4,0,13,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,2,0,0,0,0,0,0,0.0,,0,0,,,75.0,,,0,0,,61.3,0,,,0,0,0.0,0,3,75.0,4,0,0,0,0,0,0,0.0,,3,2022
Tae Crowder,35774,LB,NYG,1,23,0,21,0,,,64.3,,,0,0,,52.5,0,,50.0,1,0,0.0,0,9,39.1,14,0,1,0,0,0,0,0.0,,0,0,,,80.0,,,0,0,,68.4,0,,0.0,0,0,0.0,0,12,52.2,15,0,1,0,0,0,0,0.0,,3,2022
Jonas Griffith,35858,LB,DEN,1,18,0,10,0,,,83.3,,,0,0,,76.5,1,,,0,0,0.0,0,5,27.8,6,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.9,0,,,0,0,0.0,0,9,50.0,9,0,0,0,0,0,0,0.0,,3,2022
Austin Bryant,36248,ED,DET,1,3,0,11,0,,,25.0,,,0,0,,61.0,0,,,0,0,0.0,0,3,100.0,12,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,3,2022
Derrek Tuszka,37724,ED,TEN,1,5,0,31,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,6.0,100.0,100.0,3.0,3.0,0,0,0.0,46.1,0,9.0,0.0,0,0,104.2,1,3,60.0,3,0,1,1,0,9,3,3.0,9.0,3,2022
Camryn Bynum,38408,S,MIN,1,45,0,18,0,,,100.0,,,0,0,,63.8,0,,,0,0,0.0,0,8,17.8,8,0,0,0,0,0,0,0.0,,0,1,,,100.0,,,0,0,,51.5,0,,0.0,0,0,0.0,0,17,37.8,17,0,0,0,0,0,0,0.0,,3,2022
Tershawn Wharton,40292,DI,KC,1,2,0,16,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,8,0,0,0,0,0,0,,,0,0,,,18.2,,,0,0,,67.8,0,,0.0,0,0,0.0,0,2,100.0,11,1,1,0,0,0,0,0.0,,3,2022
L'Jarius Sneed,40588,CB,KC,1,41,0,16,0,4.0,100.0,88.2,7.0,7.0,0,0,0.0,39.0,0,25.0,0.0,0,0,118.8,2,15,36.6,17,1,1,2,0,31,23,2.2,15.5,0,0,2.0,100.0,95.2,20.0,20.0,0,0,0.0,67.9,0,2.0,0.0,0,0,79.2,1,20,48.8,21,1,2,1,0,2,0,0.1,2.0,3,2022
Alohi Gilman,41662,S,LAC,1,8,0,27,0,,,100.0,,,0,0,,60.3,0,,,0,0,0.0,0,3,37.5,3,0,0,0,0,0,0,0.0,,0,0,17.0,100.0,100.0,3.0,3.0,0,0,0.0,28.7,0,35.0,,0,0,118.8,1,3,37.5,3,0,0,1,0,35,18,11.7,35.0,3,2022
Trevon Diggs,41817,CB,DAL,1,50,0,9,0,11.0,100.0,100.0,11.0,11.0,0,0,0.0,47.2,0,16.0,,0,0,118.8,1,11,22.0,11,0,0,1,0,16,5,1.5,16.0,0,0,11.0,40.0,100.0,17.5,7.0,0,1,20.0,65.7,1,20.0,0.0,0,1,25.8,2,39,78.0,39,0,1,5,0,36,17,1.0,18.0,3,2022
Divine Deablo,42208,LB,LV,1,25,0,23,0,,,76.9,,,0,0,,65.6,0,,,0,0,0.0,0,10,40.0,13,0,0,0,0,0,0,0.0,,0,0,7.7,100.0,87.5,4.7,4.7,0,0,0.0,46.0,0,30.0,0.0,0,0,118.8,3,14,56.0,16,0,3,3,0,58,35,4.1,19.3,3,2022
Isaiah Simmons,42451,LB,ARZ,1,13,0,1,0,,,75.0,,,0,0,,63.3,0,,,0,0,0.0,0,3,23.1,4,0,0,0,0,0,0,0.0,,0,0,,,83.3,,,0,0,,62.1,0,,,0,0,0.0,0,5,38.5,6,0,0,0,0,0,0,0.0,,3,2022
K'Von Wallace,42467,S,PHI,1,3,0,24,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.6,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,,3,2022
Cameron Dantzler,42472,CB,MIN,1,45,0,18,0,7.3,100.0,100.0,2.7,2.7,0,0,0.0,44.6,0,17.0,0.0,0,0,106.9,3,8,17.8,8,0,2,3,0,29,7,3.6,9.7,0,0,15.0,100.0,100.0,15.0,15.0,0,0,0.0,55.0,0,17.0,0.0,0,0,118.8,1,17,37.8,17,0,1,1,0,17,2,1.1,17.0,3,2022
Antoine Winfield Jr.,42475,S,TB,1,35,0,30,0,15.0,100.0,100.0,5.5,5.5,0,0,0.0,45.8,0,26.0,0.0,0,0,118.8,2,11,31.4,11,0,3,2,0,32,2,2.9,16.0,0,0,14.0,50.0,90.0,17.0,8.5,0,0,0.0,73.0,0,3.0,0.0,0,0,56.3,1,18,51.4,20,1,2,2,0,3,5,0.2,3.0,3,2022
Rashad Weaver,42495,ED,TEN,1,1,0,31,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,,,5.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,17,0,0,0,0,0,0,0.0,,3,2022
Shemar Jean-Charles,42496,CB,GB,1,2,0,12,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,3,2022
Osa Odighizuwa,42754,DI,DAL,1,1,0,9,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,,0,0,,,4.8,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,21,0,0,0,0,0,0,0.0,,3,2022
Terrell Lewis,42845,ED,LA,1,5,0,26,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,1,,,3.7,,,0,0,,63.5,0,,0.0,0,0,0.0,0,1,20.0,27,2,1,0,0,0,0,0.0,,3,2022
Kristian Fulton,42894,CB,TEN,1,52,0,31,0,,,100.0,,,0,0,,64.8,0,,,0,0,0.0,0,4,7.7,4,0,0,0,0,0,0,0.0,,0,0,10.5,100.0,100.0,5.0,5.0,0,0,0.0,51.4,0,60.0,0.0,0,0,118.8,4,21,40.4,21,1,2,4,0,83,41,4.2,20.8,3,2022
