player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception,week,year
Marco Wilson,55592,CB,ARZ,1,43,0,1,0,16.0,100.0,100.0,9.0,9.0,0,0,0.0,34.5,0,23.0,,0,0,118.8,1,10,23.3,10,0,0,1,0,23,7,2.6,23.0,0,0,10.0,100.0,100.0,6.3,6.3,0,0,0.0,57.2,0,19.0,0.0,0,0,112.5,3,20,46.5,20,1,2,3,0,33,3,1.7,11.0,2,2022
C.J. Henderson,55593,CB,CAR,1,30,0,5,0,,,100.0,,,0,0,,61.9,0,,,0,0,0.0,0,2,6.7,2,0,0,0,0,0,0,0.0,,0,0,8.0,100.0,100.0,8.3,8.3,0,0,0.0,63.6,0,12.0,0.0,0,0,104.2,3,27,90.0,27,1,2,3,0,27,3,1.1,9.0,2,2022
Lonnie Johnson Jr.,55615,S,TEN,1,9,0,31,0,,,100.0,,,0,0,,60.6,0,,,0,0,0.0,0,4,44.4,4,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.6,0,,,0,0,0.0,0,4,44.4,4,0,0,0,0,0,0,0.0,,2,2022
Amik Robertson,55619,CB,LV,1,49,0,23,0,15.5,50.0,100.0,17.0,8.5,0,0,0.0,64.1,0,24.0,0.0,0,0,93.8,1,20,40.8,20,0,1,2,0,24,2,1.4,24.0,0,0,4.5,75.0,81.5,6.7,5.0,0,0,0.0,90.3,1,11.0,0.0,0,0,41.7,3,22,44.9,27,2,2,4,0,16,23,0.8,5.3,2,2022
Josiah Scott,55634,CB,PHI,1,7,0,24,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.6,0,,,0,0,0.0,0,2,28.6,2,0,0,0,0,0,0,0.0,,2,2022
Jeffrey Okudah,55674,CB,DET,1,46,0,11,0,9.4,60.0,100.0,5.0,3.0,0,0,0.0,65.9,0,17.0,0.0,0,0,77.9,3,15,32.6,15,1,3,5,0,31,25,2.1,10.3,0,0,,,100.0,,,0,0,,71.3,0,,0.0,0,0,0.0,0,23,50.0,23,2,2,0,0,0,0,0.0,,2,2022
Tre Norwood,55675,S,PIT,1,5,0,25,0,,,100.0,,,0,0,,61.2,0,,,0,0,0.0,0,2,40.0,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.1,0,,0.0,0,0,0.0,0,3,60.0,3,0,1,0,0,0,0,0.0,,2,2022
Darious Williams,55724,CB,JAX,1,26,0,15,0,11.5,0.0,100.0,,3.5,0,0,0.0,50.0,0,,,0,0,39.6,0,7,26.9,7,0,0,2,0,0,0,0.0,,0,1,5.0,100.0,100.0,10.0,10.0,0,0,0.0,66.6,0,9.0,0.0,0,0,104.2,1,10,38.5,10,0,0,1,0,9,4,0.9,9.0,2,2022
Xavier McKinney,55775,S,NYG,1,34,0,21,0,16.0,100.0,92.9,6.0,6.0,0,1,50.0,63.3,0,29.0,0.0,0,1,118.8,2,13,38.2,14,1,1,2,0,35,3,2.9,17.5,0,0,,,78.3,,,0,0,,54.6,0,,33.3,1,0,0.0,0,18,52.9,23,1,2,0,0,0,0,0.0,,2,2022
Eric Stokes,55912,CB,GB,1,17,0,12,0,,,100.0,,,0,0,,62.0,0,,,0,0,0.0,0,3,17.6,3,0,0,0,0,0,0,0.0,,0,0,29.0,50.0,100.0,12.0,6.0,0,0,0.0,76.6,0,9.0,0.0,0,0,62.5,1,12,70.6,12,1,1,2,0,9,0,0.8,9.0,2,2022
Bryan Cook,55940,S,KC,1,6,0,16,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,49.9,0,,50.0,1,0,0.0,0,5,83.3,5,1,1,0,0,0,0,0.0,,2,2022
Nate Hobbs,55948,CB,LV,1,60,0,23,1,9.5,50.0,100.0,6.0,3.0,0,0,0.0,41.4,0,16.0,0.0,0,0,60.4,3,21,35.0,21,1,3,6,0,24,9,1.3,8.0,0,0,-0.5,100.0,100.0,7.3,7.3,0,0,0.0,82.3,0,13.0,20.0,1,0,91.7,4,31,51.7,31,2,4,4,0,24,26,0.8,6.0,2,2022
Tony Adams,55953,S,NYJ,1,1,0,22,1,15.0,100.0,100.0,1.0,1.0,0,0,0.0,48.7,0,20.0,0.0,0,0,118.8,1,1,100.0,1,0,0,1,0,20,5,20.0,20.0,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,2,2022
Geno Stone,55967,S,BLT,1,5,0,3,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.2,0,,,0,0,0.0,0,2,40.0,2,0,0,0,0,0,0,0.0,,2,2022
Benjamin St-Juste,56061,CB,WAS,1,30,0,32,0,4.0,0.0,100.0,,8.0,0,0,0.0,52.8,0,,,0,0,39.6,0,8,26.7,8,0,0,1,0,0,0,0.0,,0,1,5.0,33.3,100.0,17.0,5.7,1,1,33.3,88.5,0,6.0,0.0,0,1,42.4,1,17,56.7,17,1,1,3,0,6,1,0.4,6.0,2,2022
Damarri Mathis,56143,CB,DEN,1,26,0,10,0,6.0,0.0,100.0,,2.5,0,0,0.0,48.9,0,,,0,0,39.6,0,6,23.1,6,0,0,2,0,0,0,0.0,,0,0,8.3,100.0,93.3,4.7,4.7,0,0,0.0,76.6,0,29.0,0.0,0,0,118.1,3,14,53.8,15,3,4,3,0,37,12,2.6,12.3,2,2022
Tre Avery,56146,CB,TEN,1,10,0,31,0,4.0,100.0,100.0,3.0,3.0,0,0,0.0,28.5,0,11.0,0.0,0,0,112.5,1,4,40.0,4,0,1,1,0,11,7,3.7,11.0,0,0,26.0,100.0,100.0,2.5,2.5,0,0,0.0,29.4,0,46.0,0.0,0,0,158.3,2,6,60.0,6,0,1,2,1,55,4,11.0,27.5,2,2022
Darnay Holmes,56247,CB,NYG,1,32,0,21,0,17.0,0.0,100.0,,12.0,0,0,0.0,57.1,0,,,0,0,39.6,0,13,40.6,13,0,0,1,0,0,0,0.0,,0,0,1.0,50.0,76.2,7.5,3.8,0,0,0.0,92.4,0,6.0,0.0,0,0,56.3,2,16,50.0,21,1,1,4,0,10,15,0.7,5.0,2,2022
Jaylon Johnson,56259,CB,CHI,1,30,0,6,0,,,100.0,,,0,0,,67.4,0,,,0,0,0.0,0,12,40.0,12,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,67.8,0,,,0,0,0.0,0,16,53.3,16,0,0,0,0,0,0,0.0,,2,2022
Keith Taylor,56289,CB,CAR,1,1,0,5,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,2,2022
Chris Rumph II,56345,ED,LAC,1,1,0,27,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,2,0,0,0,0,0,0,0.0,,2,2022
Patrick Johnson,56460,ED,PHI,1,1,0,24,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,2,0,0,0,0,0,0,0.0,,2,2022
Kwity Paye,56713,ED,IND,1,1,0,14,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,5,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,16,0,0,0,0,0,0,,,2,2022
Ta'Quon Graham,56868,DI,ATL,1,1,0,2,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,0,,,9.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,11,0,0,0,0,0,0,0.0,,2,2022
Jaelan Phillips,56902,ED,MIA,1,1,0,17,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,22,0,0,0,0,0,0,,,0,0,,,16.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,6,0,0,0,0,0,0,0.0,,2,2022
Deangelo Malone,56941,ED,ATL,1,1,0,2,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,2,0,0,0,0,0,0,0.0,,2,2022
Troy Andersen,57317,LB,ATL,1,3,0,2,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,1,,,75.0,,,0,0,,65.0,0,,0.0,0,0,0.0,0,3,100.0,4,0,0,0,0,0,0,0.0,,2,2022
Jalen Pitre,57737,S,HST,1,39,0,13,0,5.5,50.0,94.7,16.0,8.0,0,0,0.0,65.4,0,16.0,100.0,1,0,77.1,1,18,46.2,19,0,0,2,0,16,11,1.0,16.0,0,1,,,94.7,,,0,0,,66.0,0,,0.0,0,0,0.0,0,18,46.2,19,0,0,0,0,0,0,0.0,,2,2022
Terrel Bernard,57739,LB,BUF,1,5,0,4,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,3.0,0.0,100.0,,4.0,0,0,0.0,47.3,0,,0.0,0,0,39.6,0,4,80.0,4,0,1,1,0,0,0,0.0,,2,2022
Mykal Walker,57834,LB,ATL,1,34,0,2,0,,,75.0,,,0,0,,94.4,1,,,0,0,0.0,0,6,17.6,8,0,0,0,0,0,0,0.0,,0,1,3.5,100.0,100.0,11.0,11.0,0,0,0.0,52.2,0,12.0,0.0,0,0,110.4,2,22,64.7,22,0,2,2,0,21,14,1.0,10.5,2,2022
Jamin Davis,57905,LB,WAS,1,17,0,32,0,,,71.4,,,0,0,,63.1,0,,,0,0,0.0,0,5,29.4,7,0,0,0,0,0,0,0.0,,0,0,6.3,66.7,50.0,3.5,2.3,0,0,0.0,47.1,0,9.0,,0,0,81.3,2,7,41.2,14,1,0,3,0,17,21,2.4,8.5,2,2022
Patrick Queen,57941,LB,BLT,1,48,0,3,0,2.0,100.0,84.6,11.0,11.0,0,0,0.0,55.8,0,8.0,0.0,0,0,100.0,1,11,22.9,13,0,1,1,0,8,6,0.7,8.0,0,1,4.8,83.3,88.9,4.8,4.0,0,0,0.0,30.4,0,59.0,40.0,2,0,118.8,5,24,50.0,27,2,2,6,0,103,76,4.3,20.6,2,2022
Jacob Phillips,57942,LB,CLV,1,17,0,8,0,,,100.0,,,0,0,,61.1,0,,,0,0,0.0,0,2,11.8,2,0,0,0,0,0,0,0.0,,0,0,10.0,100.0,100.0,4.5,4.5,0,0,0.0,52.2,0,14.0,0.0,0,0,114.6,2,10,58.8,10,1,1,2,0,23,3,2.6,11.5,2,2022
K'Lavon Chaisson,57945,ED,JAX,1,2,0,15,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,,,50.0,,,0,0,,60.8,0,,,0,0,0.0,0,2,100.0,4,0,0,0,0,0,0,0.0,,2,2022
Willie Gay Jr.,57987,LB,KC,1,41,0,16,0,0.0,100.0,75.0,8.0,8.0,0,0,0.0,79.5,0,1.0,0.0,0,0,79.2,1,9,22.0,12,1,1,1,0,1,1,0.1,1.0,0,1,0.4,90.9,92.3,2.4,2.2,1,1,9.1,60.5,0,26.0,28.6,2,1,99.2,10,24,58.5,26,4,4,11,0,86,85,3.6,8.6,2,2022
Jeremiah Owusu-Koramoah,58089,LB,CLV,1,36,0,8,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,2.8,2,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,100.0,7.0,7.0,0,0,0.0,92.7,0,15.0,0.0,0,0,139.6,3,22,61.1,22,1,3,3,1,24,6,1.1,8.0,2,2022
Pete Werner,58093,LB,NO,1,23,0,20,0,,,80.0,,,0,0,,63.9,0,,,0,0,0.0,0,4,17.4,5,0,0,0,0,0,0,0.0,,0,0,3.0,33.3,100.0,16.0,5.3,0,1,33.3,90.0,0,2.0,0.0,0,1,42.4,1,17,73.9,17,2,2,3,0,2,0,0.1,2.0,2,2022
Baron Browning,58095,ED,DEN,1,4,0,10,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,11.0,0.0,30.8,,4.0,0,0,0.0,43.4,0,,,0,0,39.6,0,4,100.0,13,0,0,1,0,0,0,0.0,,2,2022
Kenneth Murray,58099,LB,LAC,1,16,0,27,0,-5.0,100.0,100.0,10.0,10.0,0,0,0.0,50.0,0,10.0,,0,0,108.3,1,11,68.8,11,0,0,1,0,10,15,1.0,10.0,0,0,-2.0,100.0,57.1,3.0,3.0,0,0,0.0,65.5,0,2.0,0.0,0,0,79.2,1,4,25.0,7,1,1,1,0,2,4,0.7,2.0,2,2022
Devin Lloyd,58238,LB,JAX,1,30,0,15,0,1.0,100.0,62.5,5.0,5.0,0,0,0.0,65.8,0,8.0,0.0,0,0,100.0,1,5,16.7,8,1,1,1,0,8,7,1.6,8.0,0,1,0.7,66.7,86.7,6.5,4.3,0,1,33.3,61.1,1,6.0,25.0,1,1,31.9,2,13,43.3,15,2,2,3,0,10,10,0.8,5.0,2,2022
Joe Tryon-Shoyinka,58272,ED,TB,1,11,0,30,0,-7.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,0.0,,0,0,79.2,1,1,9.1,1,0,0,1,0,0,7,0.0,0.0,0,0,0.0,100.0,26.7,8.0,8.0,0,0,0.0,66.3,0,5.0,0.0,0,0,87.5,1,8,72.7,30,2,1,1,0,5,5,0.6,5.0,2,2022
Michael Carter II,60644,CB,NYJ,1,16,0,22,0,,,100.0,,,0,0,,64.4,0,,,0,0,0.0,0,4,25.0,4,0,0,0,0,0,0,0.0,,0,0,,,90.9,,,0,0,,67.8,0,,0.0,0,0,0.0,0,10,62.5,11,0,1,0,0,0,0,0.0,,2,2022
Grant Delpit,60685,S,CLV,1,49,0,8,0,1.0,100.0,100.0,6.0,6.0,0,0,0.0,41.5,0,13.0,,0,0,118.8,1,6,12.2,6,0,0,1,0,13,12,2.2,13.0,0,0,18.5,100.0,100.0,13.0,13.0,0,0,0.0,42.5,0,31.0,0.0,0,0,118.8,2,28,57.1,28,0,3,2,0,41,4,1.6,20.5,2,2022
Malcolm Rodriguez,60731,LB,DET,1,32,0,11,0,1.0,100.0,70.0,6.0,6.0,0,0,0.0,78.2,0,4.0,0.0,0,0,83.3,1,7,21.9,10,1,1,1,0,4,3,0.7,4.0,0,0,12.5,50.0,100.0,20.0,10.0,0,0,0.0,48.6,0,10.0,50.0,1,0,64.6,1,20,62.5,20,0,1,2,0,10,2,0.5,10.0,2,2022
Darren Hall,60742,CB,ATL,1,15,0,2,0,9.3,75.0,100.0,2.3,1.8,0,0,0.0,67.8,0,29.0,0.0,0,0,112.5,3,7,46.7,7,0,3,4,0,46,15,6.6,15.3,0,0,,,100.0,,,0,0,,67.9,0,,0.0,0,0,0.0,0,7,46.7,7,0,1,0,0,0,0,0.0,,2,2022
Tariq Woolen,61790,CB,SEA,1,29,0,29,0,-3.0,100.0,100.0,4.0,4.0,0,0,0.0,64.3,0,7.0,,0,0,95.8,1,5,17.2,5,0,0,1,0,7,10,1.8,7.0,0,0,19.3,66.7,100.0,8.0,5.3,0,0,0.0,40.5,0,16.0,0.0,0,0,99.3,2,18,62.1,18,0,2,3,0,30,4,1.9,15.0,2,2022
Caleb Farley,61803,CB,TEN,1,28,0,31,0,10.7,66.7,100.0,4.0,2.7,0,0,0.0,56.0,0,9.0,,0,0,115.3,2,9,32.1,9,0,0,3,1,13,9,1.6,6.5,0,0,17.3,66.7,100.0,8.0,5.3,0,0,0.0,39.7,0,39.0,33.3,1,0,109.7,2,16,57.1,16,0,2,3,0,55,3,3.4,27.5,2,2022
Akayleb Evans,65033,CB,MIN,1,10,0,18,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,4.5,100.0,100.0,4.0,4.0,0,0,0.0,64.9,0,12.0,0.0,0,0,95.8,2,9,90.0,9,1,2,2,0,14,5,1.8,7.0,2,2022
Samuel Womack,65771,CB,SF,1,24,0,28,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.2,1,0,0,0,0,0,0,0.0,,0,0,0.6,80.0,100.0,4.5,3.6,0,0,0.0,68.6,0,7.0,0.0,0,0,84.2,4,19,79.2,19,0,2,5,0,21,23,1.2,5.3,2,2022
Zach Sieler,66917,DI,MIA,1,2,0,17,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,2,100.0,18,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,2,2022
Dennis Gardeck,66928,ED,ARZ,1,5,0,1,0,,,16.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,6,0,0,0,0,0,0,0.0,,0,0,4.0,100.0,18.2,2.0,2.0,0,0,0.0,80.0,0,4.0,0.0,0,0,83.3,1,2,40.0,11,1,1,1,0,4,0,2.0,4.0,2,2022
Jonathan Owens,66930,S,HST,1,41,0,13,0,,,100.0,,,0,0,,61.1,0,,50.0,1,0,0.0,0,19,46.3,19,0,1,0,0,0,0,0.0,,0,0,31.0,100.0,100.0,16.0,16.0,0,0,0.0,48.3,0,35.0,0.0,0,0,118.8,1,19,46.3,19,0,1,1,0,35,4,2.2,35.0,2,2022
Asante Samuel Jr.,76625,CB,LAC,1,39,0,27,0,12.0,40.0,100.0,10.5,4.2,1,2,40.0,77.6,0,11.0,0.0,0,1,52.1,2,23,59.0,23,0,1,5,0,20,0,1.0,10.0,0,1,,,100.0,,,0,0,,68.5,0,,0.0,0,0,0.0,0,11,28.2,11,0,0,0,0,0,0,0.0,,2,2022
Andre Cisco,76641,S,JAX,1,35,0,15,2,,,100.0,,,0,0,,65.3,0,,0.0,0,0,0.0,0,8,22.9,8,0,0,0,0,0,0,0.0,,0,0,13.0,50.0,93.3,14.0,7.0,0,0,0.0,55.1,0,19.0,0.0,0,0,83.3,1,14,40.0,15,0,1,2,0,19,10,1.4,19.0,2,2022
Caden Sterns,76725,S,DEN,1,42,0,10,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,8,19.0,8,0,0,0,0,0,0,0.0,,0,0,1.0,50.0,96.3,26.0,13.0,0,0,0.0,64.9,0,8.0,0.0,0,0,60.4,1,26,61.9,27,0,1,2,0,8,8,0.3,8.0,2,2022
Zaven Collins,77190,LB,ARZ,1,38,0,1,0,-3.0,100.0,80.0,7.0,7.0,0,0,0.0,40.2,0,23.0,0.0,0,0,118.8,1,8,21.1,10,0,1,1,0,23,26,3.3,23.0,0,0,,,80.0,,,0,0,,57.8,0,,0.0,0,0,0.0,0,16,42.1,20,0,2,0,0,0,0,0.0,,2,2022
Cobie Durant,79126,S,LA,1,16,0,26,0,,,100.0,,,0,0,,46.6,0,,,0,0,0.0,0,2,12.5,2,0,0,0,0,0,0,0.0,,0,0,4.7,66.7,91.7,5.0,3.3,0,0,0.0,46.0,1,19.0,50.0,1,0,56.9,2,11,68.8,12,2,1,3,0,28,16,2.8,14.0,2,2022
Christian Benford,79181,CB,BUF,1,27,0,4,0,,,100.0,,,0,0,,63.0,0,,,0,0,0.0,0,3,11.1,3,0,0,0,0,0,0,0.0,,0,0,13.0,0.0,100.0,,16.0,0,0,0.0,59.2,0,,,0,0,39.6,0,18,66.7,18,0,0,1,0,0,0,0.0,,2,2022
Micah McFadden,81246,LB,NYG,1,2,0,21,0,,,50.0,,,0,0,,61.5,0,,0.0,0,0,0.0,0,1,50.0,2,0,1,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,2,2022
Nick Bolton,81322,LB,KC,1,49,0,16,0,,,83.3,,,0,0,,67.2,0,,,0,0,0.0,0,10,20.4,12,0,0,0,0,0,0,0.0,,0,0,5.0,100.0,100.0,15.0,15.0,0,0,0.0,63.6,0,10.0,0.0,0,0,100.0,2,30,61.2,30,0,2,2,0,16,6,0.5,8.0,2,2022
Micah Parsons,81360,ED,DAL,1,3,0,9,0,,,12.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,8,0,0,0,0,0,0,0.0,,0,0,,,6.9,,,0,0,,60.9,0,,,0,0,0.0,0,2,66.7,29,2,0,0,0,0,0,0.0,,2,2022
Ernest Jones,81399,LB,LA,1,22,0,26,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,11.0,100.0,100.0,14.0,14.0,0,0,0.0,58.5,0,18.0,0.0,0,0,118.8,1,15,68.2,15,0,2,1,0,18,7,1.3,18.0,2,2022
Odafe Oweh,82161,ED,BLT,1,5,0,3,0,,,15.4,,,0,0,,62.7,0,,,0,0,0.0,0,2,40.0,13,0,0,0,0,0,0,0.0,,0,0,,,15.0,,,0,0,,41.8,0,,,0,0,0.0,0,3,60.0,20,0,0,0,0,0,0,0.0,,2,2022
Thomas Booker,82168,DI,HST,1,1,0,13,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,5,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,2,2022
Quay Walker,82547,LB,GB,1,14,0,12,0,,,100.0,,,0,0,,77.5,0,,0.0,0,0,0.0,0,3,21.4,3,1,1,0,0,0,0,0.0,,0,0,7.3,66.7,100.0,4.5,3.0,0,1,33.3,80.4,0,18.0,0.0,0,1,86.8,2,9,64.3,9,1,1,3,0,21,7,2.3,10.5,2,2022
Patrick Surtain II,83119,CB,DEN,1,16,0,10,0,,,100.0,,,0,0,,62.7,0,,,0,0,0.0,0,2,12.5,2,0,0,0,0,0,0,0.0,,0,0,5.5,50.0,100.0,12.0,6.0,0,0,0.0,57.6,0,5.0,0.0,0,0,56.3,1,12,75.0,12,0,1,2,0,5,1,0.4,5.0,2,2022
Jalyn Armour-Davis,83120,CB,BLT,1,24,0,3,1,13.5,100.0,100.0,2.0,2.0,0,0,0.0,26.6,0,21.0,50.0,1,0,158.3,2,4,16.7,4,0,0,2,1,28,5,7.0,14.0,0,0,,,90.9,,,0,0,,37.0,0,,50.0,1,0,0.0,0,10,41.7,11,0,1,0,0,0,0,0.0,,2,2022
Roger McCreary,83176,CB,TEN,1,45,0,31,0,2.0,100.0,100.0,12.0,12.0,0,0,0.0,60.5,0,12.0,0.0,0,0,116.7,1,13,28.9,13,0,2,1,0,12,10,1.0,12.0,0,1,5.4,100.0,100.0,5.6,5.6,0,0,0.0,67.8,0,15.0,0.0,0,0,98.3,5,29,64.4,29,2,7,5,0,38,11,1.4,7.6,2,2022
Tyson Campbell,83217,CB,JAX,1,35,0,15,0,21.0,100.0,100.0,8.0,8.0,0,0,0.0,53.6,0,23.0,0.0,0,0,118.8,1,8,22.9,8,0,1,1,0,23,2,2.9,23.0,0,0,13.0,100.0,100.0,14.0,14.0,0,0,0.0,57.8,0,17.0,0.0,0,0,118.8,1,14,40.0,14,0,1,1,0,17,4,1.2,17.0,2,2022
Percy Butler,83271,S,WAS,1,1,0,32,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,2,2022
Greg Newsome II,83341,CB,CLV,1,46,0,8,0,11.0,50.0,100.0,6.0,3.0,0,0,0.0,51.2,0,18.0,100.0,1,0,81.3,1,6,13.0,6,0,0,2,0,18,12,3.0,18.0,0,0,11.8,75.0,92.6,7.7,5.8,0,0,0.0,63.7,0,17.0,33.3,1,0,95.8,3,25,54.3,27,1,2,4,0,30,17,1.3,10.0,2,2022
Jaycee Horn,83375,CB,CAR,1,41,0,5,0,,,100.0,,,0,0,,61.9,0,,,0,0,0.0,0,2,4.9,2,0,0,0,0,0,0,0.0,,0,0,6.3,33.3,100.0,33.0,11.0,0,0,0.0,70.1,0,4.0,0.0,0,0,42.4,1,36,87.8,36,1,1,3,0,4,0,0.1,4.0,2,2022
Israel Mukuamu,83377,S,DAL,1,13,0,9,0,,,100.0,,,0,0,,64.4,0,,,0,0,0.0,0,6,46.2,6,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.6,0,,,0,0,0.0,0,6,46.2,6,0,0,0,0,0,0,0.0,,2,2022
Kyler Gordon,83451,CB,CHI,1,29,0,6,0,10.6,100.0,100.0,1.6,1.6,0,0,0.0,28.1,0,55.0,0.0,0,0,158.3,7,12,41.4,12,1,3,7,2,111,38,10.1,15.9,0,0,7.7,50.0,100.0,5.3,2.7,0,1,16.7,60.0,0,24.0,,0,1,79.9,3,16,55.2,16,0,0,6,0,52,37,3.3,17.3,2,2022
Alontae Taylor,83469,CB,NO,1,10,0,20,0,25.0,0.0,100.0,,3.0,0,1,100.0,86.6,0,,,0,1,39.6,0,3,30.0,3,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,85.0,0,,,0,0,0.0,0,6,60.0,6,0,0,0,0,0,0,0.0,,2,2022
Jevon Holland,83873,S,MIA,1,32,0,17,0,5.0,100.0,91.7,19.0,19.0,0,0,0.0,61.3,0,17.0,50.0,1,0,118.8,1,22,68.8,24,0,1,1,0,17,12,0.9,17.0,0,0,,,100.0,,,0,0,,64.0,0,,0.0,0,0,0.0,0,8,25.0,8,0,1,0,0,0,0,0.0,,2,2022
Talanoa Hufanga,83903,S,SF,1,33,0,28,0,,,100.0,,,0,0,,60.2,0,,,0,0,0.0,0,2,6.1,2,0,0,0,0,0,0,0.0,,0,0,11.3,33.3,92.9,24.0,8.0,0,2,66.7,77.2,0,9.0,0.0,0,2,42.4,1,26,78.8,28,0,1,3,0,9,4,0.4,9.0,2,2022
Kyle Dugger,90621,S,NE,1,11,0,19,0,12.0,0.0,100.0,,3.5,0,0,0.0,39.8,0,,,0,0,39.6,0,7,63.6,7,0,0,2,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.9,0,,,0,0,0.0,0,3,27.3,3,0,0,0,0,0,0,0.0,,2,2022
