player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles,week,year
Solomon Thomas,11758,DI,NYJ,1,0,,0,0,22,,48.6,75.6,54.2,51.2,,,0,0,11,11,0.0,0,0,3,2022
Marshon Lattimore,11766,CB,NO,1,0,,0,0,20,70.5,58.8,78.3,,29.2,26.6,100.0,1,0,30,32,0.0,0,0,3,2022
Haason Reddick,11768,ED,PHI,1,1,6.0,0,0,24,62.2,70.6,77.8,71.0,56.8,74.2,0.0,0,0,11,11,0.0,0,1,3,2022
Malik Hooker,11770,S,DAL,1,0,6.0,0,0,9,66.8,70.1,78.5,,64.6,84.4,0.0,0,0,18,18,0.0,0,1,3,2022
Marlon Humphrey,11771,CB,BLT,1,0,,0,0,3,90.7,86.8,78.2,,42.6,78.3,,0,0,22,23,0.0,0,0,3,2022
Jonathan Allen,11772,DI,WAS,1,0,-0.3,0,0,32,60.0,73.0,77.0,61.7,75.2,70.1,0.0,0,0,17,17,23.5,4,4,3,2022
Adoree' Jackson,11773,CB,NYG,1,0,46.0,0,0,21,53.6,45.5,78.5,,29.2,54.7,66.7,2,0,29,32,0.0,0,1,3,2022
Charles Harris,11777,ED,DET,1,1,-1.0,0,0,11,60.0,62.2,82.5,59.7,60.7,72.6,0.0,0,0,22,22,9.1,2,2,3,2022
Jabrill Peppers,11780,S,NE,1,0,2.5,0,0,19,55.8,52.5,71.2,,52.8,51.1,20.0,1,0,20,20,15.0,3,4,3,2022
Budda Baker,11791,S,ARZ,1,1,0.0,0,1,1,54.4,63.1,75.2,55.1,79.9,85.3,0.0,0,0,19,21,10.5,2,2,3,2022
Marcus Williams,11797,S,BLT,1,0,12.0,0,0,3,71.7,76.5,79.2,,67.8,83.1,0.0,0,0,23,24,0.0,0,2,3,2022
Justin Evans,11805,CB,NO,1,0,3.0,0,0,20,75.4,76.8,74.5,55.3,74.6,76.1,0.0,0,0,9,11,11.1,1,2,3,2022
DeMarcus Walker,11806,ED,TEN,1,0,4.5,0,0,31,60.0,66.7,78.7,61.3,65.2,70.8,0.0,0,0,12,12,8.3,1,2,3,2022
Dalvin Tomlinson,11810,DI,MIN,1,0,3.7,0,0,18,,76.7,78.2,67.2,72.9,69.5,0.0,0,0,25,25,4.0,1,3,3,2022
Zach Cunningham,11812,LB,TEN,1,0,13.0,0,0,31,67.8,63.8,71.2,56.3,57.4,77.8,0.0,0,0,11,11,0.0,0,1,3,2022
Tanoh Kpassagnon,11814,ED,NO,1,1,,0,0,20,60.0,66.9,75.5,52.2,71.4,71.7,0.0,0,0,7,8,0.0,0,0,3,2022
Chidobe Awuzie,11815,CB,CIN,1,0,8.0,0,0,7,77.5,77.5,79.2,,66.8,50.4,0.0,0,1,20,20,0.0,0,1,3,2022
Josh Jones,11816,S,SEA,1,1,20.7,0,0,29,37.6,39.0,73.3,,59.5,60.5,0.0,0,0,29,29,3.4,1,3,3,2022
Larry Ogunjobi,11820,DI,PIT,1,1,,0,0,25,,53.9,78.3,66.0,46.1,68.2,0.0,0,0,22,22,0.0,0,0,3,2022
Ahkello Witherspoon,11821,CB,PIT,1,0,5.0,0,0,25,46.3,47.3,76.8,,54.7,29.6,33.3,1,0,20,20,5.0,1,2,3,2022
Dawuane Smoot,11823,DI,JAX,1,0,8.0,0,0,15,59.6,61.8,76.5,71.4,52.2,29.3,0.0,0,0,4,4,0.0,0,1,3,2022
Chris Wormley,11829,DI,PIT,1,1,2.3,0,0,25,,51.4,75.0,64.4,49.6,71.1,0.0,0,0,17,17,5.9,1,3,3,2022
Duke Riley,11830,LB,MIA,1,0,,0,0,17,59.6,58.1,74.8,52.9,60.0,41.1,,0,0,1,1,0.0,0,0,3,2022
Alex Anzalone,11831,LB,DET,1,2,6.0,0,0,11,57.7,59.6,77.1,74.1,54.1,69.7,11.1,1,0,25,25,0.0,0,6,3,2022
Fabian Moreau,11836,CB,NYG,1,0,9.0,0,0,21,69.2,70.8,75.2,,67.6,79.1,0.0,0,0,18,20,0.0,0,1,3,2022
Jourdan Lewis,11846,CB,DAL,1,0,,0,0,9,41.4,45.5,77.9,,69.2,51.7,,0,1,11,11,0.0,0,0,3,2022
John Johnson III,11847,S,CLV,1,0,6.5,0,1,8,75.4,66.9,79.1,58.8,37.2,27.3,60.0,3,0,22,22,0.0,0,2,3,2022
Montravius Adams,11848,DI,PIT,1,0,,0,0,25,,55.9,73.6,66.0,51.4,,,0,0,7,7,0.0,0,0,3,2022
Cameron Sutton,11850,CB,PIT,1,0,,0,0,25,71.8,72.3,78.8,,67.8,80.9,,0,0,37,37,0.0,0,0,3,2022
Rasul Douglas,11854,CB,GB,1,0,,0,0,12,79.7,75.3,0.0,,62.7,81.1,,0,1,12,13,0.0,0,0,3,2022
Trey Hendrickson,11858,ED,CIN,1,0,2.0,0,0,7,64.5,94.2,79.8,94.7,49.9,39.5,50.0,1,0,9,9,11.1,1,1,3,2022
Eddie Jackson,11867,S,CHI,1,1,13.3,0,1,6,54.3,68.7,76.6,,90.1,56.0,0.0,0,0,20,21,0.0,0,3,3,2022
Rayshawn Jenkins,11868,S,JAX,1,1,0.0,0,0,15,48.3,55.5,74.6,68.2,79.4,80.8,0.0,0,0,11,11,9.1,1,1,3,2022
Carl Lawson,11871,ED,NYJ,1,0,,0,0,22,,51.3,81.2,58.3,44.6,21.1,100.0,1,0,15,15,0.0,0,0,3,2022
Jalen Reeves-Maybin,11879,LB,HST,1,0,,0,0,13,43.4,25.5,69.1,,37.7,22.3,,0,0,3,3,0.0,0,0,3,2022
Samson Ebukam,11880,ED,SF,1,0,1.0,0,0,28,60.0,74.7,0.1,75.0,72.9,71.2,0.0,0,1,17,17,11.8,2,2,3,2022
Deatrich Wise Jr.,11886,ED,NE,1,1,0.5,0,0,19,,56.9,79.2,74.8,37.2,39.3,25.0,1,0,17,17,5.9,1,2,3,2022
Grover Stewart,11899,DI,IND,1,1,0.0,0,0,14,,57.8,81.4,51.2,63.5,28.4,33.3,1,0,13,13,7.7,1,1,3,2022
Desmond King II,11906,CB,HST,1,0,12.0,0,0,13,69.9,75.9,76.3,70.6,73.9,80.4,0.0,0,0,18,18,16.7,3,5,3,2022
Jayon Brown,11910,LB,LV,1,0,5.3,0,0,23,61.2,55.2,73.8,,51.0,29.8,25.0,1,0,26,26,7.7,2,3,3,2022
Anthony Walker,11916,LB,CLV,1,2,10.0,0,0,8,67.1,47.9,73.4,49.4,34.7,80.4,0.0,0,0,12,12,0.0,0,1,3,2022
Matt Milano,11918,LB,BUF,1,0,2.5,0,0,4,76.3,79.2,0.0,68.8,75.3,77.7,0.0,0,1,17,18,17.6,3,4,3,2022
Davon Godchaux,11934,DI,NE,1,0,3.0,0,0,19,60.0,65.5,76.6,47.8,74.0,31.7,0.0,0,0,22,22,9.1,2,2,3,2022
Chuck Clark,11941,S,BLT,1,1,10.0,0,0,3,48.2,54.5,76.6,,73.8,83.0,0.0,0,0,23,24,4.3,1,2,3,2022
Xavier Woods,11946,S,CAR,1,1,,0,0,5,51.7,52.7,77.0,58.5,63.0,76.8,0.0,0,0,22,23,0.0,0,0,3,2022
Tanner Vallejo,11950,LB,ARZ,1,1,,0,0,1,64.1,73.1,72.2,55.1,72.7,74.9,0.0,0,0,5,5,0.0,0,0,3,2022
Al-Quadin Muhammad,11951,ED,CHI,1,2,0.5,0,1,6,60.0,84.8,79.4,61.7,86.3,74.0,0.0,0,0,19,19,5.3,1,2,3,2022
D.J. Jones,11953,DI,DEN,1,0,,0,0,10,,84.1,73.6,77.7,69.0,,,0,0,5,5,0.0,0,0,3,2022
Ifeadi Odenigbo,11975,ED,IND,1,1,,0,0,14,,81.9,74.4,82.5,60.2,69.2,0.0,0,0,2,2,0.0,0,0,3,2022
Isaac Rochell,11980,ED,CLV,1,0,4.5,0,0,8,64.3,64.2,78.1,55.4,56.2,29.5,33.3,1,0,10,10,0.0,0,2,3,2022
Michael Davis,12040,CB,LAC,1,1,6.5,0,0,27,66.4,65.7,77.5,,59.7,82.2,0.0,0,0,35,35,0.0,0,2,3,2022
Josh Tupou,12093,DI,CIN,1,0,2.0,0,0,7,,52.9,76.0,52.9,56.0,26.2,50.0,1,0,14,14,0.0,0,1,3,2022
Arthur Maulet,12224,CB,PIT,1,1,,0,0,25,61.9,49.0,72.9,55.4,41.7,26.7,50.0,1,0,10,10,0.0,0,0,3,2022
Sione Takitaki,12666,LB,CLV,1,1,3.0,0,0,8,69.7,70.1,71.8,67.4,59.6,77.0,0.0,0,0,12,12,8.3,1,2,3,2022
Dylan Cole,24304,LB,TEN,1,0,,0,0,31,75.9,70.7,71.7,59.8,52.0,27.1,100.0,1,0,5,5,0.0,0,0,3,2022
Nathan Shepherd,24614,DI,NYJ,1,0,,0,0,22,,63.2,74.3,62.7,60.4,,,0,0,10,10,0.0,0,0,3,2022
Foyesade Oluokun,24904,LB,JAX,1,1,,0,0,15,49.3,52.6,73.5,67.1,58.5,80.6,0.0,0,1,11,11,0.0,0,0,3,2022
Levi Wallace,25445,CB,PIT,1,0,8.0,0,0,25,62.8,68.8,75.4,,73.2,75.8,0.0,0,0,16,16,6.3,1,2,3,2022
Anfernee Jennings,25449,ED,NE,1,0,,0,0,19,60.0,62.2,73.4,53.9,64.2,,,0,0,6,6,0.0,0,0,3,2022
Clelin Ferrell,25955,ED,LV,1,0,6.5,0,0,23,62.8,67.0,75.1,52.9,70.4,69.9,0.0,0,0,12,12,8.3,1,2,3,2022
Dexter Lawrence,25991,DI,NYG,1,4,5.5,0,0,21,,77.3,78.7,66.1,73.6,72.7,0.0,0,0,27,29,0.0,0,2,3,2022
Maxx Crosby,26316,ED,LV,1,2,-0.8,0,0,23,,88.7,80.4,75.9,80.4,55.8,0.0,0,0,25,25,16.0,4,4,3,2022
Ben Banogu,26554,ED,IND,1,0,,0,0,14,,54.4,72.6,55.3,58.9,24.2,100.0,1,0,2,2,0.0,0,0,3,2022
D.J. Reed Jr.,26940,CB,NYJ,1,0,,0,0,22,63.1,65.0,77.9,,68.0,75.4,,0,0,27,27,0.0,0,0,3,2022
Isaiah Rodgers,27069,CB,IND,1,0,,0,0,14,76.7,76.4,89.2,60.0,60.0,75.2,,0,0,5,5,0.0,0,0,3,2022
Montez Sweat,27271,ED,WAS,1,0,1.0,0,0,32,61.8,69.9,81.2,60.6,63.6,71.2,0.0,0,0,18,18,5.6,1,1,3,2022
Devin Bush,27375,LB,PIT,1,3,4.5,0,0,25,43.6,47.9,77.9,59.1,59.2,61.7,0.0,0,0,32,32,6.3,2,6,3,2022
Michael Dwumfour,27376,DI,HST,1,0,,0,0,13,,32.7,74.9,68.9,31.8,,,0,0,16,16,0.0,0,0,3,2022
Armon Watts,27844,DI,CHI,1,1,2.0,0,0,6,,68.8,74.7,63.8,65.1,69.1,0.0,0,0,8,9,12.5,1,1,3,2022
Davon Hamilton,28072,DI,JAX,1,0,,0,0,15,,78.6,75.0,75.2,62.3,,,0,0,4,4,0.0,0,0,3,2022
Dre'Mont Jones,28075,DI,DEN,1,1,0.0,0,0,10,,37.8,0.0,56.8,39.5,70.2,0.0,0,1,14,16,7.1,1,1,3,2022
Malik Harrison,28081,LB,BLT,1,0,,0,0,3,53.1,57.6,75.2,54.0,66.3,26.3,,0,0,14,14,0.0,0,0,3,2022
Jerome Baker,28091,LB,MIA,1,1,0.0,0,0,17,59.8,67.7,80.4,67.3,73.6,83.4,0.0,0,0,17,17,17.6,3,3,3,2022
Neville Gallimore,28094,DI,DAL,1,0,,0,0,9,60.0,62.4,76.3,76.4,45.6,67.3,,0,0,9,9,0.0,0,0,3,2022
Kevin Givens,28308,DI,SF,1,1,,0,0,28,,61.9,76.2,65.0,57.6,69.5,0.0,0,0,19,19,0.0,0,0,3,2022
Myles Adams,28430,DI,SEA,1,0,,0,0,29,,38.0,72.1,57.0,43.8,,,0,0,7,7,0.0,0,0,3,2022
Bilal Nichols,28451,DI,LV,1,0,,0,0,23,,69.6,76.6,62.9,67.7,,,0,0,20,20,0.0,0,0,3,2022
DeShon Elliott,28854,S,DET,1,3,,0,0,11,57.4,59.9,79.4,53.5,67.7,63.9,25.0,1,0,25,25,0.0,0,0,3,2022
Jack Jones,29050,CB,NE,1,0,,0,0,19,68.0,68.4,73.9,,61.9,,,0,0,12,12,0.0,0,0,3,2022
Darius Harris,29188,LB,KC,1,4,1.8,0,0,16,60.9,57.0,75.4,53.1,56.5,66.4,0.0,0,0,25,25,8.0,2,4,3,2022
David Long,29367,LB,TEN,1,2,2.7,0,0,31,80.1,81.5,75.3,63.5,62.1,65.4,16.7,1,0,17,17,17.6,3,3,3,2022
Chris Board,29456,LB,DET,1,1,9.0,0,0,11,76.4,80.6,72.7,54.6,72.6,76.6,0.0,0,0,8,8,0.0,0,2,3,2022
Logan Wilson,29623,LB,CIN,1,2,,0,0,7,61.3,50.4,77.1,52.5,36.2,80.2,0.0,0,0,20,20,0.0,0,0,3,2022
Andrew Van Ginkel,30267,ED,MIA,1,1,,0,0,17,65.9,78.0,74.6,70.0,69.3,73.3,0.0,0,0,2,2,0.0,0,0,3,2022
T.J. Edwards,30737,LB,PHI,1,0,5.6,0,0,24,79.8,88.1,75.6,83.5,70.1,83.3,0.0,0,0,19,19,10.5,2,5,3,2022
George Odum,31342,S,SF,1,0,,0,0,28,,60.0,65.6,,60.0,,,0,0,1,1,0.0,0,0,3,2022
Khalen Saunders,31534,DI,KC,1,3,4.5,0,0,16,69.5,83.1,75.3,61.7,73.8,72.9,0.0,0,0,9,9,22.2,2,4,3,2022
Abdullah Anderson,32708,DI,ATL,1,0,,0,0,2,,37.6,75.1,53.8,41.1,,,0,0,6,6,0.0,0,0,3,2022
Eric Johnson,33698,DI,IND,1,0,,0,0,14,,42.1,72.9,60.0,58.8,,,0,0,2,2,0.0,0,0,3,2022
Nasir Adderley,33880,S,LAC,1,0,,0,0,27,51.1,47.7,78.2,,50.2,50.8,,0,0,35,35,0.0,0,0,3,2022
Mike Hughes,34057,CB,DET,1,0,7.0,0,0,11,27.4,26.3,76.0,72.3,27.5,75.2,0.0,0,1,14,14,0.0,0,1,3,2022
Darnell Savage,34247,S,GB,1,0,,0,0,12,52.1,51.8,79.3,,61.5,70.2,,0,1,14,15,0.0,0,0,3,2022
Johnathan Abram,34646,S,LV,1,1,24.0,0,0,23,33.6,33.3,76.9,66.7,47.5,40.2,50.0,2,0,27,27,0.0,0,1,3,2022
Akeem Davis-Gaither,34788,LB,CIN,1,4,3.0,0,0,7,59.9,72.6,75.4,90.5,71.3,83.6,0.0,0,0,19,19,15.8,3,4,3,2022
Jamel Dean,34918,CB,TB,1,0,10.0,0,0,30,80.5,80.1,78.2,,68.4,79.9,0.0,0,0,25,25,0.0,0,1,3,2022
Trevis Gipson,35241,ED,CHI,1,0,,0,0,6,60.0,65.7,77.5,54.3,72.8,,,0,0,5,6,0.0,0,0,3,2022
Blake Cashman,35413,LB,HST,1,0,,0,0,13,61.7,63.5,70.5,56.3,63.7,,,0,0,9,9,0.0,0,0,3,2022
Tae Crowder,35774,LB,NYG,1,1,2.0,0,0,21,61.8,47.1,78.1,50.8,44.3,24.5,57.1,4,0,30,33,6.7,2,2,3,2022
Jonas Griffith,35858,LB,DEN,1,1,3.0,0,0,10,74.6,82.4,73.2,58.3,76.5,74.9,0.0,0,0,13,14,7.7,1,1,3,2022
Darrell Taylor,36001,ED,SEA,1,0,5.0,0,0,29,60.5,51.1,78.7,73.0,35.2,73.1,0.0,0,0,20,20,0.0,0,1,3,2022
Austin Bryant,36248,ED,DET,1,0,,0,0,11,61.0,64.6,77.1,58.0,64.7,,,0,0,5,5,0.0,0,0,3,2022
Shy Tuttle,37279,DI,NO,1,1,6.0,0,0,20,,67.2,77.2,52.2,70.2,73.1,0.0,0,0,25,27,8.0,2,6,3,2022
Darryl Johnson,37479,ED,SEA,1,1,4.0,0,0,29,,62.7,74.9,51.4,69.9,72.4,0.0,0,0,7,7,14.3,1,1,3,2022
Derrek Tuszka,37724,ED,TEN,1,1,,0,0,31,50.1,33.9,73.6,,38.7,73.1,0.0,0,0,11,11,0.0,0,0,3,2022
Camryn Bynum,38408,S,MIN,1,1,7.0,0,0,18,59.0,63.4,79.4,,70.2,83.5,0.0,0,1,33,33,0.0,0,2,3,2022
Bryan Mone,38461,DI,SEA,1,1,,0,0,29,,40.3,0.0,53.7,57.2,66.8,0.0,0,1,8,8,0.0,0,0,3,2022
Marquise Copeland,38540,DI,LA,1,0,,0,0,26,,66.3,70.5,55.7,62.5,,,0,0,1,2,0.0,0,0,3,2022
Folorunso Fatukasi,38558,DI,JAX,1,0,0.0,0,0,15,,72.7,75.8,62.9,70.8,67.3,0.0,0,0,6,6,16.7,1,1,3,2022
Tershawn Wharton,40292,DI,KC,1,0,1.0,0,0,16,67.8,57.7,76.7,49.1,59.0,69.2,0.0,0,0,13,13,7.7,1,1,3,2022
L'Jarius Sneed,40588,CB,KC,1,0,9.5,0,0,16,58.9,69.2,78.0,91.5,67.6,64.0,33.3,1,1,26,26,0.0,0,2,3,2022
Alohi Gilman,41662,S,LAC,1,0,,1,0,27,30.2,28.2,72.6,,60.0,,,0,1,4,4,0.0,0,0,3,2022
Trevon Diggs,41817,CB,DAL,1,0,,0,0,9,59.8,56.4,79.0,,38.6,72.8,,0,0,16,16,0.0,0,0,3,2022
Divine Deablo,42208,LB,LV,1,1,3.0,0,0,23,52.7,59.0,75.5,62.5,64.8,80.7,0.0,0,0,27,27,11.1,3,3,3,2022
Isaiah Simmons,42451,LB,ARZ,1,1,,0,0,1,46.7,48.0,72.8,55.8,61.4,71.7,0.0,0,0,1,1,0.0,0,0,3,2022
Cameron Dantzler,42472,CB,MIN,1,0,10.5,0,0,18,45.8,46.4,79.1,,51.8,57.7,0.0,0,0,33,33,3.0,1,2,3,2022
Antoine Winfield Jr.,42475,S,TB,1,0,6.0,0,0,30,63.0,64.1,77.0,54.8,65.8,83.0,0.0,0,0,25,25,4.0,1,1,3,2022
Rashad Weaver,42495,ED,TEN,1,0,4.0,0,0,31,60.0,57.7,81.3,59.1,53.0,72.3,50.0,1,0,12,12,8.3,1,1,3,2022
Chauncey Golston,42718,DI,DAL,1,1,,0,0,9,60.0,94.0,73.0,93.4,64.9,70.5,0.0,0,0,3,3,0.0,0,0,3,2022
Nick Bosa,42741,ED,SF,1,1,,0,0,28,,75.2,13.7,72.3,74.9,29.9,0.0,0,1,24,24,0.0,0,0,3,2022
Osa Odighizuwa,42754,DI,DAL,1,0,3.5,0,0,9,60.0,76.5,76.5,73.6,68.4,68.7,0.0,0,0,8,8,12.5,1,2,3,2022
Shaka Toney,42806,ED,WAS,1,0,1.0,0,0,32,70.0,73.3,79.0,55.7,72.7,73.4,0.0,0,0,10,10,20.0,2,2,3,2022
Terrell Lewis,42845,ED,LA,1,0,,0,0,26,65.8,59.9,77.3,55.2,61.3,73.9,,0,0,11,12,0.0,0,0,3,2022
Kristian Fulton,42894,CB,TEN,1,2,-4.0,0,0,31,61.5,68.7,79.3,,90.8,79.9,0.0,0,0,17,17,5.9,1,1,3,2022
Rashan Gary,42905,ED,GB,1,1,0.0,0,0,12,,67.1,76.6,65.7,60.6,73.9,0.0,0,0,10,11,10.0,1,1,3,2022
Charvarius Ward,43034,CB,SF,1,1,0.5,0,1,28,64.8,81.7,77.7,58.8,93.5,80.1,0.0,0,0,29,29,6.9,2,2,3,2022
Brandon Jones,43049,S,MIA,1,1,4.0,0,0,17,41.6,43.9,77.0,59.5,66.5,48.7,0.0,0,0,14,14,0.0,0,1,3,2022
Devin White,43089,LB,TB,1,1,3.0,0,0,30,42.6,34.3,75.4,51.8,43.2,79.0,0.0,0,0,25,25,8.0,2,2,3,2022
Jeremy Chinn,43179,S,CAR,1,1,17.5,0,0,5,37.4,43.7,77.8,90.8,58.5,48.0,25.0,1,0,22,23,0.0,0,2,3,2022
Mack Wilson,43190,LB,NE,1,0,6.0,0,0,19,28.0,26.4,75.2,54.1,29.6,45.4,0.0,0,0,15,15,6.7,1,3,3,2022
Richie Grant,43196,S,ATL,1,1,9.8,0,0,2,86.7,86.4,78.1,59.7,57.6,64.7,16.7,1,0,23,24,0.0,0,4,3,2022
Damar Hamlin,43291,S,BUF,1,0,-6.0,0,0,4,52.2,64.5,76.7,78.7,77.7,48.1,0.0,0,0,17,18,5.9,1,1,3,2022
Myles Bryant,43336,CB,NE,1,0,,0,0,19,48.2,49.6,74.6,,61.0,,,0,0,5,5,0.0,0,0,3,2022
Christian Holmes,43393,CB,WAS,1,0,,0,0,32,46.5,41.8,71.8,,60.0,72.5,,0,0,5,5,0.0,0,0,3,2022
Josh Metellus,43395,S,MIN,1,0,9.0,0,0,18,78.1,82.7,79.7,,65.7,66.0,0.0,0,0,33,33,0.0,0,2,3,2022
Milo Eifler,43421,LB,WAS,1,0,5.0,0,0,32,60.0,37.0,68.0,,44.1,71.4,0.0,0,0,5,5,0.0,0,1,3,2022
Alex Highsmith,43507,ED,PIT,1,1,0.4,0,0,25,65.8,73.0,6.4,54.8,84.7,48.8,14.3,1,1,37,37,13.5,5,5,3,2022
Jeffery Simmons,43742,DI,TEN,1,1,2.0,0,0,31,61.9,63.9,78.4,64.1,53.0,70.2,0.0,0,0,15,15,6.7,1,1,3,2022
Derrick Brown,43883,DI,CAR,1,0,2.0,0,0,5,60.7,76.8,78.4,57.8,77.1,69.2,0.0,0,0,14,15,14.3,2,2,3,2022
Timmy Horne,43918,DI,ATL,1,0,,0,0,2,,46.2,73.8,53.0,53.5,,,0,0,3,3,0.0,0,0,3,2022
Patrick Jones II,43974,ED,MIN,1,0,,0,0,18,60.0,50.8,74.3,63.5,47.6,,,0,0,7,7,0.0,0,0,3,2022
Byron Murphy Jr.,44027,CB,ARZ,1,1,12.0,0,0,1,33.4,40.6,77.1,,68.9,78.0,0.0,0,0,19,21,0.0,0,1,3,2022
Benito Jones,44035,DI,DET,1,0,,0,0,11,,30.1,73.4,64.7,29.7,,,0,0,6,6,0.0,0,0,3,2022
Adetokunbo Ogundeji,44047,ED,ATL,1,0,,0,0,2,29.1,28.4,77.0,48.2,38.6,20.4,100.0,2,0,12,13,0.0,0,0,3,2022
Julian Okwara,44152,ED,DET,1,0,,0,0,11,60.0,55.8,77.0,49.4,65.5,,,0,0,6,6,0.0,0,0,3,2022
William Bradley-King,44184,ED,WAS,1,0,2.0,0,0,32,60.0,33.7,78.5,50.3,33.5,71.4,0.0,0,0,9,9,11.1,1,1,3,2022
Quinnen Williams,44216,DI,NYJ,1,0,6.0,0,0,22,62.3,71.6,77.0,77.8,48.8,70.6,0.0,0,0,17,17,0.0,0,4,3,2022
Jamir Jones,44287,ED,PIT,1,0,3.0,0,0,25,50.5,39.0,69.8,55.7,60.0,72.4,0.0,0,0,1,1,100.0,1,1,3,2022
Justin Madubuike,44304,DI,BLT,1,2,-3.0,0,0,3,57.7,59.6,77.1,65.4,65.7,70.5,25.0,1,0,12,13,8.3,1,1,3,2022
Boogie Basham,44320,ED,BUF,1,0,,0,0,4,,95.5,74.7,95.7,62.0,,,0,0,4,4,0.0,0,0,3,2022
Naquan Jones,44363,DI,TEN,1,0,3.0,0,0,31,,55.3,74.3,52.4,61.4,68.6,0.0,0,0,4,4,25.0,1,1,3,2022
Kyzir White,44485,LB,PHI,1,1,3.5,0,0,24,38.9,44.5,74.7,57.0,69.8,59.0,0.0,0,2,11,11,9.1,1,2,3,2022
Rashard Lawrence,44515,DI,ARZ,1,0,,0,0,1,,46.0,73.9,63.6,43.6,19.5,100.0,1,0,7,9,0.0,0,0,3,2022
Trysten Hill,44519,DI,DAL,1,0,3.0,0,0,9,,37.2,76.2,59.3,33.5,67.3,0.0,0,0,10,10,10.0,1,1,3,2022
Brian Burns,44522,ED,CAR,1,0,,0,0,5,69.8,67.5,80.8,61.0,59.0,,,0,0,16,17,0.0,0,0,3,2022
Ross Blacklock,44526,DI,MIN,1,0,,0,0,18,,47.6,71.6,55.3,54.1,,,0,0,3,3,0.0,0,0,3,2022
D.J. Wonnum,44550,ED,MIN,1,0,2.5,0,0,18,60.0,66.5,76.4,54.7,75.9,72.8,0.0,0,0,9,9,22.2,2,2,3,2022
Leki Fotu,44614,DI,ARZ,1,1,,0,0,1,,47.6,74.6,55.7,49.8,66.8,0.0,0,0,12,13,0.0,0,0,3,2022
Terrell Burgess,45255,S,LA,1,0,,0,0,26,55.6,54.9,79.5,,60.0,77.2,,0,0,3,3,0.0,0,0,3,2022
Zech McPhearson,45464,CB,PHI,1,0,,0,0,24,47.2,39.0,0.0,,60.7,76.8,,0,1,7,7,0.0,0,0,3,2022
Brandon Stephens,45644,CB,BLT,1,0,,1,0,3,31.2,35.4,75.2,,61.2,72.8,,0,1,10,11,0.0,0,0,3,2022
Dante Pettis,48113,WR,CHI,1,0,,0,0,6,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0,3,2022
Kentavius Street,48404,DI,NO,1,3,2.0,0,0,20,,83.1,76.4,71.2,76.0,70.9,0.0,0,0,16,16,6.3,1,1,3,2022
Anthony Nelson,48405,ED,TB,1,0,3.0,0,0,30,39.1,46.0,75.9,62.9,65.2,69.2,0.0,0,0,7,7,14.3,1,1,3,2022
Jonathan Greenard,48407,ED,HST,1,0,-4.0,0,0,13,,61.4,79.9,50.0,68.9,29.9,50.0,1,0,18,18,5.6,1,1,3,2022
Sam Hubbard,48457,ED,CIN,1,1,2.0,0,0,7,69.2,73.6,80.3,62.8,68.6,37.5,33.3,1,0,13,13,7.7,1,1,3,2022
Tyquan Lewis,48475,DI,IND,1,0,,0,0,14,,65.8,77.6,66.0,57.4,,,0,0,8,8,0.0,0,0,3,2022
Justin Hollins,48498,ED,LA,1,0,2.0,0,0,26,63.8,57.7,76.1,52.4,62.3,75.2,0.0,0,0,8,8,0.0,0,1,3,2022
Carl Granderson,48500,ED,NO,1,1,,0,0,20,60.0,69.2,76.3,67.2,61.8,73.0,0.0,0,0,10,10,0.0,0,0,3,2022
Bradley Chubb,48526,ED,DEN,1,0,2.0,0,0,10,31.6,58.9,77.1,63.2,70.2,73.6,0.0,0,0,11,13,9.1,1,1,3,2022
Oshane Ximines,48538,ED,NYG,1,2,27.0,0,0,21,62.1,72.1,76.5,60.2,71.4,74.8,0.0,0,0,19,20,0.0,0,1,3,2022
Dorance Armstrong,48557,ED,DAL,1,0,,0,0,9,,58.8,77.6,61.6,52.2,33.2,,0,0,11,11,0.0,0,0,3,2022
Malik Reed,48567,ED,PIT,1,2,1.0,0,0,25,65.6,54.1,79.5,53.2,51.7,32.4,25.0,1,0,28,28,3.6,1,1,3,2022
Roy Lopez,48676,DI,HST,1,1,,0,0,13,60.0,68.1,76.2,63.3,64.9,68.4,0.0,0,0,18,18,0.0,0,0,3,2022
Harrison Phillips,48690,DI,MIN,1,1,3.0,0,0,18,,66.2,77.6,53.9,70.2,36.2,20.0,1,0,26,26,11.5,3,3,3,2022
Daron Payne,48698,DI,WAS,1,0,-1.0,0,0,32,60.0,57.3,78.7,59.1,55.6,70.5,0.0,0,0,22,22,9.1,2,2,3,2022
Greg Gaines,48706,DI,LA,1,0,3.0,0,0,26,,49.9,79.4,56.1,46.5,26.2,50.0,1,0,19,19,5.3,1,1,3,2022
Rasheem Green,48731,ED,HST,1,0,3.7,0,0,13,,51.7,78.7,66.9,46.9,41.7,14.3,1,0,25,25,12.0,3,6,3,2022
Taven Bryan,48753,DI,CLV,1,0,4.0,0,0,8,,51.6,76.2,51.2,56.0,68.7,0.0,0,0,14,14,0.0,0,2,3,2022
